Date,melt_rate
2017-07-02 18:22:31,
2017-07-02 18:37:31,
2017-07-02 18:52:31,
2017-07-02 19:07:31,
2017-07-02 19:22:31,
2017-07-02 19:37:31,
2017-07-02 19:52:31,
2017-07-02 20:07:31,
2017-07-02 20:22:31,
2017-07-02 20:37:31,0.0
2017-07-02 20:52:31,0.0
2017-07-02 21:07:31,0.0
2017-07-02 21:22:31,0.0
2017-07-02 21:37:31,0.0
2017-07-02 21:52:31,0.0
2017-07-02 22:07:31,0.0
2017-07-02 22:22:31,0.0
2017-07-02 22:37:31,0.0
2017-07-02 22:52:31,0.0
2017-07-02 23:07:31,0.0
2017-07-02 23:22:31,0.0
2017-07-02 23:37:31,0.0
2017-07-02 23:52:31,0.0
2017-07-03 00:07:31,0.0
2017-07-03 00:22:31,0.0
2017-07-03 00:37:31,0.0
2017-07-03 00:52:31,0.0
2017-07-03 01:07:31,0.0
2017-07-03 01:22:31,0.0
2017-07-03 01:37:31,0.0
2017-07-03 01:52:31,0.0
2017-07-03 02:07:31,0.0
2017-07-03 02:22:31,0.0
2017-07-03 02:37:31,0.0
2017-07-03 02:52:31,0.0
2017-07-03 03:07:31,0.0
2017-07-03 03:22:31,0.0
2017-07-03 03:37:31,0.0
2017-07-03 03:52:31,0.0
2017-07-03 04:07:31,0.0
2017-07-03 04:22:31,0.0
2017-07-03 04:37:31,0.0
2017-07-03 04:52:31,0.0
2017-07-03 05:07:31,0.0
2017-07-03 05:22:31,0.0
2017-07-03 05:37:31,0.0
2017-07-03 05:52:31,0.0
2017-07-03 06:07:31,0.0
2017-07-03 06:22:31,0.0
2017-07-03 06:37:31,0.0
2017-07-03 06:52:31,0.0
2017-07-03 07:07:31,0.0
2017-07-03 07:22:31,0.0
2017-07-03 07:37:31,0.0
2017-07-03 07:52:31,0.0
2017-07-03 08:07:31,0.0
2017-07-03 08:22:31,0.0
2017-07-03 08:37:31,0.0
2017-07-03 08:52:31,0.0
2017-07-03 09:07:31,0.0
2017-07-03 09:22:31,0.0
2017-07-03 09:37:31,0.0
2017-07-03 09:52:31,0.0
2017-07-03 10:07:31,0.0
2017-07-03 10:22:31,0.0
2017-07-03 10:37:31,0.0
2017-07-03 10:52:31,0.0
2017-07-03 11:07:31,0.0
2017-07-03 11:22:31,0.0
2017-07-03 11:37:31,0.0
2017-07-03 11:52:31,0.0
2017-07-03 12:07:31,0.0
2017-07-03 12:22:31,0.0
2017-07-03 12:37:31,0.0
2017-07-03 12:52:31,0.0
2017-07-03 13:07:31,0.0
2017-07-03 13:22:31,0.0
2017-07-03 13:37:31,0.0
2017-07-03 13:52:31,0.0
2017-07-03 14:07:31,0.0
2017-07-03 14:22:31,0.0
2017-07-03 14:37:31,0.0
2017-07-03 14:52:31,0.0
2017-07-03 15:07:31,0.0
2017-07-03 15:22:31,0.0
2017-07-03 15:37:31,0.0
2017-07-03 15:52:31,0.0
2017-07-03 16:07:31,0.0
2017-07-03 16:22:31,0.0
2017-07-03 16:37:31,0.0
2017-07-03 16:52:31,0.0
2017-07-03 17:07:31,0.0
2017-07-03 17:22:31,0.0
2017-07-03 17:37:31,0.0
2017-07-03 17:52:31,0.0
2017-07-03 18:07:31,0.0
2017-07-03 18:22:31,0.0
2017-07-03 18:37:31,0.0
2017-07-03 18:52:31,0.0
2017-07-03 19:07:31,0.0
2017-07-03 19:22:31,0.0
2017-07-03 19:37:31,0.0
2017-07-03 19:52:31,0.0
2017-07-03 20:07:31,0.0
2017-07-03 20:22:31,0.0
2017-07-03 20:37:31,0.0
2017-07-03 20:52:31,0.0
2017-07-03 21:07:31,0.0
2017-07-03 21:22:31,0.0
2017-07-03 21:37:31,0.0
2017-07-03 21:52:31,0.0
2017-07-03 22:07:31,0.0
2017-07-03 22:22:31,0.0
2017-07-03 22:37:31,0.0
2017-07-03 22:52:31,0.0
2017-07-03 23:07:31,0.0
2017-07-03 23:22:31,0.0
2017-07-03 23:37:31,0.0
2017-07-03 23:52:31,0.0
2017-07-04 00:07:31,0.0
2017-07-04 00:22:31,0.0
2017-07-04 00:37:31,0.0
2017-07-04 00:52:31,0.0
2017-07-04 01:07:31,0.0
2017-07-04 01:22:31,0.0
2017-07-04 01:37:31,0.0
2017-07-04 01:52:31,0.0
2017-07-04 02:07:31,0.0
2017-07-04 02:22:31,0.0
2017-07-04 02:37:31,0.0
2017-07-04 02:52:31,0.0
2017-07-04 03:07:31,0.0
2017-07-04 03:22:31,0.0
2017-07-04 03:37:31,0.0
2017-07-04 03:52:31,0.0
2017-07-04 04:07:31,0.0
2017-07-04 04:22:31,0.0
2017-07-04 04:37:31,0.0
2017-07-04 04:52:31,0.0
2017-07-04 05:07:31,0.0
2017-07-04 05:22:31,0.0
2017-07-04 05:37:31,0.0
2017-07-04 05:52:31,0.0
2017-07-04 06:07:31,0.0
2017-07-04 06:22:31,0.0
2017-07-04 06:37:31,0.0
2017-07-04 06:52:31,0.0
2017-07-04 07:07:31,0.0
2017-07-04 07:22:31,0.0
2017-07-04 07:37:31,0.0
2017-07-04 07:52:31,0.0
2017-07-04 08:07:31,0.0
2017-07-04 08:22:31,0.0
2017-07-04 08:37:31,0.0
2017-07-04 08:52:31,0.0
2017-07-04 09:07:31,0.0
2017-07-04 09:22:31,0.0
2017-07-04 09:37:31,0.0
2017-07-04 09:52:31,0.0
2017-07-04 10:07:31,0.0
2017-07-04 10:22:31,0.0
2017-07-04 10:37:31,0.0
