T,d,z
257.176983326126,1732.58397414525,0.154507137348599
256.991963088079,1727.98826068598,0.156749823986932
256.813283459203,1723.39254722671,0.158992510625264
256.640175789192,1718.79683376744,0.161235197263597
256.472007812202,1714.20112030817,0.16347788390193
256.308262057668,1709.60540684889,0.165720570540262
256.148518956374,1705.00969338962,0.167963257178595
255.992445303242,1700.41397993035,0.170205943816927
255.839760656549,1695.81826647108,0.17244863045526
255.690237333854,1691.22255301181,0.174691317093593
255.543692392974,1686.62683955254,0.176934003731925
255.399978391695,1682.03112609327,0.179176690370258
255.25897582021,1677.435412634,0.181419377008591
255.120587106064,1672.83969917472,0.183662063646923
254.98473170007,1668.24398571545,0.185904750285256
254.851342548955,1663.64827225618,0.188147436923588
254.720365794898,1659.05255879691,0.190390123561921
254.591756403938,1654.45684533764,0.192632810200254
254.465473175111,1649.86113187837,0.194875496838586
254.341480159187,1645.2654184191,0.197118183476919
254.219745873424,1640.66970495983,0.199360870115252
254.100242155906,1636.07399150055,0.201603556753584
253.982943318951,1631.47827804128,0.203846243391917
253.867825478374,1626.88256458201,0.20608893003025
253.754865883398,1622.28685112274,0.208331616668582
253.644042706558,1617.69113766347,0.210574303306915
253.535337974881,1613.0954242042,0.212816989945247
253.428732415762,1608.49971074493,0.21505967658358
253.324206305272,1603.90399728566,0.217302363221913
253.221740470859,1599.30828382639,0.219545049860245
253.121316247324,1594.71257036711,0.221787736498578
253.022915266362,1590.11685690784,0.224030423136911
252.926519310762,1585.52114344857,0.226273109775243
252.832110170534,1580.9254299893,0.228515796413576
252.739669470764,1576.32971653003,0.230758483051908
252.649178834811,1571.73400307076,0.233001169690241
252.560622436793,1567.13828961149,0.235243856328574
252.47398242368,1562.54257615222,0.237486542966906
252.389241191785,1557.94686269294,0.239729229605239
252.306380877997,1553.35114923367,0.241971916243572
252.225382263397,1548.7554357744,0.244214602881904
252.14622641995,1544.15972231513,0.246457289520237
252.068894830245,1539.56400885586,0.248699976158569
251.993369044632,1534.96829539659,0.250942662796902
251.919630570373,1530.37258193732,0.253185349435235
251.847661424508,1525.77686847805,0.255428036073567
251.777444455238,1521.18115501877,0.2576707227119
251.7089614575,1516.5854415595,0.259913409350233
251.64219400586,1511.98972810023,0.262156095988565
251.577123868133,1507.39401464096,0.264398782626898
251.513732950542,1502.79830118169,0.26664146926523
251.452003255059,1498.20258772242,0.268884155903563
251.391916868977,1493.60687426315,0.271126842541896
251.333455928348,1489.01116080388,0.273369529180228
251.27660268769,1484.4154473446,0.275612215818561
251.221340376471,1479.81973388533,0.277854902456894
251.167652223537,1475.22402042606,0.280097589095226
251.115520713325,1470.62830696679,0.282340275733559
251.064927689197,1466.03259350752,0.284582962371892
251.01585444853,1461.43688004825,0.286825649010224
250.968282047127,1456.84116658898,0.289068335648557
250.922191702743,1452.24545312971,0.291311022286889
250.877564983518,1447.64973967043,0.293553708925222
250.834383734476,1443.05402621116,0.295796395563555
250.792629956058,1438.45831275189,0.298039082201887
250.752286627127,1433.86259929262,0.30028176884022
250.713336123629,1429.26688583335,0.302524455478553
250.675760290241,1424.67117237408,0.304767142116885
250.639540907132,1420.07545891481,0.307009828755218
250.604659821875,1415.47974545554,0.30925251539355
250.571098994261,1410.88403199627,0.311495202031883
250.538840499822,1406.28831853699,0.313737888670216
250.50786648563,1401.69260507772,0.315980575308548
250.478159123819,1397.09689161845,0.318223261946881
250.449700709418,1392.50117815918,0.320465948585214
250.422474093288,1387.90546469991,0.322708635223546
250.396461811008,1383.30975124064,0.324951321861879
250.371646199533,1378.71403778137,0.327194008500212
250.348009695841,1374.1183243221,0.329436695138544
250.325534836142,1369.52261086282,0.331679381776877
250.304204221802,1364.92689740355,0.333922068415209
250.28400050494,1360.33118394428,0.336164755053542
250.264906362804,1355.73547048501,0.338407441691875
250.24690450317,1351.13975702574,0.340650128330207
250.229977916072,1346.54404356647,0.34289281496854
250.214109833266,1341.9483301072,0.345135501606872
250.199283346783,1337.35261664793,0.347378188245205
250.1854815205,1332.75690318865,0.349620874883538
250.172687558903,1328.16118972938,0.35186356152187
250.160884809491,1323.56547627011,0.354106248160203
250.150056740986,1318.96976281084,0.356348934798536
250.140186930778,1314.37404935157,0.358591621436868
250.131259038884,1309.7783358923,0.360834308075201
250.123256808533,1305.18262243303,0.363076994713534
250.116164401039,1300.58690897376,0.365319681351866
250.109966079683,1295.99119551448,0.367562367990199
250.104646038495,1291.39548205521,0.369805054628531
250.100188564956,1286.79976859594,0.372047741266864
250.096578113909,1282.20405513667,0.374290427905197
250.093799293751,1277.6083416774,0.376533114543529
250.091836851367,1273.01262821813,0.378775801181862
250.090675660071,1268.41691475886,0.381018487820195
250.090300700042,1263.82120129959,0.383261174458527
250.090697065668,1259.22548784031,0.38550386109686
250.091850284382,1254.62977438104,0.387746547735192
250.093745943516,1250.03406092177,0.389989234373525
250.096369584008,1245.4383474625,0.392231921011858
250.099706903106,1240.84263400323,0.39447460765019
250.103743786612,1236.24692054396,0.396717294288523
250.108466280775,1231.65120708469,0.398959980926856
250.113860582088,1227.05549362542,0.401202667565188
250.119913025171,1222.45978016615,0.403445354203521
250.126610078806,1217.86406670687,0.405688040841854
250.133938422714,1213.2683532476,0.407930727480186
250.141885050299,1208.67263978833,0.410173414118519
250.15043706551,1204.07692632906,0.412416100756851
250.159581661645,1199.48121286979,0.414658787395184
250.169306287991,1194.88549941052,0.416901474033517
250.179598694018,1190.28978595125,0.419144160671849
250.19044682262,1185.69407249198,0.421386847310182
250.201838633064,1181.0983590327,0.423629533948515
250.213762025352,1176.50264557343,0.425872220586847
250.226204867387,1171.90693211416,0.42811490722518
250.239155155481,1167.31121865489,0.430357593863512
250.252601046847,1162.71550519562,0.432600280501845
250.266530802872,1158.11979173635,0.434842967140178
250.28093287544,1153.52407827708,0.43708565377851
250.295795994382,1148.92836481781,0.439328340416843
250.311109152262,1144.33265135853,0.441571027055176
250.326861563545,1139.73693789926,0.443813713693508
250.34304263824,1135.14122443999,0.446056400331841
250.359641958916,1130.54551098072,0.448299086970173
250.376649268749,1125.94979752145,0.450541773608506
250.39405463077,1121.35408406218,0.452784460246839
250.411848319811,1116.75837060291,0.455027146885171
250.430020673422,1112.16265714364,0.457269833523504
250.448562182057,1107.56694368436,0.459512520161837
250.467463545351,1102.97123022509,0.461755206800169
250.48671565609,1098.37551676582,0.463997893438502
250.506309588073,1093.77980330655,0.466240580076834
250.526236588268,1089.18408984728,0.468483266715167
250.546488071336,1084.58837638801,0.4707259533535
250.567055637372,1079.99266292874,0.472968639991832
250.587931172879,1075.39694946947,0.475211326630165
250.609106758833,1070.80123601019,0.477454013268498
250.630574562459,1066.20552255092,0.47969669990683
250.652326918796,1061.60980909165,0.481939386545163
250.674356375272,1057.01409563238,0.484182073183495
250.69665567233,1052.41838217311,0.486424759821828
250.719217730821,1047.82266871384,0.488667446460161
250.742035640222,1043.22695525457,0.490910133098493
250.765102652185,1038.6312417953,0.493152819736826
250.788412226491,1034.03552833602,0.495395506375159
250.811958064187,1029.43981487675,0.497638193013491
250.835734021977,1024.84410141748,0.499880879651824
250.859734068519,1020.24838795821,0.502123566290156
250.883952345986,1015.65267449894,0.504366252928489
250.908383197382,1011.05696103967,0.506608939566822
250.933021152825,1006.4612475804,0.508851626205154
250.957860918849,1001.86553412113,0.511094312843487
250.982897368049,997.269820661855,0.51333699948182
251.00812553321,992.674107202584,0.515579686120152
251.033540676127,988.078393743313,0.517822372758485
251.059138285313,983.482680284042,0.520065059396817
251.084913971375,978.88696682477,0.52230774603515
251.110863473872,974.291253365499,0.524550432673483
251.136982717968,969.695539906228,0.526793119311815
251.163267818086,965.099826446957,0.529035805950148
251.18971506404,960.504112987685,0.531278492588481
251.216320904118,955.908399528414,0.533521179226813
251.243081927761,951.312686069143,0.535763865865146
251.269994857854,946.716972609872,0.538006552503479
251.297056629235,942.1212591506,0.540249239141811
251.324264384253,937.525545691329,0.542491925780144
251.351615358502,932.929832232058,0.544734612418476
251.379106917001,928.334118772787,0.546977299056809
251.406736614135,923.738405313516,0.549219985695142
251.434502176023,919.142691854244,0.551462672333474
251.462401492106,914.546978394973,0.553705358971807
251.490432609073,909.951264935702,0.55594804561014
251.51859372881,905.355551476431,0.558190732248472
251.546883227085,900.759838017159,0.560433418886805
251.575299696091,896.164124557888,0.562676105525137
251.603841913362,891.568411098617,0.56491879216347
251.632508758472,886.972697639346,0.567161478801803
251.661299218427,882.376984180075,0.569404165440135
251.690212406674,877.781270720803,0.571646852078468
251.719247546377,873.185557261532,0.573889538716801
251.748403977213,868.589843802261,0.576132225355133
251.777681170646,863.99413034299,0.578374911993466
251.807078741463,859.398416883718,0.580617598631799
251.836596480271,854.802703424447,0.582860285270131
251.866234374,850.206989965176,0.585102971908464
251.895992546581,845.611276505905,0.587345658546796
251.925871217861,841.015563046634,0.589588345185129
251.955870735965,836.419849587362,0.591831031823462
251.985991593322,831.824136128091,0.594073718461794
252.016234418024,827.22842266882,0.596316405100127
252.0465999665,822.632709209549,0.598559091738459
252.077089115545,818.036995750277,0.600801778376792
252.107702855271,813.441282291006,0.603044465015125
252.1384423228,808.845568831735,0.605287151653457
252.169308823053,804.249855372464,0.60752983829179
252.200303750403,799.654141913192,0.609772524930123
252.231428572108,795.058428453922,0.612015211568455
252.262684883132,790.46271499465,0.614257898206788
252.294074400641,785.867001535379,0.616500584845121
252.325598958264,781.271288076108,0.618743271483453
252.357260500551,776.675574616837,0.620985958121786
252.389061077171,772.079861157565,0.623228644760118
252.421002843034,767.484147698294,0.625471331398451
252.453088085081,762.888434239023,0.627714018036784
252.485319231231,758.292720779752,0.629956704675116
252.51769878673,753.69700732048,0.632199391313449
252.550229326845,749.101293861209,0.634442077951781
252.582913547265,744.505580401938,0.636684764590114
252.615754254523,739.909866942667,0.638927451228447
252.648754361603,735.314153483395,0.64117013786678
252.681916883506,730.718440024124,0.643412824505112
252.715244932642,726.122726564853,0.645655511143445
252.748741726998,721.527013105582,0.647898197781777
252.782410611717,716.931299646311,0.65014088442011
252.816255046641,712.335586187039,0.652383571058443
252.850278564974,707.739872727768,0.654626257696775
252.884484782951,703.144159268497,0.656868944335108
252.918877428286,698.548445809226,0.65911163097344
252.953460335104,693.952732349954,0.661354317611773
252.988237441332,689.357018890683,0.663597004250106
253.023212785915,684.761305431412,0.665839690888438
253.05839050556,680.165591972141,0.668082377526771
253.093774848165,675.56987851287,0.670325064165104
253.129370197181,670.974165053598,0.672567750803436
253.165181043808,666.378451594327,0.674810437441769
253.201211955314,661.782738135056,0.677053124080101
253.237467609854,657.187024675785,0.679295810718434
253.273952806273,652.591311216513,0.681538497356767
253.310672463219,647.995597757242,0.683781183995099
253.347631619553,643.399884297971,0.686023870633432
253.384835434395,638.8041708387,0.688266557271765
253.422289186507,634.208457379429,0.690509243910097
253.459998290096,629.612743920158,0.69275193054843
253.497968323285,625.017030460886,0.694994617186762
253.536204997066,620.421317001615,0.697237303825095
253.574714129422,615.825603542344,0.699479990463428
253.613501711162,611.229890083073,0.70172267710176
253.652573915241,606.634176623801,0.703965363740093
253.691937113647,602.03846316453,0.706208050378426
253.731597886262,597.442749705259,0.708450737016758
253.771563001355,592.847036245988,0.710693423655091
253.811839362227,588.251322786717,0.712936110293424
253.852433953849,583.655609327445,0.715178796931756
253.893353825951,579.059895868174,0.717421483570089
253.934606106521,574.464182408903,0.719664170208421
253.976198062534,569.868468949632,0.721906856846754
254.01813719184,565.27275549036,0.724149543485087
254.060431245476,560.677042031089,0.726392230123419
254.103088229482,556.081328571818,0.728634916761752
254.146116401039,551.485615112547,0.730877603400085
254.189524266611,546.889901653275,0.733120290038417
254.233320589142,542.294188194004,0.73536297667675
254.277514409247,537.698474734733,0.737605663315082
254.322115051538,533.102761275462,0.739848349953415
254.367132106079,528.507047816191,0.742091036591748
254.412575442973,523.911334356919,0.74433372323008
254.458455229679,519.315620897648,0.746576409868413
254.504781934432,514.719907438377,0.748819096506745
254.551566337912,510.124193979106,0.751061783145078
254.598819554288,505.528480519834,0.753304469783411
254.646553057737,500.932767060563,0.755547156421744
254.69477871552,496.337053601292,0.757789843060076
254.74350883121,491.741340142021,0.760032529698409
254.792756157534,487.14562668275,0.762275216336741
254.842533865968,482.549913223478,0.764517902975074
254.892855557251,477.954199764207,0.766760589613407
254.943735231564,473.358486304936,0.769003276251739
254.995187277512,468.762772845665,0.771245962890072
255.047226502158,464.167059386393,0.773488649528404
255.099868189589,459.571345927122,0.775731336166737
255.153128158671,454.975632467851,0.77797402280507
255.207022806333,450.37991900858,0.780216709443402
255.261569140585,445.784205549309,0.782459396081735
255.316784788958,441.188492090037,0.784702082720068
255.372687989665,436.592778630766,0.7869447693584
255.42929763754,431.997065171495,0.789187455996733
255.486633301544,427.401351712224,0.791430142635066
255.544715246441,422.805638252952,0.793672829273398
255.603564456599,418.209924793681,0.795915515911731
255.663202660776,413.61421133441,0.798158202550063
255.72365235851,409.018497875139,0.800400889188396
255.78493685145,404.422784415868,0.802643575826729
255.847080274547,399.827070956596,0.804886262465061
255.910107612584,395.231357497325,0.807128949103394
255.974044723789,390.635644038054,0.809371635741727
256.038918383407,386.039930578783,0.811614322380059
256.104756313075,381.444217119511,0.813857009018392
256.171587211945,376.84850366024,0.816099695656724
256.239440789182,372.252790200969,0.818342382295057
256.308347797087,367.657076741698,0.82058506893339
256.378340065593,363.061363282427,0.822827755571722
256.449450541993,358.465649823155,0.825070442210055
256.521713327314,353.869936363884,0.827313128848387
256.595163692338,349.274222904613,0.82955581548672
256.669838120227,344.678509445342,0.831798502125053
256.745774342335,340.08279598607,0.834041188763386
256.823011368788,335.487082526799,0.836283875401718
256.901589519777,330.891369067528,0.838526562040051
256.981550460127,326.295655608257,0.840769248678383
257.062937242291,321.699942148985,0.843011935316716
257.145794368123,317.104228689714,0.845254621955049
257.230167885374,312.508515230443,0.847497308593381
257.316105513848,307.912801771172,0.849739995231714
257.403656737032,303.317088311901,0.851982681870046
257.492872792898,298.721374852629,0.854225368508379
257.583806317384,294.125661393359,0.856468055146712
257.67651068633,289.529947934087,0.858710741785044
257.771039564073,284.934234474816,0.860953428423377
257.86744712555,280.338521015544,0.86319611506171
257.965788553952,275.742807556274,0.865438801700042
258.06612030276,271.147094097002,0.867681488338375
258.168500047601,266.551380637731,0.869924174976708
258.272986466896,261.95566717846,0.87216686161504
258.379638964169,257.359953719189,0.874409548253373
258.488517395748,252.764240259917,0.876652234891705
258.599681775728,248.168526800646,0.878894921530038
258.713191954471,243.572813341375,0.881137608168371
258.829107256024,238.977099882104,0.883380294806703
258.947486061948,234.381386422833,0.885622981445036
259.068385330942,229.785672963561,0.887865668083369
259.191860045319,225.18995950429,0.890108354721701
259.317962573494,220.594246045019,0.892351041360034
259.446741929239,215.998532585748,0.894593727998366
259.57824292857,211.402819126476,0.896836414636699
259.712505227872,206.807105667205,0.899079101275032
259.849562222305,202.211392207934,0.901321787913364
259.989439791574,197.615678748663,0.903564474551697
260.132154874731,193.019965289391,0.90580716119003
260.277713853563,188.42425183012,0.908049847828362
260.426110722454,183.828538370849,0.910292534466695
260.577325021753,179.232824911578,0.912535221105027
260.731319509583,174.637111452306,0.91477790774336
260.888037535815,170.041397993035,0.917020594381693
261.047400113556,165.445684533764,0.919263281020025
261.209302649295,160.849971074493,0.921505967658358
261.373611317424,156.254257615222,0.923748654296691
261.540159068954,151.65854415595,0.925991340935023
261.708741275559,147.062830696679,0.928234027573356
261.879111027108,142.467117237408,0.930476714211688
262.050974124626,137.871403778137,0.932719400850021
262.223983842509,133.275690318865,0.934962087488354
262.397735574564,128.679976859594,0.937204774126686
262.571761526519,124.084263400323,0.939447460765019
262.745525699075,119.488549941052,0.941690147403352
262.918419463663,114.89283648178,0.943932834041684
263.089758139796,110.29712302251,0.946175520680017
263.258779088493,105.701409563238,0.94841820731835
263.424641955033,101.105696103967,0.950660893956682
263.586431820347,96.5099826446959,0.952903580595015
263.743166147904,91.9142691854245,0.955146267233347
263.893806532456,87.3185557261531,0.95738895387168
264.037276350707,82.7228422668823,0.959631640510013
264.172485471176,78.1271288076109,0.961874327148345
264.298363177017,73.5314153483395,0.964117013786678
264.413900367396,68.9357018890686,0.96635970042501
264.518201919881,64.3399884297973,0.968602387063343
264.610549793047,59.7442749705259,0.970845073701676
264.690477025104,55.1485615112545,0.973087760340009
264.757852252838,50.5528480519836,0.975330446978341
264.812973778029,45.9571345927123,0.977573133616674
264.856671636992,41.3614211334414,0.979815820255006
264.890415768686,36.76570767417,0.982058506893339
264.916428620419,32.1699942148986,0.984301193531672
264.937802218029,27.5742807556273,0.986543880170004
264.958624664144,22.9785672963564,0.988786566808337
264.984132671656,18.382853837085,0.991029253446669
265.020930286157,13.7871403778136,0.993271940085002
265.077352436131,9.19142691854272,0.995514626723335
265.164090855976,4.59571345927136,0.997757313361667
265.295178470507,0,1
