"Date Time, GMT+00:00",Temp,albedo,SW_down,melt_rate,SOY,DOY,qsuh_mmh,Qsuh_m3s
2017-07-22 05:00:00,-1.5723958333333268,0.6014721345951617,7.0,0.0,17470800.0,202.20833333333334,0.4079004070692742,0.07931396804124777
2017-07-22 06:00:00,-1.9199583333333268,0.6014721345951617,22.2,0.0,17474400.0,202.25,0.3118459959204821,0.06063672142898263
2017-07-22 07:00:00,-2.0341249999999933,0.6014721345951617,57.8,0.0,17478000.0,202.29166666666666,0.235538963115815,0.045799242828075126
2017-07-22 08:00:00,-1.9285833333333269,0.6014721345951617,160.2,0.0,17481600.0,202.33333333333334,0.1761417578510239,0.0342497862488102
2017-07-22 09:00:00,-1.60310416666666,0.6014721345951617,261.0,0.0,17485200.0,202.375,0.1305921091999584,0.02539291012221413
2017-07-22 10:00:00,-1.0626770833333268,0.6014721345951617,369.2,0.0,17488800.0,202.41666666666666,0.09608912354404982,0.01868399624467635
2017-07-22 11:00:00,-0.4372395833333269,0.6014721345951617,477.2,0.0,17492400.0,202.45833333333334,0.07019641219824964,0.013649302371881875
2017-07-22 12:00:00,0.20690625000000645,0.6014721345951617,576.0,2.1681345869479567,17496000.0,202.5,0.05091213115188726,0.009899581057311412
2017-07-22 13:00:00,0.8257187500000065,0.6014721345951617,656.4,2.5002666315063187,17499600.0,202.54166666666666,0.1600816265679918,0.03112698294377618
2017-07-22 14:00:00,1.37917708333334,0.6014721345951617,714.4,2.7452169403917024,17503200.0,202.58333333333334,0.33654305811378593,0.06543892796656949
2017-07-22 15:00:00,1.8231979166666736,0.6014721345951617,746.0,2.8857966991982216,17506800.0,202.625,0.5401387114701098,0.10502697167474356
2017-07-22 16:00:00,2.1230104166666743,0.6014721345951617,744.2,2.8940442327155727,17510400.0,202.66666666666666,0.7435585739152765,0.1445808338168593
2017-07-22 17:00:00,2.3416458333333408,0.6014721345951617,745.8,2.9109698626445937,17514000.0,202.70833333333334,0.9266396717345196,0.180179936170601
2017-07-22 18:00:00,2.505177083333341,0.6014721345951617,699.8,2.746822976143542,17517600.0,202.75,1.0826092287394458,0.21050735003267
2017-07-22 19:00:00,2.597520833333341,0.6014721345951617,584.8,2.320631541140912,17521200.0,202.79166666666666,1.2007903215946123,0.23348700697673014
2017-07-22 20:00:00,2.5978229166666735,0.6014721345951617,488.8,1.9610150995662523,17524800.0,202.83333333333334,1.2651712016527479,0.24600551143247876
2017-07-22 21:00:00,2.5156875000000065,0.6014721345951617,380.4,1.5508243750000048,17528400.0,202.875,1.2776092654368842,0.2484240238349497
2017-07-22 22:00:00,2.34298958333334,0.6014721345951617,272.6,1.1383532225946411,17532000.0,202.91666666666666,1.241385669226995,0.24138054679413787
2017-07-22 23:00:00,2.0650000000000066,0.6014721345951617,175.8,0.7618252681388038,17535600.0,202.95833333333334,1.1628371510831128,0.22610722382171639
2017-07-23 00:00:00,1.6786041666666736,0.5930550876010772,82.8,0.4006635725516633,17539200.0,203.0,1.051264710586442,0.20441258261403036
2017-07-23 01:00:00,1.2456354166666734,0.5930550876010772,27.6,0.1678595589061102,17542800.0,203.04166666666666,0.9152187956776912,0.17795921027066217
2017-07-23 02:00:00,0.7956041666666736,0.5930550876010772,11.6,0.08415348158131222,17546400.0,203.08333333333334,0.7684515389628833,0.1494211325761162
2017-07-23 03:00:00,0.31528125000000684,0.5930550876010772,6.0,0.03871575555929959,17550000.0,203.125,0.6269030557838933,0.12189781640242368
2017-07-23 04:00:00,-0.17232291666665978,0.5930550876010772,3.6,0.0,17553600.0,203.16666666666666,0.4996143121789516,0.09714722736812946
2017-07-23 05:00:00,-0.6212812499999931,0.5930550876010772,5.8,0.0,17557200.0,203.20833333333334,0.3896996398323665,0.07577492996740459
2017-07-23 06:00:00,-0.9090208333333264,0.5930550876010772,19.8,0.0,17560800.0,203.25,0.2990407842188711,0.05814681915366937
2017-07-23 07:00:00,-1.0503541666666596,0.5930550876010772,56.2,0.0,17564400.0,203.29166666666666,0.22654666254552755,0.04405073993940813
2017-07-23 08:00:00,-0.9871562499999929,0.5930550876010772,154.0,0.0,17568000.0,203.33333333333334,0.1698599044291552,0.0330283147501135
2017-07-23 09:00:00,-0.6787916666666596,0.5930550876010772,252.6,0.0,17571600.0,203.375,0.12627670172075348,0.02455380311236873
2017-07-23 10:00:00,-0.16960416666665962,0.5930550876010772,360.8,0.0,17575200.0,203.41666666666666,0.09320835618839637,0.018123847036632626
2017-07-23 11:00:00,0.5707083333333405,0.5930550876010772,471.6,1.8325384911275882,17578800.0,203.45833333333334,0.06838341174462852,0.013296774505899988
2017-07-23 12:00:00,1.4188958333333406,0.5930550876010772,572.8,2.262066422394436,17582400.0,203.5,0.15424346273376333,0.029991784420453978
2017-07-23 13:00:00,2.2738750000000074,0.5930550876010772,580.4,2.333887525269548,17586000.0,203.54166666666666,0.3067911378084255,0.059653832351638285
2017-07-23 14:00:00,3.0016041666666737,0.5930550876010772,704.8,2.846139086365685,17589600.0,203.58333333333334,0.478928770447846,0.09312503869819226
2017-07-23 15:00:00,3.624218750000008,0.5930550876010772,749.0,3.0463472877358564,17593200.0,203.625,0.6717561376143434,0.13061924898056676
2017-07-23 16:00:00,4.143239583333339,0.5930550876010772,735.2,3.0195094353661345,17596800.0,203.66666666666666,0.8659142434057259,0.1683722139955578
2017-07-23 17:00:00,4.4955833333333395,0.5930550876010772,709.0,2.9369042298405286,17600400.0,203.70833333333334,1.03937927179384,0.2021015250710244
2017-07-23 18:00:00,4.671656250000007,0.5930550876010772,651.0,2.7238415094339694,17604000.0,203.75,1.1808672568199043,0.2296130777149814
2017-07-23 19:00:00,4.745333333333341,0.5930550876010772,564.6,2.3970209835467267,17607600.0,203.79166666666666,1.2810079622347608,0.2490848815456479
2017-07-23 20:00:00,4.8399062500000065,0.5930550876010772,480.4,2.07966087011456,17611200.0,203.83333333333334,1.333217947815324,0.259236823186313
2017-07-23 21:00:00,4.847125000000006,0.5930550876010772,391.0,1.7380415810310017,17614800.0,203.875,1.3398383833059373,0.2605241300872656
2017-07-23 22:00:00,4.872812500000006,0.5930550876010772,258.6,1.2328585958557978,17618400.0,203.91666666666666,1.3052336407164966,0.25379543013931877
2017-07-23 23:00:00,4.841989583333341,0.5930550876010772,187.0,0.9574272461814936,17622000.0,203.95833333333334,1.2263120269114107,0.23844956078832982
2017-07-24 00:00:00,4.804895833333339,0.5104766066962864,69.2,0.5586699685428667,17625600.0,204.0,1.1192343626318872,0.21762890384508915
2017-07-24 01:00:00,4.713010416666672,0.5104766066962864,23.8,0.3451666943832405,17629200.0,204.04166666666666,0.9873390781492145,0.19198259852901392
2017-07-24 02:00:00,4.5400520833333395,0.5104766066962864,14.0,0.2914238827254357,17632800.0,204.08333333333334,0.8452339477320503,0.1643510453923431
2017-07-24 03:00:00,4.429406250000007,0.5104766066962864,5.0,0.2444779119852749,17636400.0,204.125,0.709815376495804,0.13801965654085077
2017-07-24 04:00:00,4.25089583333334,0.5104766066962864,4.0,0.23095087125488664,17640000.0,204.16666666666666,0.588626207675545,0.11445509593691151
2017-07-24 05:00:00,4.147093750000009,0.5104766066962864,7.6,0.2423262387176177,17643600.0,204.20833333333334,0.4856161904053041,0.0944253703565869
2017-07-24 06:00:00,4.087229166666674,0.5104766066962864,14.4,0.27062334485092443,17647200.0,204.25,0.4021752687775238,0.07820074670674075
