Time (UTC-0),Q,soy,doy
2017-07-23 15:47:05,0.12918,17596025.00000,203.65770
2017-07-23 15:47:10,0.12590,17596030.00000,203.65775
2017-07-23 15:47:15,0.12587,17596035.00000,203.65781
2017-07-23 15:47:20,0.12862,17596040.00000,203.65787
2017-07-23 15:47:25,0.12896,17596045.00000,203.65793
2017-07-23 15:47:30,0.13322,17596050.00000,203.65799
2017-07-23 15:47:35,0.12701,17596055.00000,203.65804
2017-07-23 15:47:40,0.12937,17596060.00000,203.65810
2017-07-23 15:47:45,0.12788,17596065.00000,203.65816
2017-07-23 15:47:50,0.12538,17596070.00000,203.65822
2017-07-23 15:47:55,0.13115,17596075.00000,203.65828
2017-07-23 15:48:00,0.13270,17596080.00000,203.65833
2017-07-23 15:48:05,0.13504,17596085.00000,203.65839
2017-07-23 15:48:10,0.13410,17596090.00000,203.65845
2017-07-23 15:48:15,0.12790,17596095.00000,203.65851
2017-07-23 15:48:20,0.13262,17596100.00000,203.65856
2017-07-23 15:48:25,0.13404,17596105.00000,203.65862
2017-07-23 15:48:30,0.13282,17596110.00000,203.65868
2017-07-23 15:48:35,0.13152,17596115.00000,203.65874
2017-07-23 15:48:40,0.13401,17596120.00000,203.65880
2017-07-23 15:48:45,0.13344,17596125.00000,203.65885
2017-07-23 15:48:50,0.13407,17596130.00000,203.65891
2017-07-23 15:48:55,0.13168,17596135.00000,203.65897
2017-07-23 15:49:00,0.13302,17596140.00000,203.65903
2017-07-23 15:49:05,0.12983,17596145.00000,203.65909
2017-07-23 15:49:10,0.13165,17596150.00000,203.65914
2017-07-23 15:49:15,0.13243,17596155.00000,203.65920
2017-07-23 15:49:20,0.13212,17596160.00000,203.65926
2017-07-23 15:49:25,0.13784,17596165.00000,203.65932
2017-07-23 15:49:30,0.13549,17596170.00000,203.65937
2017-07-23 15:49:35,0.13558,17596175.00000,203.65943
2017-07-23 15:49:40,0.13408,17596180.00000,203.65949
2017-07-23 15:49:45,0.13642,17596185.00000,203.65955
2017-07-23 15:49:50,0.13290,17596190.00000,203.65961
2017-07-23 15:49:55,0.13332,17596195.00000,203.65966
2017-07-23 15:50:00,0.13764,17596200.00000,203.65972
2017-07-23 15:50:05,0.13462,17596205.00000,203.65978
2017-07-23 15:50:10,0.13260,17596210.00000,203.65984
2017-07-23 15:50:15,0.13796,17596215.00000,203.65990
2017-07-23 15:50:20,0.13656,17596220.00000,203.65995
2017-07-23 15:50:25,0.13696,17596225.00000,203.66001
2017-07-23 15:50:30,0.13647,17596230.00000,203.66007
2017-07-23 15:50:35,0.13342,17596235.00000,203.66013
2017-07-23 15:50:40,0.13591,17596240.00000,203.66019
2017-07-23 15:50:45,0.13768,17596245.00000,203.66024
2017-07-23 15:50:50,0.13685,17596250.00000,203.66030
2017-07-23 15:50:55,0.13667,17596255.00000,203.66036
2017-07-23 15:51:00,0.14320,17596260.00000,203.66042
2017-07-23 15:51:05,0.13619,17596265.00000,203.66047
2017-07-23 15:51:10,0.13971,17596270.00000,203.66053
2017-07-23 15:51:15,0.13666,17596275.00000,203.66059
2017-07-23 15:51:20,0.13287,17596280.00000,203.66065
2017-07-23 15:51:25,0.13573,17596285.00000,203.66071
2017-07-23 15:51:30,0.13953,17596290.00000,203.66076
2017-07-23 15:51:35,0.14449,17596295.00000,203.66082
2017-07-23 15:51:40,0.13746,17596300.00000,203.66088
2017-07-23 15:51:45,0.14188,17596305.00000,203.66094
2017-07-23 15:51:50,0.14081,17596310.00000,203.66100
2017-07-23 15:51:55,0.13766,17596315.00000,203.66105
2017-07-23 15:52:00,0.14286,17596320.00000,203.66111
2017-07-23 15:52:05,0.14279,17596325.00000,203.66117
2017-07-23 15:52:10,0.14664,17596330.00000,203.66123
2017-07-23 15:52:15,0.14091,17596335.00000,203.66128
2017-07-23 15:52:20,0.13746,17596340.00000,203.66134
2017-07-23 15:52:25,0.14282,17596345.00000,203.66140
2017-07-23 15:52:30,0.13975,17596350.00000,203.66146
2017-07-23 15:52:35,0.14333,17596355.00000,203.66152
2017-07-23 15:52:40,0.14386,17596360.00000,203.66157
2017-07-23 15:52:45,0.14502,17596365.00000,203.66163
2017-07-23 15:52:50,0.14498,17596370.00000,203.66169
2017-07-23 15:52:55,0.14498,17596375.00000,203.66175
2017-07-23 15:53:00,0.13972,17596380.00000,203.66181
2017-07-23 15:53:05,0.14624,17596385.00000,203.66186
2017-07-23 15:53:10,0.14400,17596390.00000,203.66192
2017-07-23 15:53:15,0.14594,17596395.00000,203.66198
2017-07-23 15:53:20,0.14204,17596400.00000,203.66204
2017-07-23 15:53:25,0.14318,17596405.00000,203.66209
2017-07-23 15:53:30,0.14323,17596410.00000,203.66215
2017-07-23 15:53:35,0.14385,17596415.00000,203.66221
2017-07-23 15:53:40,0.14314,17596420.00000,203.66227
2017-07-23 15:53:45,0.14578,17596425.00000,203.66233
2017-07-23 15:53:50,0.14570,17596430.00000,203.66238
2017-07-23 15:53:55,0.14409,17596435.00000,203.66244
2017-07-23 15:54:00,0.14149,17596440.00000,203.66250
2017-07-23 15:54:05,0.14500,17596445.00000,203.66256
2017-07-23 15:54:10,0.14660,17596450.00000,203.66262
2017-07-23 15:54:15,0.14162,17596455.00000,203.66267
2017-07-23 15:54:20,0.14647,17596460.00000,203.66273
2017-07-23 15:54:25,0.14802,17596465.00000,203.66279
2017-07-23 15:54:30,0.14417,17596470.00000,203.66285
2017-07-23 15:54:35,0.14180,17596475.00000,203.66291
2017-07-23 15:54:40,0.13955,17596480.00000,203.66296
2017-07-23 15:54:45,0.14927,17596485.00000,203.66302
2017-07-23 15:54:50,0.14615,17596490.00000,203.66308
2017-07-23 15:54:55,0.14538,17596495.00000,203.66314
2017-07-23 15:55:00,0.14070,17596500.00000,203.66319
2017-07-23 15:55:05,0.14318,17596505.00000,203.66325
2017-07-23 15:55:10,0.14603,17596510.00000,203.66331
2017-07-23 15:55:15,0.14322,17596515.00000,203.66337
2017-07-23 15:55:20,0.14035,17596520.00000,203.66343
2017-07-23 15:55:25,0.14556,17596525.00000,203.66348
2017-07-23 15:55:30,0.14573,17596530.00000,203.66354
2017-07-23 15:55:35,0.15014,17596535.00000,203.66360
2017-07-23 15:55:40,0.14231,17596540.00000,203.66366
2017-07-23 15:55:45,0.14028,17596545.00000,203.66372
2017-07-23 15:55:50,0.14464,17596550.00000,203.66377
2017-07-23 15:55:55,0.14851,17596555.00000,203.66383
2017-07-23 15:56:00,0.14322,17596560.00000,203.66389
2017-07-23 15:56:05,0.14759,17596565.00000,203.66395
2017-07-23 15:56:10,0.14402,17596570.00000,203.66400
2017-07-23 15:56:15,0.14675,17596575.00000,203.66406
2017-07-23 15:56:20,0.14361,17596580.00000,203.66412
2017-07-23 15:56:25,0.14739,17596585.00000,203.66418
2017-07-23 15:56:30,0.14419,17596590.00000,203.66424
2017-07-23 15:56:35,0.14408,17596595.00000,203.66429
2017-07-23 15:56:40,0.14362,17596600.00000,203.66435
2017-07-23 15:56:45,0.14164,17596605.00000,203.66441
2017-07-23 15:56:50,0.13971,17596610.00000,203.66447
2017-07-23 15:56:55,0.14465,17596615.00000,203.66453
2017-07-23 15:57:00,0.14674,17596620.00000,203.66458
2017-07-23 15:57:05,0.14304,17596625.00000,203.66464
2017-07-23 15:57:10,0.14401,17596630.00000,203.66470
2017-07-23 15:57:15,0.14348,17596635.00000,203.66476
2017-07-23 15:57:20,0.14680,17596640.00000,203.66481
2017-07-23 15:57:25,0.15029,17596645.00000,203.66487
2017-07-23 15:57:30,0.14181,17596650.00000,203.66493
2017-07-23 15:57:35,0.14130,17596655.00000,203.66499
2017-07-23 15:57:40,0.14637,17596660.00000,203.66505
2017-07-23 15:57:45,0.15114,17596665.00000,203.66510
2017-07-23 15:57:50,0.14585,17596670.00000,203.66516
2017-07-23 15:57:55,0.14712,17596675.00000,203.66522
2017-07-23 15:58:00,0.14454,17596680.00000,203.66528
2017-07-23 15:58:05,0.14194,17596685.00000,203.66534
2017-07-23 15:58:10,0.14274,17596690.00000,203.66539
2017-07-23 15:58:15,0.14608,17596695.00000,203.66545
2017-07-23 15:58:20,0.14392,17596700.00000,203.66551
2017-07-23 15:58:25,0.14593,17596705.00000,203.66557
2017-07-23 15:58:30,0.14301,17596710.00000,203.66563
2017-07-23 15:58:35,0.14285,17596715.00000,203.66568
2017-07-23 15:58:40,0.14956,17596720.00000,203.66574
2017-07-23 15:58:45,0.14653,17596725.00000,203.66580
2017-07-23 15:58:50,0.14530,17596730.00000,203.66586
2017-07-23 15:58:55,0.14560,17596735.00000,203.66591
2017-07-23 15:59:00,0.14417,17596740.00000,203.66597
2017-07-23 15:59:05,0.14333,17596745.00000,203.66603
2017-07-23 15:59:10,0.14207,17596750.00000,203.66609
2017-07-23 15:59:15,0.14154,17596755.00000,203.66615
2017-07-23 15:59:20,0.14581,17596760.00000,203.66620
2017-07-23 15:59:25,0.14503,17596765.00000,203.66626
2017-07-23 15:59:30,0.14088,17596770.00000,203.66632
2017-07-23 15:59:35,0.14352,17596775.00000,203.66638
2017-07-23 15:59:40,0.14507,17596780.00000,203.66644
2017-07-23 15:59:45,0.14314,17596785.00000,203.66649
2017-07-23 15:59:50,0.14373,17596790.00000,203.66655
2017-07-23 15:59:55,0.14075,17596795.00000,203.66661
2017-07-23 16:00:00,0.14666,17596800.00000,203.66667
2017-07-23 16:00:05,0.14635,17596805.00000,203.66672
2017-07-23 16:00:10,0.14276,17596810.00000,203.66678
2017-07-23 16:00:15,0.14162,17596815.00000,203.66684
2017-07-23 16:00:20,0.14624,17596820.00000,203.66690
2017-07-23 16:00:25,0.14603,17596825.00000,203.66696
2017-07-23 16:00:30,0.14537,17596830.00000,203.66701
2017-07-23 16:00:35,0.14277,17596835.00000,203.66707
2017-07-23 16:00:40,0.14048,17596840.00000,203.66713
2017-07-23 16:00:45,0.14291,17596845.00000,203.66719
2017-07-23 16:00:50,0.14051,17596850.00000,203.66725
2017-07-23 16:00:55,0.14845,17596855.00000,203.66730
2017-07-23 16:01:00,0.14422,17596860.00000,203.66736
2017-07-23 16:01:05,0.14485,17596865.00000,203.66742
2017-07-23 16:01:10,0.14156,17596870.00000,203.66748
2017-07-23 16:01:15,0.14862,17596875.00000,203.66753
2017-07-23 16:01:20,0.14322,17596880.00000,203.66759
2017-07-23 16:01:25,0.14288,17596885.00000,203.66765
2017-07-23 16:01:30,0.14604,17596890.00000,203.66771
2017-07-23 16:01:35,0.13985,17596895.00000,203.66777
2017-07-23 16:01:40,0.13812,17596900.00000,203.66782
2017-07-23 16:01:45,0.14281,17596905.00000,203.66788
2017-07-23 16:01:50,0.14185,17596910.00000,203.66794
2017-07-23 16:01:55,0.14340,17596915.00000,203.66800
2017-07-23 16:02:00,0.14291,17596920.00000,203.66806
2017-07-23 16:02:05,0.14559,17596925.00000,203.66811
2017-07-23 16:02:10,0.14101,17596930.00000,203.66817
2017-07-23 16:02:15,0.14054,17596935.00000,203.66823
2017-07-23 16:02:20,0.14277,17596940.00000,203.66829
2017-07-23 16:02:25,0.14020,17596945.00000,203.66834
2017-07-23 16:02:30,0.13969,17596950.00000,203.66840
2017-07-23 16:02:35,0.14003,17596955.00000,203.66846
2017-07-23 16:02:40,0.14483,17596960.00000,203.66852
2017-07-23 16:02:45,0.13900,17596965.00000,203.66858
2017-07-23 16:02:50,0.14378,17596970.00000,203.66863
2017-07-23 16:02:55,0.14115,17596975.00000,203.66869
2017-07-23 16:03:00,0.14382,17596980.00000,203.66875
2017-07-23 16:03:05,0.13941,17596985.00000,203.66881
2017-07-23 16:03:10,0.14607,17596990.00000,203.66887
2017-07-23 16:03:15,0.14344,17596995.00000,203.66892
2017-07-23 16:03:20,0.14410,17597000.00000,203.66898
2017-07-23 16:03:25,0.14296,17597005.00000,203.66904
2017-07-23 16:03:30,0.14215,17597010.00000,203.66910
2017-07-23 16:03:35,0.13833,17597015.00000,203.66916
2017-07-23 16:03:40,0.14616,17597020.00000,203.66921
2017-07-23 16:03:45,0.14020,17597025.00000,203.66927
2017-07-23 16:03:50,0.14286,17597030.00000,203.66933
2017-07-23 16:03:55,0.14557,17597035.00000,203.66939
2017-07-23 16:04:00,0.14327,17597040.00000,203.66944
2017-07-23 16:04:05,0.13931,17597045.00000,203.66950
2017-07-23 16:04:10,0.14376,17597050.00000,203.66956
2017-07-23 16:04:15,0.14373,17597055.00000,203.66962
2017-07-23 16:04:20,0.14354,17597060.00000,203.66968
2017-07-23 16:04:25,0.13992,17597065.00000,203.66973
2017-07-23 16:04:30,0.13924,17597070.00000,203.66979
2017-07-23 16:04:35,0.14609,17597075.00000,203.66985
2017-07-23 16:04:40,0.14414,17597080.00000,203.66991
2017-07-23 16:04:45,0.14013,17597085.00000,203.66997
2017-07-23 16:04:50,0.14398,17597090.00000,203.67002
2017-07-23 16:04:55,0.14286,17597095.00000,203.67008
2017-07-23 16:05:00,0.14355,17597100.00000,203.67014
2017-07-23 16:05:05,0.14311,17597105.00000,203.67020
2017-07-23 16:05:10,0.14131,17597110.00000,203.67025
2017-07-23 16:05:15,0.14676,17597115.00000,203.67031
2017-07-23 16:05:20,0.14047,17597120.00000,203.67037
2017-07-23 16:05:25,0.13678,17597125.00000,203.67043
2017-07-23 16:05:30,0.14525,17597130.00000,203.67049
2017-07-23 16:05:35,0.14254,17597135.00000,203.67054
2017-07-23 16:05:40,0.13528,17597140.00000,203.67060
2017-07-23 16:05:45,0.13886,17597145.00000,203.67066
2017-07-23 16:05:50,0.14338,17597150.00000,203.67072
2017-07-23 16:05:55,0.14218,17597155.00000,203.67078
2017-07-23 16:06:00,0.13416,17597160.00000,203.67083
2017-07-23 16:06:05,0.14155,17597165.00000,203.67089
2017-07-23 16:06:10,0.13876,17597170.00000,203.67095
2017-07-23 16:06:15,0.13494,17597175.00000,203.67101
2017-07-23 16:06:20,0.13888,17597180.00000,203.67106
2017-07-23 16:06:25,0.14415,17597185.00000,203.67112
2017-07-23 16:06:30,0.13822,17597190.00000,203.67118
2017-07-23 16:06:35,0.13832,17597195.00000,203.67124
2017-07-23 16:06:40,0.13532,17597200.00000,203.67130
2017-07-23 16:06:45,0.13573,17597205.00000,203.67135
2017-07-23 16:06:50,0.13679,17597210.00000,203.67141
2017-07-23 16:06:55,0.13630,17597215.00000,203.67147
2017-07-23 16:07:00,0.13450,17597220.00000,203.67153
2017-07-23 16:07:05,0.14083,17597225.00000,203.67159
2017-07-23 16:07:10,0.14022,17597230.00000,203.67164
2017-07-23 16:07:15,0.14180,17597235.00000,203.67170
2017-07-23 16:07:20,0.13881,17597240.00000,203.67176
2017-07-23 16:07:25,0.13692,17597245.00000,203.67182
2017-07-23 16:07:30,0.13807,17597250.00000,203.67188
2017-07-23 16:07:35,0.13434,17597255.00000,203.67193
2017-07-23 16:07:40,0.14259,17597260.00000,203.67199
2017-07-23 16:07:45,0.13533,17597265.00000,203.67205
2017-07-23 16:07:50,0.13414,17597270.00000,203.67211
2017-07-23 16:07:55,0.13712,17597275.00000,203.67216
2017-07-23 16:08:00,0.14030,17597280.00000,203.67222
2017-07-23 16:08:05,0.13767,17597285.00000,203.67228
2017-07-23 16:08:10,0.13464,17597290.00000,203.67234
2017-07-23 16:08:15,0.13735,17597295.00000,203.67240
2017-07-23 16:08:20,0.14027,17597300.00000,203.67245
2017-07-23 16:08:25,0.13309,17597305.00000,203.67251
2017-07-23 16:08:30,0.13565,17597310.00000,203.67257
2017-07-23 16:08:35,0.14410,17597315.00000,203.67263
2017-07-23 16:08:40,0.13675,17597320.00000,203.67269
2017-07-23 16:08:45,0.13605,17597325.00000,203.67274
2017-07-23 16:08:50,0.13093,17597330.00000,203.67280
2017-07-23 16:08:55,0.13540,17597335.00000,203.67286
2017-07-23 16:09:00,0.13493,17597340.00000,203.67292
2017-07-23 16:09:05,0.13565,17597345.00000,203.67297
2017-07-23 16:09:10,0.13803,17597350.00000,203.67303
2017-07-23 16:09:15,0.14295,17597355.00000,203.67309
2017-07-23 16:09:20,0.13839,17597360.00000,203.67315
2017-07-23 16:09:25,0.13400,17597365.00000,203.67321
2017-07-23 16:09:30,0.13396,17597370.00000,203.67326
2017-07-23 16:09:35,0.13659,17597375.00000,203.67332
2017-07-23 16:09:40,0.13513,17597380.00000,203.67338
2017-07-23 16:09:45,0.13692,17597385.00000,203.67344
2017-07-23 16:09:50,0.13665,17597390.00000,203.67350
2017-07-23 16:09:55,0.13310,17597395.00000,203.67355
2017-07-23 16:10:00,0.13478,17597400.00000,203.67361
2017-07-23 16:10:05,0.13882,17597405.00000,203.67367
2017-07-23 16:10:10,0.13551,17597410.00000,203.67373
2017-07-23 16:10:15,0.13542,17597415.00000,203.67378
2017-07-23 16:10:20,0.13507,17597420.00000,203.67384
2017-07-23 16:10:25,0.14029,17597425.00000,203.67390
2017-07-23 16:10:30,0.13468,17597430.00000,203.67396
2017-07-23 16:10:35,0.13814,17597435.00000,203.67402
2017-07-23 16:10:40,0.13352,17597440.00000,203.67407
2017-07-23 16:10:45,0.13285,17597445.00000,203.67413
2017-07-23 16:10:50,0.13151,17597450.00000,203.67419
2017-07-23 16:10:55,0.13329,17597455.00000,203.67425
2017-07-23 16:11:00,0.13539,17597460.00000,203.67431
2017-07-23 16:11:05,0.12784,17597465.00000,203.67436
2017-07-23 16:11:10,0.13208,17597470.00000,203.67442
2017-07-23 16:11:15,0.13416,17597475.00000,203.67448
2017-07-23 16:11:20,0.13341,17597480.00000,203.67454
2017-07-23 16:11:25,0.13290,17597485.00000,203.67459
2017-07-23 16:11:30,0.13967,17597490.00000,203.67465
2017-07-23 16:11:35,0.13624,17597495.00000,203.67471
2017-07-23 16:11:40,0.13339,17597500.00000,203.67477
2017-07-23 16:11:45,0.13415,17597505.00000,203.67483
2017-07-23 16:11:50,0.13418,17597510.00000,203.67488
2017-07-23 16:11:55,0.13231,17597515.00000,203.67494
2017-07-23 16:12:00,0.13173,17597520.00000,203.67500
2017-07-23 16:12:05,0.13509,17597525.00000,203.67506
2017-07-23 16:12:10,0.13297,17597530.00000,203.67512
2017-07-23 16:12:15,0.13290,17597535.00000,203.67517
2017-07-23 16:12:20,0.13100,17597540.00000,203.67523
2017-07-23 16:12:25,0.13262,17597545.00000,203.67529
2017-07-23 16:12:30,0.13415,17597550.00000,203.67535
2017-07-23 16:12:35,0.13004,17597555.00000,203.67541
2017-07-23 16:12:40,0.13355,17597560.00000,203.67546
2017-07-23 16:12:45,0.13170,17597565.00000,203.67552
2017-07-23 16:12:50,0.13062,17597570.00000,203.67558
2017-07-23 16:12:55,0.13393,17597575.00000,203.67564
2017-07-23 16:13:00,0.13373,17597580.00000,203.67569
2017-07-23 16:13:05,0.12831,17597585.00000,203.67575
2017-07-23 16:13:10,0.13461,17597590.00000,203.67581
2017-07-23 16:13:15,0.13112,17597595.00000,203.67587
2017-07-23 16:13:20,0.13088,17597600.00000,203.67593
2017-07-23 16:13:25,0.13383,17597605.00000,203.67598
2017-07-23 16:13:30,0.13511,17597610.00000,203.67604
2017-07-23 16:13:35,0.12675,17597615.00000,203.67610
2017-07-23 16:13:40,0.13237,17597620.00000,203.67616
2017-07-23 16:13:45,0.13255,17597625.00000,203.67622
2017-07-23 16:13:50,0.12986,17597630.00000,203.67627
2017-07-23 16:13:55,0.13219,17597635.00000,203.67633
2017-07-23 16:14:00,0.13049,17597640.00000,203.67639
2017-07-23 16:14:05,0.12950,17597645.00000,203.67645
2017-07-23 16:14:10,0.13450,17597650.00000,203.67650
2017-07-23 16:14:15,0.13294,17597655.00000,203.67656
2017-07-23 16:14:20,0.13175,17597660.00000,203.67662
2017-07-23 16:14:25,0.13310,17597665.00000,203.67668
2017-07-23 16:14:30,0.13313,17597670.00000,203.67674
2017-07-23 16:14:35,0.13561,17597675.00000,203.67679
2017-07-23 16:14:40,0.13518,17597680.00000,203.67685
2017-07-23 16:14:45,0.13244,17597685.00000,203.67691
2017-07-23 16:14:50,0.12879,17597690.00000,203.67697
2017-07-23 16:14:55,0.13249,17597695.00000,203.67703
2017-07-23 16:15:00,0.13884,17597700.00000,203.67708
2017-07-23 16:15:05,0.12722,17597705.00000,203.67714
2017-07-23 16:15:10,0.13069,17597710.00000,203.67720
2017-07-23 16:15:15,0.13260,17597715.00000,203.67726
2017-07-23 16:15:20,0.12941,17597720.00000,203.67731
2017-07-23 16:15:25,0.13579,17597725.00000,203.67737
2017-07-23 16:15:30,0.13353,17597730.00000,203.67743
2017-07-23 16:15:35,0.12998,17597735.00000,203.67749
2017-07-23 16:15:40,0.13153,17597740.00000,203.67755
2017-07-23 16:15:45,0.12994,17597745.00000,203.67760
2017-07-23 16:15:50,0.12922,17597750.00000,203.67766
2017-07-23 16:15:55,0.13223,17597755.00000,203.67772
2017-07-23 16:16:00,0.13078,17597760.00000,203.67778
2017-07-23 16:16:05,0.12811,17597765.00000,203.67784
2017-07-23 16:16:10,0.13506,17597770.00000,203.67789
2017-07-23 16:16:15,0.13261,17597775.00000,203.67795
2017-07-23 16:16:20,0.12978,17597780.00000,203.67801
2017-07-23 16:16:25,0.13142,17597785.00000,203.67807
2017-07-23 16:16:30,0.12672,17597790.00000,203.67812
2017-07-23 16:16:35,0.13150,17597795.00000,203.67818
2017-07-23 16:16:40,0.12843,17597800.00000,203.67824
2017-07-23 16:16:45,0.13081,17597805.00000,203.67830
2017-07-23 16:16:50,0.13327,17597810.00000,203.67836
2017-07-23 16:16:55,0.12915,17597815.00000,203.67841
2017-07-23 16:17:00,0.13236,17597820.00000,203.67847
2017-07-23 16:17:05,0.13011,17597825.00000,203.67853
2017-07-23 16:17:10,0.13147,17597830.00000,203.67859
2017-07-23 16:17:15,0.13207,17597835.00000,203.67865
2017-07-23 16:17:20,0.13285,17597840.00000,203.67870
2017-07-23 16:17:25,0.13178,17597845.00000,203.67876
2017-07-23 16:17:30,0.13176,17597850.00000,203.67882
2017-07-23 16:17:35,0.12722,17597855.00000,203.67888
2017-07-23 16:17:40,0.12897,17597860.00000,203.67894
2017-07-23 16:17:45,0.13360,17597865.00000,203.67899
2017-07-23 16:17:50,0.12853,17597870.00000,203.67905
2017-07-23 16:17:55,0.13047,17597875.00000,203.67911
2017-07-23 16:18:00,0.12707,17597880.00000,203.67917
2017-07-23 16:18:05,0.12647,17597885.00000,203.67922
2017-07-23 16:18:10,0.13236,17597890.00000,203.67928
2017-07-23 16:18:15,0.12987,17597895.00000,203.67934
2017-07-23 16:18:20,0.12960,17597900.00000,203.67940
2017-07-23 16:18:25,0.12924,17597905.00000,203.67946
2017-07-23 16:18:30,0.12825,17597910.00000,203.67951
2017-07-23 16:18:35,0.12897,17597915.00000,203.67957
2017-07-23 16:18:40,0.12724,17597920.00000,203.67963
2017-07-23 16:18:45,0.13316,17597925.00000,203.67969
2017-07-23 16:18:50,0.12986,17597930.00000,203.67975
2017-07-23 16:18:55,0.13383,17597935.00000,203.67980
2017-07-23 16:19:00,0.12953,17597940.00000,203.67986
2017-07-23 16:19:05,0.13132,17597945.00000,203.67992
2017-07-23 16:19:10,0.12702,17597950.00000,203.67998
2017-07-23 16:19:15,0.12963,17597955.00000,203.68003
2017-07-23 16:19:20,0.13216,17597960.00000,203.68009
2017-07-23 16:19:25,0.12713,17597965.00000,203.68015
2017-07-23 16:19:30,0.13007,17597970.00000,203.68021
2017-07-23 16:19:35,0.12490,17597975.00000,203.68027
2017-07-23 16:19:40,0.12664,17597980.00000,203.68032
2017-07-23 16:19:45,0.13063,17597985.00000,203.68038
2017-07-23 16:19:50,0.13028,17597990.00000,203.68044
2017-07-23 16:19:55,0.12650,17597995.00000,203.68050
2017-07-23 16:20:00,0.12543,17598000.00000,203.68056
2017-07-23 16:20:05,0.12739,17598005.00000,203.68061
2017-07-23 16:20:10,0.13011,17598010.00000,203.68067
2017-07-23 16:20:15,0.13245,17598015.00000,203.68073
2017-07-23 16:20:20,0.12986,17598020.00000,203.68079
2017-07-23 16:20:25,0.13018,17598025.00000,203.68084
2017-07-23 16:20:30,0.12652,17598030.00000,203.68090
2017-07-23 16:20:35,0.12908,17598035.00000,203.68096
2017-07-23 16:20:40,0.12919,17598040.00000,203.68102
2017-07-23 16:20:45,0.12805,17598045.00000,203.68108
2017-07-23 16:20:50,0.12622,17598050.00000,203.68113
2017-07-23 16:20:55,0.12510,17598055.00000,203.68119
2017-07-23 16:21:00,0.12553,17598060.00000,203.68125
2017-07-23 16:21:05,0.12769,17598065.00000,203.68131
2017-07-23 16:21:10,0.12896,17598070.00000,203.68137
2017-07-23 16:21:15,0.12527,17598075.00000,203.68142
2017-07-23 16:21:20,0.12646,17598080.00000,203.68148
2017-07-23 16:21:25,0.12675,17598085.00000,203.68154
2017-07-23 16:21:30,0.12762,17598090.00000,203.68160
2017-07-23 16:21:35,0.12716,17598095.00000,203.68166
2017-07-23 16:21:40,0.12633,17598100.00000,203.68171
2017-07-23 16:21:45,0.12724,17598105.00000,203.68177
2017-07-23 16:21:50,0.12801,17598110.00000,203.68183
2017-07-23 16:21:55,0.12461,17598115.00000,203.68189
2017-07-23 16:22:00,0.12738,17598120.00000,203.68194
2017-07-23 16:22:05,0.12470,17598125.00000,203.68200
2017-07-23 16:22:10,0.12958,17598130.00000,203.68206
2017-07-23 16:22:15,0.13031,17598135.00000,203.68212
2017-07-23 16:22:20,0.12982,17598140.00000,203.68218
2017-07-23 16:22:25,0.12534,17598145.00000,203.68223
2017-07-23 16:22:30,0.12860,17598150.00000,203.68229
2017-07-23 16:22:35,0.12805,17598155.00000,203.68235
2017-07-23 16:22:40,0.12697,17598160.00000,203.68241
2017-07-23 16:22:45,0.12652,17598165.00000,203.68247
2017-07-23 16:22:50,0.13150,17598170.00000,203.68252
2017-07-23 16:22:55,0.12753,17598175.00000,203.68258
2017-07-23 16:23:00,0.12692,17598180.00000,203.68264
2017-07-23 16:23:05,0.12717,17598185.00000,203.68270
2017-07-23 16:23:10,0.12993,17598190.00000,203.68275
2017-07-23 16:23:15,0.12775,17598195.00000,203.68281
2017-07-23 16:23:20,0.12345,17598200.00000,203.68287
2017-07-23 16:23:25,0.12792,17598205.00000,203.68293
2017-07-23 16:23:30,0.12241,17598210.00000,203.68299
2017-07-23 16:23:35,0.12806,17598215.00000,203.68304
2017-07-23 16:23:40,0.12746,17598220.00000,203.68310
2017-07-23 16:23:45,0.12763,17598225.00000,203.68316
2017-07-23 16:23:50,0.12619,17598230.00000,203.68322
2017-07-23 16:23:55,0.12748,17598235.00000,203.68328
2017-07-23 16:24:00,0.12436,17598240.00000,203.68333
2017-07-23 16:24:05,0.12592,17598245.00000,203.68339
2017-07-23 16:24:10,0.12484,17598250.00000,203.68345
2017-07-23 16:24:15,0.12511,17598255.00000,203.68351
2017-07-23 16:24:20,0.12703,17598260.00000,203.68356
2017-07-23 16:24:25,0.12766,17598265.00000,203.68362
2017-07-23 16:24:30,0.12766,17598270.00000,203.68368
2017-07-23 16:24:35,0.12344,17598275.00000,203.68374
2017-07-23 16:24:40,0.12750,17598280.00000,203.68380
2017-07-23 16:24:45,0.12652,17598285.00000,203.68385
2017-07-23 16:24:50,0.12523,17598290.00000,203.68391
2017-07-23 16:24:55,0.12846,17598295.00000,203.68397
2017-07-23 16:25:00,0.12909,17598300.00000,203.68403
2017-07-23 16:25:05,0.12453,17598305.00000,203.68409
2017-07-23 16:25:10,0.12683,17598310.00000,203.68414
2017-07-23 16:25:15,0.12501,17598315.00000,203.68420
2017-07-23 16:25:20,0.12698,17598320.00000,203.68426
2017-07-23 16:25:25,0.12504,17598325.00000,203.68432
2017-07-23 16:25:30,0.12739,17598330.00000,203.68438
2017-07-23 16:25:35,0.12427,17598335.00000,203.68443
2017-07-23 16:25:40,0.12302,17598340.00000,203.68449
2017-07-23 16:25:45,0.12494,17598345.00000,203.68455
2017-07-23 16:25:50,0.12175,17598350.00000,203.68461
