Time (UTC-0),Discharge (m^3/s),SecOfYear,DayOfYear
2017-07-14 18:00:05,0.03938,16826405.00000,194.75006
2017-07-14 18:00:10,0.03944,16826410.00000,194.75012
2017-07-14 18:00:15,0.03930,16826415.00000,194.75017
2017-07-14 18:00:20,0.03950,16826420.00000,194.75023
2017-07-14 18:00:25,0.03935,16826425.00000,194.75029
2017-07-14 18:00:30,0.03938,16826430.00000,194.75035
2017-07-14 18:00:35,0.03941,16826435.00000,194.75041
2017-07-14 18:00:40,0.03938,16826440.00000,194.75046
2017-07-14 18:00:45,0.03951,16826445.00000,194.75052
2017-07-14 18:00:50,0.03934,16826450.00000,194.75058
2017-07-14 18:00:55,0.03939,16826455.00000,194.75064
2017-07-14 18:01:00,0.03924,16826460.00000,194.75069
2017-07-14 18:01:05,0.03898,16826465.00000,194.75075
2017-07-14 18:01:10,0.03923,16826470.00000,194.75081
2017-07-14 18:01:15,0.03909,16826475.00000,194.75087
2017-07-14 18:01:20,0.03927,16826480.00000,194.75093
2017-07-14 18:01:25,0.03907,16826485.00000,194.75098
2017-07-14 18:01:30,0.03923,16826490.00000,194.75104
2017-07-14 18:01:35,0.03895,16826495.00000,194.75110
2017-07-14 18:01:40,0.03888,16826500.00000,194.75116
2017-07-14 18:01:45,0.03897,16826505.00000,194.75122
2017-07-14 18:01:50,0.03878,16826510.00000,194.75127
2017-07-14 18:01:55,0.03885,16826515.00000,194.75133
2017-07-14 18:02:00,0.03859,16826520.00000,194.75139
2017-07-14 18:02:05,0.03914,16826525.00000,194.75145
2017-07-14 18:02:10,0.03870,16826530.00000,194.75150
2017-07-14 18:02:15,0.03903,16826535.00000,194.75156
2017-07-14 18:02:20,0.03879,16826540.00000,194.75162
2017-07-14 18:02:25,0.03890,16826545.00000,194.75168
2017-07-14 18:02:30,0.03929,16826550.00000,194.75174
2017-07-14 18:02:35,0.03913,16826555.00000,194.75179
2017-07-14 18:02:40,0.03895,16826560.00000,194.75185
2017-07-14 18:02:45,0.03914,16826565.00000,194.75191
2017-07-14 18:02:50,0.03932,16826570.00000,194.75197
2017-07-14 18:02:55,0.03893,16826575.00000,194.75203
2017-07-14 18:03:00,0.03883,16826580.00000,194.75208
2017-07-14 18:03:05,0.03925,16826585.00000,194.75214
2017-07-14 18:03:10,0.03878,16826590.00000,194.75220
2017-07-14 18:03:15,0.03876,16826595.00000,194.75226
2017-07-14 18:03:20,0.03881,16826600.00000,194.75231
2017-07-14 18:03:25,0.03904,16826605.00000,194.75237
2017-07-14 18:03:30,0.03897,16826610.00000,194.75243
2017-07-14 18:03:35,0.03901,16826615.00000,194.75249
2017-07-14 18:03:40,0.03880,16826620.00000,194.75255
2017-07-14 18:03:45,0.03893,16826625.00000,194.75260
2017-07-14 18:03:50,0.03856,16826630.00000,194.75266
2017-07-14 18:03:55,0.03879,16826635.00000,194.75272
2017-07-14 18:04:00,0.03856,16826640.00000,194.75278
2017-07-14 18:04:05,0.03851,16826645.00000,194.75284
2017-07-14 18:04:10,0.03865,16826650.00000,194.75289
2017-07-14 18:04:15,0.03890,16826655.00000,194.75295
2017-07-14 18:04:20,0.03865,16826660.00000,194.75301
2017-07-14 18:04:25,0.03850,16826665.00000,194.75307
2017-07-14 18:04:30,0.03840,16826670.00000,194.75312
2017-07-14 18:04:35,0.03828,16826675.00000,194.75318
2017-07-14 18:04:40,0.03847,16826680.00000,194.75324
2017-07-14 18:04:45,0.03827,16826685.00000,194.75330
2017-07-14 18:04:50,0.03848,16826690.00000,194.75336
2017-07-14 18:04:55,0.03801,16826695.00000,194.75341
2017-07-14 18:05:00,0.03820,16826700.00000,194.75347
2017-07-14 18:05:05,0.03849,16826705.00000,194.75353
2017-07-14 18:05:10,0.03832,16826710.00000,194.75359
2017-07-14 18:05:15,0.03825,16826715.00000,194.75365
2017-07-14 18:05:20,0.03800,16826720.00000,194.75370
2017-07-14 18:05:25,0.03829,16826725.00000,194.75376
2017-07-14 18:05:30,0.03842,16826730.00000,194.75382
2017-07-14 18:05:35,0.03830,16826735.00000,194.75388
2017-07-14 18:05:40,0.03844,16826740.00000,194.75394
2017-07-14 18:05:45,0.03850,16826745.00000,194.75399
2017-07-14 18:05:50,0.03827,16826750.00000,194.75405
2017-07-14 18:05:55,0.03831,16826755.00000,194.75411
2017-07-14 18:06:00,0.03840,16826760.00000,194.75417
2017-07-14 18:06:05,0.03824,16826765.00000,194.75422
2017-07-14 18:06:10,0.03845,16826770.00000,194.75428
2017-07-14 18:06:15,0.03828,16826775.00000,194.75434
2017-07-14 18:06:20,0.03825,16826780.00000,194.75440
2017-07-14 18:06:25,0.03834,16826785.00000,194.75446
2017-07-14 18:06:30,0.03850,16826790.00000,194.75451
2017-07-14 18:06:35,0.03833,16826795.00000,194.75457
2017-07-14 18:06:40,0.03820,16826800.00000,194.75463
2017-07-14 18:06:45,0.03813,16826805.00000,194.75469
2017-07-14 18:06:50,0.03843,16826810.00000,194.75475
2017-07-14 18:06:55,0.03839,16826815.00000,194.75480
2017-07-14 18:07:00,0.03839,16826820.00000,194.75486
2017-07-14 18:07:05,0.03851,16826825.00000,194.75492
2017-07-14 18:07:10,0.03850,16826830.00000,194.75498
2017-07-14 18:07:15,0.03872,16826835.00000,194.75503
2017-07-14 18:07:20,0.03895,16826840.00000,194.75509
2017-07-14 18:07:25,0.03869,16826845.00000,194.75515
2017-07-14 18:07:30,0.03876,16826850.00000,194.75521
2017-07-14 18:07:35,0.03885,16826855.00000,194.75527
2017-07-14 18:07:40,0.03893,16826860.00000,194.75532
2017-07-14 18:07:45,0.03918,16826865.00000,194.75538
2017-07-14 18:07:50,0.03867,16826870.00000,194.75544
2017-07-14 18:07:55,0.03936,16826875.00000,194.75550
2017-07-14 18:08:00,0.03926,16826880.00000,194.75556
2017-07-14 18:08:05,0.03948,16826885.00000,194.75561
2017-07-14 18:08:10,0.03923,16826890.00000,194.75567
2017-07-14 18:08:15,0.03915,16826895.00000,194.75573
2017-07-14 18:08:20,0.03876,16826900.00000,194.75579
2017-07-14 18:08:25,0.03878,16826905.00000,194.75584
2017-07-14 18:08:30,0.03902,16826910.00000,194.75590
2017-07-14 18:08:35,0.03875,16826915.00000,194.75596
2017-07-14 18:08:40,0.03926,16826920.00000,194.75602
2017-07-14 18:08:45,0.03897,16826925.00000,194.75608
2017-07-14 18:08:50,0.03917,16826930.00000,194.75613
2017-07-14 18:08:55,0.03886,16826935.00000,194.75619
2017-07-14 18:09:00,0.03891,16826940.00000,194.75625
2017-07-14 18:09:05,0.03910,16826945.00000,194.75631
2017-07-14 18:09:10,0.03885,16826950.00000,194.75637
2017-07-14 18:09:15,0.03874,16826955.00000,194.75642
2017-07-14 18:09:20,0.03860,16826960.00000,194.75648
2017-07-14 18:09:25,0.03868,16826965.00000,194.75654
2017-07-14 18:09:30,0.03852,16826970.00000,194.75660
2017-07-14 18:09:35,0.03840,16826975.00000,194.75666
2017-07-14 18:09:40,0.03859,16826980.00000,194.75671
2017-07-14 18:09:45,0.03860,16826985.00000,194.75677
2017-07-14 18:09:50,0.03842,16826990.00000,194.75683
2017-07-14 18:09:55,0.03850,16826995.00000,194.75689
2017-07-14 18:10:00,0.03862,16827000.00000,194.75694
2017-07-14 18:10:05,0.03850,16827005.00000,194.75700
2017-07-14 18:10:10,0.03844,16827010.00000,194.75706
2017-07-14 18:10:15,0.03832,16827015.00000,194.75712
2017-07-14 18:10:20,0.03852,16827020.00000,194.75718
2017-07-14 18:10:25,0.03856,16827025.00000,194.75723
2017-07-14 18:10:30,0.03859,16827030.00000,194.75729
2017-07-14 18:10:35,0.03856,16827035.00000,194.75735
2017-07-14 18:10:40,0.03850,16827040.00000,194.75741
2017-07-14 18:10:45,0.03825,16827045.00000,194.75747
2017-07-14 18:10:50,0.03854,16827050.00000,194.75752
2017-07-14 18:10:55,0.03797,16827055.00000,194.75758
2017-07-14 18:11:00,0.03815,16827060.00000,194.75764
2017-07-14 18:11:05,0.03835,16827065.00000,194.75770
2017-07-14 18:11:10,0.03834,16827070.00000,194.75775
2017-07-14 18:11:15,0.03849,16827075.00000,194.75781
2017-07-14 18:11:20,0.03858,16827080.00000,194.75787
2017-07-14 18:11:25,0.03833,16827085.00000,194.75793
2017-07-14 18:11:30,0.03858,16827090.00000,194.75799
2017-07-14 18:11:35,0.03876,16827095.00000,194.75804
2017-07-14 18:11:40,0.03851,16827100.00000,194.75810
2017-07-14 18:11:45,0.03844,16827105.00000,194.75816
2017-07-14 18:11:50,0.03876,16827110.00000,194.75822
2017-07-14 18:11:55,0.03892,16827115.00000,194.75828
2017-07-14 18:12:00,0.03909,16827120.00000,194.75833
2017-07-14 18:12:05,0.03869,16827125.00000,194.75839
2017-07-14 18:12:10,0.03865,16827130.00000,194.75845
2017-07-14 18:12:15,0.03884,16827135.00000,194.75851
2017-07-14 18:12:20,0.03869,16827140.00000,194.75856
2017-07-14 18:12:25,0.03889,16827145.00000,194.75862
2017-07-14 18:12:30,0.03887,16827150.00000,194.75868
2017-07-14 18:12:35,0.03901,16827155.00000,194.75874
2017-07-14 18:12:40,0.03892,16827160.00000,194.75880
2017-07-14 18:12:45,0.03899,16827165.00000,194.75885
2017-07-14 18:12:50,0.03884,16827170.00000,194.75891
2017-07-14 18:12:55,0.03903,16827175.00000,194.75897
2017-07-14 18:13:00,0.03918,16827180.00000,194.75903
2017-07-14 18:13:05,0.03927,16827185.00000,194.75909
2017-07-14 18:13:10,0.03921,16827190.00000,194.75914
2017-07-14 18:13:15,0.03925,16827195.00000,194.75920
2017-07-14 18:13:20,0.03950,16827200.00000,194.75926
2017-07-14 18:13:25,0.03926,16827205.00000,194.75932
2017-07-14 18:13:30,0.03963,16827210.00000,194.75938
2017-07-14 18:13:35,0.03921,16827215.00000,194.75943
2017-07-14 18:13:40,0.03914,16827220.00000,194.75949
2017-07-14 18:13:45,0.03923,16827225.00000,194.75955
2017-07-14 18:13:50,0.03913,16827230.00000,194.75961
2017-07-14 18:13:55,0.03962,16827235.00000,194.75966
2017-07-14 18:14:00,0.03943,16827240.00000,194.75972
2017-07-14 18:14:05,0.03943,16827245.00000,194.75978
2017-07-14 18:14:10,0.03965,16827250.00000,194.75984
2017-07-14 18:14:15,0.03959,16827255.00000,194.75990
2017-07-14 18:14:20,0.03960,16827260.00000,194.75995
2017-07-14 18:14:25,0.03967,16827265.00000,194.76001
2017-07-14 18:14:30,0.03964,16827270.00000,194.76007
2017-07-14 18:14:35,0.03980,16827275.00000,194.76013
2017-07-14 18:14:40,0.03996,16827280.00000,194.76019
2017-07-14 18:14:45,0.03956,16827285.00000,194.76024
2017-07-14 18:14:50,0.03998,16827290.00000,194.76030
2017-07-14 18:14:55,0.04009,16827295.00000,194.76036
2017-07-14 18:15:00,0.03989,16827300.00000,194.76042
2017-07-14 18:15:05,0.03990,16827305.00000,194.76047
2017-07-14 18:15:10,0.04044,16827310.00000,194.76053
2017-07-14 18:15:15,0.04025,16827315.00000,194.76059
2017-07-14 18:15:20,0.04010,16827320.00000,194.76065
2017-07-14 18:15:25,0.04037,16827325.00000,194.76071
2017-07-14 18:15:30,0.04007,16827330.00000,194.76076
2017-07-14 18:15:35,0.04019,16827335.00000,194.76082
2017-07-14 18:15:40,0.04018,16827340.00000,194.76088
2017-07-14 18:15:45,0.03992,16827345.00000,194.76094
2017-07-14 18:15:50,0.04006,16827350.00000,194.76100
2017-07-14 18:15:55,0.03996,16827355.00000,194.76105
2017-07-14 18:16:00,0.03989,16827360.00000,194.76111
2017-07-14 18:16:05,0.04013,16827365.00000,194.76117
2017-07-14 18:16:10,0.04016,16827370.00000,194.76123
2017-07-14 18:16:15,0.04008,16827375.00000,194.76128
2017-07-14 18:16:20,0.03985,16827380.00000,194.76134
2017-07-14 18:16:25,0.04035,16827385.00000,194.76140
2017-07-14 18:16:30,0.04020,16827390.00000,194.76146
2017-07-14 18:16:35,0.04031,16827395.00000,194.76152
2017-07-14 18:16:40,0.04028,16827400.00000,194.76157
2017-07-14 18:16:45,0.04057,16827405.00000,194.76163
2017-07-14 18:16:50,0.04050,16827410.00000,194.76169
2017-07-14 18:16:55,0.04038,16827415.00000,194.76175
2017-07-14 18:17:00,0.04061,16827420.00000,194.76181
2017-07-14 18:17:05,0.04066,16827425.00000,194.76186
2017-07-14 18:17:10,0.04075,16827430.00000,194.76192
2017-07-14 18:17:15,0.04090,16827435.00000,194.76198
2017-07-14 18:17:20,0.04098,16827440.00000,194.76204
2017-07-14 18:17:25,0.04084,16827445.00000,194.76209
2017-07-14 18:17:30,0.04098,16827450.00000,194.76215
2017-07-14 18:17:35,0.04066,16827455.00000,194.76221
2017-07-14 18:17:40,0.04107,16827460.00000,194.76227
2017-07-14 18:17:45,0.04085,16827465.00000,194.76233
2017-07-14 18:17:50,0.04097,16827470.00000,194.76238
2017-07-14 18:17:55,0.04072,16827475.00000,194.76244
2017-07-14 18:18:00,0.04082,16827480.00000,194.76250
2017-07-14 18:18:05,0.04090,16827485.00000,194.76256
2017-07-14 18:18:10,0.04087,16827490.00000,194.76262
2017-07-14 18:18:15,0.04087,16827495.00000,194.76267
2017-07-14 18:18:20,0.04055,16827500.00000,194.76273
2017-07-14 18:18:25,0.04080,16827505.00000,194.76279
2017-07-14 18:18:30,0.04081,16827510.00000,194.76285
2017-07-14 18:18:35,0.04059,16827515.00000,194.76291
2017-07-14 18:18:40,0.04055,16827520.00000,194.76296
2017-07-14 18:18:45,0.04065,16827525.00000,194.76302
2017-07-14 18:18:50,0.04077,16827530.00000,194.76308
2017-07-14 18:18:55,0.04099,16827535.00000,194.76314
2017-07-14 18:19:00,0.04094,16827540.00000,194.76319
2017-07-14 18:19:05,0.04055,16827545.00000,194.76325
2017-07-14 18:19:10,0.04105,16827550.00000,194.76331
2017-07-14 18:19:15,0.04090,16827555.00000,194.76337
2017-07-14 18:19:20,0.04097,16827560.00000,194.76343
2017-07-14 18:19:25,0.04075,16827565.00000,194.76348
2017-07-14 18:19:30,0.04123,16827570.00000,194.76354
2017-07-14 18:19:35,0.04036,16827575.00000,194.76360
2017-07-14 18:19:40,0.04096,16827580.00000,194.76366
2017-07-14 18:19:45,0.04087,16827585.00000,194.76372
2017-07-14 18:19:50,0.04070,16827590.00000,194.76377
2017-07-14 18:19:55,0.04100,16827595.00000,194.76383
2017-07-14 18:20:00,0.04114,16827600.00000,194.76389
2017-07-14 18:20:05,0.04043,16827605.00000,194.76395
2017-07-14 18:20:10,0.04062,16827610.00000,194.76400
2017-07-14 18:20:15,0.04065,16827615.00000,194.76406
2017-07-14 18:20:20,0.04069,16827620.00000,194.76412
2017-07-14 18:20:25,0.04076,16827625.00000,194.76418
2017-07-14 18:20:30,0.04079,16827630.00000,194.76424
2017-07-14 18:20:35,0.04066,16827635.00000,194.76429
2017-07-14 18:20:40,0.04054,16827640.00000,194.76435
2017-07-14 18:20:45,0.04070,16827645.00000,194.76441
2017-07-14 18:20:50,0.04066,16827650.00000,194.76447
2017-07-14 18:20:55,0.04052,16827655.00000,194.76453
2017-07-14 18:21:00,0.04057,16827660.00000,194.76458
2017-07-14 18:21:05,0.04104,16827665.00000,194.76464
2017-07-14 18:21:10,0.04045,16827670.00000,194.76470
2017-07-14 18:21:15,0.04055,16827675.00000,194.76476
2017-07-14 18:21:20,0.04090,16827680.00000,194.76481
2017-07-14 18:21:25,0.04060,16827685.00000,194.76487
2017-07-14 18:21:30,0.04099,16827690.00000,194.76493
2017-07-14 18:21:35,0.04085,16827695.00000,194.76499
2017-07-14 18:21:40,0.04105,16827700.00000,194.76505
2017-07-14 18:21:45,0.04079,16827705.00000,194.76510
2017-07-14 18:21:50,0.04075,16827710.00000,194.76516
2017-07-14 18:21:55,0.04067,16827715.00000,194.76522
2017-07-14 18:22:00,0.04092,16827720.00000,194.76528
2017-07-14 18:22:05,0.04077,16827725.00000,194.76534
2017-07-14 18:22:10,0.04064,16827730.00000,194.76539
2017-07-14 18:22:15,0.04071,16827735.00000,194.76545
2017-07-14 18:22:20,0.04087,16827740.00000,194.76551
2017-07-14 18:22:25,0.04063,16827745.00000,194.76557
2017-07-14 18:22:30,0.04066,16827750.00000,194.76562
2017-07-14 18:22:35,0.04052,16827755.00000,194.76568
2017-07-14 18:22:40,0.04070,16827760.00000,194.76574
2017-07-14 18:22:45,0.04057,16827765.00000,194.76580
2017-07-14 18:22:50,0.04079,16827770.00000,194.76586
2017-07-14 18:22:55,0.04071,16827775.00000,194.76591
2017-07-14 18:23:00,0.04068,16827780.00000,194.76597
2017-07-14 18:23:05,0.04080,16827785.00000,194.76603
2017-07-14 18:23:10,0.04057,16827790.00000,194.76609
2017-07-14 18:23:15,0.04069,16827795.00000,194.76615
2017-07-14 18:23:20,0.04072,16827800.00000,194.76620
2017-07-14 18:23:25,0.04073,16827805.00000,194.76626
2017-07-14 18:23:30,0.04074,16827810.00000,194.76632
2017-07-14 18:23:35,0.04080,16827815.00000,194.76638
2017-07-14 18:23:40,0.04057,16827820.00000,194.76644
2017-07-14 18:23:45,0.04052,16827825.00000,194.76649
2017-07-14 18:23:50,0.04080,16827830.00000,194.76655
2017-07-14 18:23:55,0.04084,16827835.00000,194.76661
2017-07-14 18:24:00,0.04057,16827840.00000,194.76667
2017-07-14 18:24:05,0.04079,16827845.00000,194.76672
2017-07-14 18:24:10,0.04046,16827850.00000,194.76678
2017-07-14 18:24:15,0.04090,16827855.00000,194.76684
2017-07-14 18:24:20,0.04062,16827860.00000,194.76690
2017-07-14 18:24:25,0.04084,16827865.00000,194.76696
2017-07-14 18:24:30,0.04064,16827870.00000,194.76701
2017-07-14 18:24:35,0.04068,16827875.00000,194.76707
2017-07-14 18:24:40,0.04076,16827880.00000,194.76713
2017-07-14 18:24:45,0.04074,16827885.00000,194.76719
2017-07-14 18:24:50,0.04052,16827890.00000,194.76725
2017-07-14 18:24:55,0.04071,16827895.00000,194.76730
2017-07-14 18:25:00,0.04072,16827900.00000,194.76736
2017-07-14 18:25:05,0.04050,16827905.00000,194.76742
2017-07-14 18:25:10,0.04108,16827910.00000,194.76748
2017-07-14 18:25:15,0.04096,16827915.00000,194.76753
2017-07-14 18:25:20,0.04098,16827920.00000,194.76759
2017-07-14 18:25:25,0.04108,16827925.00000,194.76765
2017-07-14 18:25:30,0.04068,16827930.00000,194.76771
2017-07-14 18:25:35,0.04064,16827935.00000,194.76777
2017-07-14 18:25:40,0.04077,16827940.00000,194.76782
2017-07-14 18:25:45,0.04079,16827945.00000,194.76788
2017-07-14 18:25:50,0.04100,16827950.00000,194.76794
2017-07-14 18:25:55,0.04068,16827955.00000,194.76800
2017-07-14 18:26:00,0.04094,16827960.00000,194.76806
2017-07-14 18:26:05,0.04098,16827965.00000,194.76811
2017-07-14 18:26:10,0.04080,16827970.00000,194.76817
2017-07-14 18:26:15,0.04081,16827975.00000,194.76823
2017-07-14 18:26:20,0.04068,16827980.00000,194.76829
2017-07-14 18:26:25,0.04062,16827985.00000,194.76834
2017-07-14 18:26:30,0.04066,16827990.00000,194.76840
2017-07-14 18:26:35,0.04074,16827995.00000,194.76846
2017-07-14 18:26:40,0.04048,16828000.00000,194.76852
2017-07-14 18:26:45,0.04066,16828005.00000,194.76858
2017-07-14 18:26:50,0.04032,16828010.00000,194.76863
2017-07-14 18:26:55,0.04034,16828015.00000,194.76869
2017-07-14 18:27:00,0.04023,16828020.00000,194.76875
2017-07-14 18:27:05,0.03998,16828025.00000,194.76881
2017-07-14 18:27:10,0.04033,16828030.00000,194.76887
2017-07-14 18:27:15,0.04036,16828035.00000,194.76892
2017-07-14 18:27:20,0.04030,16828040.00000,194.76898
2017-07-14 18:27:25,0.04011,16828045.00000,194.76904
2017-07-14 18:27:30,0.04033,16828050.00000,194.76910
2017-07-14 18:27:35,0.04006,16828055.00000,194.76916
2017-07-14 18:27:40,0.04002,16828060.00000,194.76921
2017-07-14 18:27:45,0.04004,16828065.00000,194.76927
2017-07-14 18:27:50,0.04001,16828070.00000,194.76933
2017-07-14 18:27:55,0.04016,16828075.00000,194.76939
2017-07-14 18:28:00,0.04014,16828080.00000,194.76944
2017-07-14 18:28:05,0.03999,16828085.00000,194.76950
2017-07-14 18:28:10,0.03989,16828090.00000,194.76956
2017-07-14 18:28:15,0.04034,16828095.00000,194.76962
2017-07-14 18:28:20,0.04000,16828100.00000,194.76968
2017-07-14 18:28:25,0.04005,16828105.00000,194.76973
2017-07-14 18:28:30,0.04021,16828110.00000,194.76979
2017-07-14 18:28:35,0.03971,16828115.00000,194.76985
2017-07-14 18:28:40,0.04037,16828120.00000,194.76991
2017-07-14 18:28:45,0.03984,16828125.00000,194.76997
2017-07-14 18:28:50,0.03963,16828130.00000,194.77002
2017-07-14 18:28:55,0.03977,16828135.00000,194.77008
2017-07-14 18:29:00,0.03953,16828140.00000,194.77014
2017-07-14 18:29:05,0.03978,16828145.00000,194.77020
2017-07-14 18:29:10,0.03970,16828150.00000,194.77025
2017-07-14 18:29:15,0.03995,16828155.00000,194.77031
2017-07-14 18:29:20,0.03971,16828160.00000,194.77037
2017-07-14 18:29:25,0.03961,16828165.00000,194.77043
2017-07-14 18:29:30,0.04008,16828170.00000,194.77049
2017-07-14 18:29:35,0.03959,16828175.00000,194.77054
2017-07-14 18:29:40,0.03965,16828180.00000,194.77060
2017-07-14 18:29:45,0.03978,16828185.00000,194.77066
2017-07-14 18:29:50,0.03972,16828190.00000,194.77072
2017-07-14 18:29:55,0.03990,16828195.00000,194.77078
2017-07-14 18:30:00,0.03986,16828200.00000,194.77083
2017-07-14 18:30:05,0.03996,16828205.00000,194.77089
2017-07-14 18:30:10,0.04021,16828210.00000,194.77095
2017-07-14 18:30:15,0.04030,16828215.00000,194.77101
2017-07-14 18:30:20,0.04003,16828220.00000,194.77106
2017-07-14 18:30:25,0.04034,16828225.00000,194.77112
2017-07-14 18:30:30,0.04018,16828230.00000,194.77118
2017-07-14 18:30:35,0.04035,16828235.00000,194.77124
2017-07-14 18:30:40,0.04048,16828240.00000,194.77130
2017-07-14 18:30:45,0.04069,16828245.00000,194.77135
2017-07-14 18:30:50,0.04056,16828250.00000,194.77141
2017-07-14 18:30:55,0.04056,16828255.00000,194.77147
2017-07-14 18:31:00,0.04058,16828260.00000,194.77153
2017-07-14 18:31:05,0.04043,16828265.00000,194.77159
2017-07-14 18:31:10,0.04066,16828270.00000,194.77164
2017-07-14 18:31:15,0.04056,16828275.00000,194.77170
2017-07-14 18:31:20,0.04074,16828280.00000,194.77176
2017-07-14 18:31:25,0.04091,16828285.00000,194.77182
2017-07-14 18:31:30,0.04089,16828290.00000,194.77187
2017-07-14 18:31:35,0.04106,16828295.00000,194.77193
2017-07-14 18:31:40,0.04087,16828300.00000,194.77199
2017-07-14 18:31:45,0.04107,16828305.00000,194.77205
2017-07-14 18:31:50,0.04135,16828310.00000,194.77211
2017-07-14 18:31:55,0.04134,16828315.00000,194.77216
2017-07-14 18:32:00,0.04171,16828320.00000,194.77222
2017-07-14 18:32:05,0.04139,16828325.00000,194.77228
2017-07-14 18:32:10,0.04185,16828330.00000,194.77234
2017-07-14 18:32:15,0.04181,16828335.00000,194.77240
2017-07-14 18:32:20,0.04175,16828340.00000,194.77245
2017-07-14 18:32:25,0.04144,16828345.00000,194.77251
2017-07-14 18:32:30,0.04191,16828350.00000,194.77257
2017-07-14 18:32:35,0.04162,16828355.00000,194.77263
2017-07-14 18:32:40,0.04153,16828360.00000,194.77269
2017-07-14 18:32:45,0.04157,16828365.00000,194.77274
2017-07-14 18:32:50,0.04167,16828370.00000,194.77280
2017-07-14 18:32:55,0.04146,16828375.00000,194.77286
2017-07-14 18:33:00,0.04161,16828380.00000,194.77292
2017-07-14 18:33:05,0.04155,16828385.00000,194.77297
2017-07-14 18:33:10,0.04165,16828390.00000,194.77303
2017-07-14 18:33:15,0.04154,16828395.00000,194.77309
2017-07-14 18:33:20,0.04169,16828400.00000,194.77315
2017-07-14 18:33:25,0.04183,16828405.00000,194.77321
2017-07-14 18:33:30,0.04144,16828410.00000,194.77326
2017-07-14 18:33:35,0.04177,16828415.00000,194.77332
2017-07-14 18:33:40,0.04153,16828420.00000,194.77338
2017-07-14 18:33:45,0.04132,16828425.00000,194.77344
2017-07-14 18:33:50,0.04154,16828430.00000,194.77350
2017-07-14 18:33:55,0.04177,16828435.00000,194.77355
2017-07-14 18:34:00,0.04152,16828440.00000,194.77361
2017-07-14 18:34:05,0.04168,16828445.00000,194.77367
2017-07-14 18:34:10,0.04185,16828450.00000,194.77373
2017-07-14 18:34:15,0.04143,16828455.00000,194.77378
2017-07-14 18:34:20,0.04138,16828460.00000,194.77384
2017-07-14 18:34:25,0.04180,16828465.00000,194.77390
2017-07-14 18:34:30,0.04160,16828470.00000,194.77396
2017-07-14 18:34:35,0.04170,16828475.00000,194.77402
2017-07-14 18:34:40,0.04176,16828480.00000,194.77407
2017-07-14 18:34:45,0.04177,16828485.00000,194.77413
2017-07-14 18:34:50,0.04186,16828490.00000,194.77419
2017-07-14 18:34:55,0.04152,16828495.00000,194.77425
2017-07-14 18:35:00,0.04196,16828500.00000,194.77431
2017-07-14 18:35:05,0.04233,16828505.00000,194.77436
2017-07-14 18:35:10,0.04203,16828510.00000,194.77442
2017-07-14 18:35:15,0.04195,16828515.00000,194.77448
2017-07-14 18:35:20,0.04203,16828520.00000,194.77454
2017-07-14 18:35:25,0.04190,16828525.00000,194.77459
2017-07-14 18:35:30,0.04228,16828530.00000,194.77465
2017-07-14 18:35:35,0.04217,16828535.00000,194.77471
2017-07-14 18:35:40,0.04263,16828540.00000,194.77477
2017-07-14 18:35:45,0.04218,16828545.00000,194.77483
2017-07-14 18:35:50,0.04231,16828550.00000,194.77488
2017-07-14 18:35:55,0.04224,16828555.00000,194.77494
2017-07-14 18:36:00,0.04254,16828560.00000,194.77500
2017-07-14 18:36:05,0.04204,16828565.00000,194.77506
2017-07-14 18:36:10,0.04206,16828570.00000,194.77512
2017-07-14 18:36:15,0.04201,16828575.00000,194.77517
2017-07-14 18:36:20,0.04244,16828580.00000,194.77523
2017-07-14 18:36:25,0.04249,16828585.00000,194.77529
2017-07-14 18:36:30,0.04166,16828590.00000,194.77535
2017-07-14 18:36:35,0.04186,16828595.00000,194.77541
2017-07-14 18:36:40,0.04189,16828600.00000,194.77546
2017-07-14 18:36:45,0.04188,16828605.00000,194.77552
2017-07-14 18:36:50,0.04201,16828610.00000,194.77558
2017-07-14 18:36:55,0.04195,16828615.00000,194.77564
2017-07-14 18:37:00,0.04151,16828620.00000,194.77569
2017-07-14 18:37:05,0.04177,16828625.00000,194.77575
2017-07-14 18:37:10,0.04183,16828630.00000,194.77581
2017-07-14 18:37:15,0.04213,16828635.00000,194.77587
2017-07-14 18:37:20,0.04221,16828640.00000,194.77593
2017-07-14 18:37:25,0.04242,16828645.00000,194.77598
2017-07-14 18:37:30,0.04212,16828650.00000,194.77604
2017-07-14 18:37:35,0.04230,16828655.00000,194.77610
2017-07-14 18:37:40,0.04240,16828660.00000,194.77616
2017-07-14 18:37:45,0.04255,16828665.00000,194.77622
2017-07-14 18:37:50,0.04272,16828670.00000,194.77627
2017-07-14 18:37:55,0.04294,16828675.00000,194.77633
2017-07-14 18:38:00,0.04286,16828680.00000,194.77639
2017-07-14 18:38:05,0.04292,16828685.00000,194.77645
2017-07-14 18:38:10,0.04286,16828690.00000,194.77650
2017-07-14 18:38:15,0.04289,16828695.00000,194.77656
2017-07-14 18:38:20,0.04294,16828700.00000,194.77662
2017-07-14 18:38:25,0.04303,16828705.00000,194.77668
2017-07-14 18:38:30,0.04280,16828710.00000,194.77674
2017-07-14 18:38:35,0.04275,16828715.00000,194.77679
2017-07-14 18:38:40,0.04283,16828720.00000,194.77685
2017-07-14 18:38:45,0.04299,16828725.00000,194.77691
