UTC_DOY,UTC_SOY,foxx_z_meters,foxx_dz_mper6h,m3_m3s_6h,m4_m3s_6h,mF_m3s_6h
172.5,14904000,3.557,0.0169999999999999,4.37069370370368,16.1577098148147,9.37216453703699
172.75,14925600,3.579,0.0220000000000002,5.65619185185191,20.9099774074076,12.1286835185187
173,14947200,3.591,0.012,3.08519555555556,11.4054422222222,6.61564555555556
173.25,14968800,3.602,0.0109999999999997,2.82809592592584,10.4549887037034,6.06434175925908
173.5,14990400,3.615,0.0130000000000003,3.34229518518527,12.3558957407411,7.16694935185204
173.75,15012000,3.632,0.0169999999999999,4.37069370370368,16.1577098148147,9.37216453703699
174,15033600,3.642,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
174.25,15055200,3.651,0.0089999999999999,2.31389666666664,8.55408166666657,4.96173416666661
174.5,15076800,3.663,0.012,3.08519555555556,11.4054422222222,6.61564555555556
174.75,15098400,3.688,0.0250000000000004,6.42749074074083,23.7613379629633,13.7825949074076
175,15120000,3.704,0.016,4.11359407407408,15.2072562962963,8.82086074074075
175.25,15141600,3.709,0.00499999999999989,1.28549814814812,4.75226759259249,2.75651898148142
175.5,15163200,3.719,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
175.75,15184800,3.739,0.02,5.1419925925926,19.0090703703704,11.0260759259259
176,15206400,3.759,0.02,5.1419925925926,19.0090703703704,11.0260759259259
176.25,15228000,3.768,0.0089999999999999,2.31389666666664,8.55408166666657,4.96173416666661
176.5,15249600,3.782,0.0140000000000002,3.59939481481488,13.3063492592595,7.71825314814828
176.75,15271200,3.808,0.0259999999999998,6.68459037037032,24.7117914814813,14.3338987037036
177,15292800,3.828,0.02,5.1419925925926,19.0090703703704,11.0260759259259
177.25,15314400,3.837,0.00900000000000034,2.31389666666675,8.55408166666699,4.96173416666685
177.5,15336000,3.849,0.012,3.08519555555556,11.4054422222222,6.61564555555556
177.75,15357600,3.875,0.0259999999999998,6.68459037037032,24.7117914814813,14.3338987037036
178,15379200,3.896,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
178.25,15400800,3.904,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
178.5,15422400,3.918,0.0140000000000002,3.59939481481488,13.3063492592595,7.71825314814828
178.75,15444000,3.943,0.0249999999999999,6.42749074074072,23.7613379629629,13.7825949074074
179,15465600,3.972,0.0289999999999999,7.45588925925924,27.563152037037,15.9878100925925
179.25,15487200,3.984,0.012,3.08519555555556,11.4054422222222,6.61564555555556
179.5,15508800,4.001,0.0170000000000003,4.37069370370379,16.1577098148151,9.37216453703723
179.75,15530400,4.028,0.0269999999999992,6.94168999999981,25.6622449999993,14.8852024999996
180,15552000,4.045,0.0170000000000003,4.37069370370379,16.1577098148151,9.37216453703723
180.25,15573600,4.051,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
180.5,15595200,4.066,0.0149999999999997,3.85649444444436,14.2568027777775,8.26955694444427
180.75,15616800,4.091,0.0250000000000004,6.42749074074083,23.7613379629633,13.7825949074076
181,15638400,4.115,0.024,6.17039111111112,22.8108844444445,13.2312911111111
181.25,15660000,4.123,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
181.5,15681600,4.139,0.016,4.11359407407408,15.2072562962963,8.82086074074075
181.75,15703200,4.167,0.0279999999999996,7.19878962962952,26.6126985185181,15.4365062962961
182,15724800,4.192,0.0250000000000004,6.42749074074083,23.7613379629633,13.7825949074076
182.25,15746400,4.199,0.00699999999999967,1.79969740740732,6.65317462962932,3.85912657407389
182.5,15768000,4.211,0.0120000000000005,3.08519555555567,11.4054422222227,6.61564555555581
182.75,15789600,4.235,0.024,6.17039111111112,22.8108844444445,13.2312911111111
183,15811200,4.255,0.0199999999999996,5.14199259259248,19.00907037037,11.0260759259257
183.25,15832800,4.262,0.00699999999999967,1.79969740740732,6.65317462962932,3.85912657407389
183.5,15854400,4.271,0.00900000000000034,2.31389666666675,8.55408166666699,4.96173416666685
183.75,15876000,4.283,0.0120000000000005,3.08519555555567,11.4054422222227,6.61564555555581
184,15897600,4.29,0.00699999999999967,1.79969740740732,6.65317462962932,3.85912657407389
184.25,15919200,4.296,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
184.5,15940800,4.302,0.00599999999999934,1.54259777777761,5.70272111111048,3.30782277777741
184.75,15962400,4.316,0.0140000000000002,3.59939481481488,13.3063492592595,7.71825314814828
185,15984000,4.325,0.00900000000000034,2.31389666666675,8.55408166666699,4.96173416666685
185.25,16005600,4.33,0.00499999999999989,1.28549814814812,4.75226759259249,2.75651898148142
185.5,16027200,4.345,0.0149999999999997,3.85649444444436,14.2568027777775,8.26955694444427
185.75,16048800,4.365,0.0200000000000005,5.14199259259271,19.0090703703708,11.0260759259262
186,16070400,4.377,0.0119999999999996,3.08519555555544,11.4054422222218,6.61564555555532
186.25,16092000,4.383,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
186.5,16113600,4.398,0.0149999999999997,3.85649444444436,14.2568027777775,8.26955694444427
186.75,16135200,4.423,0.0250000000000004,6.42749074074083,23.7613379629633,13.7825949074076
187,16156800,4.444,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
187.25,16178400,4.45,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
187.5,16200000,4.463,0.0129999999999999,3.34229518518516,12.3558957407406,7.1669493518518
187.75,16221600,4.483,0.0199999999999996,5.14199259259248,19.00907037037,11.0260759259257
188,16243200,4.506,0.0230000000000006,5.91329148148163,21.8604309259265,12.6799873148151
188.25,16264800,4.515,0.00899999999999945,2.31389666666653,8.55408166666615,4.96173416666637
188.5,16286400,4.529,0.0140000000000002,3.59939481481488,13.3063492592595,7.71825314814828
188.75,16308000,4.549,0.0200000000000005,5.14199259259271,19.0090703703708,11.0260759259262
189,16329600,4.563,0.0139999999999993,3.59939481481465,13.3063492592586,7.71825314814779
189.25,16351200,4.566,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
189.5,16372800,4.577,0.0110000000000001,2.82809592592596,10.4549887037038,6.06434175925933
189.75,16394400,4.598,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
190,16416000,4.613,0.0150000000000006,3.85649444444459,14.2568027777783,8.26955694444476
190.25,16437600,4.619,0.00599999999999934,1.54259777777761,5.70272111111048,3.30782277777741
190.5,16459200,4.634,0.0150000000000006,3.85649444444459,14.2568027777783,8.26955694444476
190.75,16480800,4.659,0.0249999999999995,6.4274907407406,23.7613379629625,13.7825949074071
191,16502400,4.682,0.0230000000000006,5.91329148148163,21.8604309259265,12.6799873148151
191.25,16524000,4.693,0.0109999999999992,2.82809592592573,10.454988703703,6.06434175925884
191.5,16545600,4.711,0.0180000000000007,4.62779333333351,17.108163333334,9.92346833333371
191.75,16567200,4.734,0.0229999999999997,5.9132914814814,21.8604309259256,12.6799873148146
192,16588800,4.756,0.0220000000000002,5.65619185185191,20.9099774074076,12.1286835185187
192.25,16610400,4.769,0.0129999999999999,3.34229518518516,12.3558957407406,7.1669493518518
192.5,16632000,4.793,0.024,6.17039111111112,22.8108844444445,13.2312911111111
192.75,16653600,4.828,0.0350000000000001,8.99848703703707,33.2658731481483,19.2956328703705
193,16675200,4.856,0.0279999999999996,7.19878962962952,26.6126985185181,15.4365062962961
193.25,16696800,4.875,0.0190000000000001,4.884892962963,18.058616851852,10.4747721296297
193.5,16718400,4.899,0.024,6.17039111111112,22.8108844444445,13.2312911111111
193.75,16740000,4.94,0.0410000000000004,10.5410848148149,38.9685942592596,22.6034556481484
194,16761600,4.974,0.0339999999999998,8.74138740740736,32.3154196296295,18.744329074074
194.25,16783200,4.986,0.0119999999999996,3.08519555555544,11.4054422222218,6.61564555555532
194.5,16804800,5.01,0.024,6.17039111111112,22.8108844444445,13.2312911111111
194.75,16826400,5.047,0.0369999999999999,9.51268629629628,35.1667801851851,20.3982404629629
195,16848000,5.072,0.0250000000000004,6.42749074074083,23.7613379629633,13.7825949074076
195.25,16869600,5.08,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
195.5,16891200,5.099,0.0190000000000001,4.884892962963,18.058616851852,10.4747721296297
195.75,16912800,5.131,0.032,8.22718814814816,30.4145125925926,17.6417214814815
196,16934400,5.154,0.0229999999999997,5.9132914814814,21.8604309259256,12.6799873148146
196.25,16956000,5.16,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
196.5,16977600,5.172,0.0119999999999996,3.08519555555544,11.4054422222218,6.61564555555532
196.75,16999200,5.199,0.0270000000000001,6.94169000000003,25.6622450000001,14.8852025000001
197,17020800,5.22,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
197.25,17042400,5.226,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
197.5,17064000,5.235,0.00900000000000034,2.31389666666675,8.55408166666699,4.96173416666685
197.75,17085600,5.26,0.0249999999999995,6.4274907407406,23.7613379629625,13.7825949074071
198,17107200,5.279,0.0190000000000001,4.884892962963,18.058616851852,10.4747721296297
198.25,17128800,5.285,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
198.5,17150400,5.294,0.00899999999999945,2.31389666666653,8.55408166666615,4.96173416666637
198.75,17172000,5.321,0.0270000000000001,6.94169000000003,25.6622450000001,14.8852025000001
199,17193600,5.344,0.0230000000000006,5.91329148148163,21.8604309259265,12.6799873148151
199.25,17215200,5.352,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
199.5,17236800,5.365,0.0129999999999999,3.34229518518516,12.3558957407406,7.1669493518518
199.75,17258400,5.393,0.0279999999999996,7.19878962962952,26.6126985185181,15.4365062962961
200,17280000,5.415,0.0220000000000002,5.65619185185191,20.9099774074076,12.1286835185187
200.25,17301600,5.422,0.00699999999999967,1.79969740740732,6.65317462962932,3.85912657407389
200.5,17323200,5.436,0.0140000000000002,3.59939481481488,13.3063492592595,7.71825314814828
200.75,17344800,5.464,0.0280000000000005,7.19878962962975,26.612698518519,15.4365062962966
201,17366400,5.485,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
201.25,17388000,5.492,0.00699999999999967,1.79969740740732,6.65317462962932,3.85912657407389
201.5,17409600,5.504,0.0119999999999996,3.08519555555544,11.4054422222218,6.61564555555532
201.75,17431200,5.53,0.0260000000000007,6.68459037037055,24.7117914814821,14.3338987037041
202,17452800,5.55,0.0199999999999996,5.14199259259248,19.00907037037,11.0260759259257
202.25,17474400,5.556,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
202.5,17496000,5.565,0.00900000000000034,2.31389666666675,8.55408166666699,4.96173416666685
202.75,17517600,5.594,0.0289999999999999,7.45588925925924,27.563152037037,15.9878100925925
203,17539200,5.617,0.0229999999999997,5.9132914814814,21.8604309259256,12.6799873148146
203.25,17560800,5.623,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
203.5,17582400,5.63,0.00699999999999967,1.79969740740732,6.65317462962932,3.85912657407389
203.75,17604000,5.647,0.0170000000000003,4.37069370370379,16.1577098148151,9.37216453703723
204,17625600,5.655,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
204.25,17647200,5.655,0,0,0,0
204.5,17668800,5.663,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
204.75,17690400,5.672,0.00899999999999945,2.31389666666653,8.55408166666615,4.96173416666637
205,17712000,5.676,0.00400000000000045,1.02839851851863,3.8018140740745,2.20521518518543
205.25,17733600,5.677,0.000999999999999446,0.257099629629487,0.950453518517992,0.551303796295991
205.5,17755200,5.683,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
205.75,17776800,5.704,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
206,17798400,5.713,0.00900000000000034,2.31389666666675,8.55408166666699,4.96173416666685
206.25,17820000,5.713,0,0,0,0
206.5,17841600,5.721,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
206.75,17863200,5.738,0.0170000000000003,4.37069370370379,16.1577098148151,9.37216453703723
207,17884800,5.754,0.0159999999999991,4.11359407407385,15.2072562962955,8.82086074074026
207.25,17906400,5.756,0.00200000000000067,0.514199259259431,1.90090703703767,1.10260759259296
207.5,17928000,5.765,0.00899999999999945,2.31389666666653,8.55408166666615,4.96173416666637
207.75,17949600,5.782,0.0170000000000003,4.37069370370379,16.1577098148151,9.37216453703723
208,17971200,5.805,0.0229999999999997,5.9132914814814,21.8604309259256,12.6799873148146
208.25,17992800,5.814,0.00900000000000034,2.31389666666675,8.55408166666699,4.96173416666685
208.5,18014400,5.829,0.0149999999999997,3.85649444444436,14.2568027777775,8.26955694444427
208.75,18036000,5.859,0.0300000000000002,7.71298888888895,28.5136055555558,16.539113888889
209,18057600,5.884,0.0250000000000004,6.42749074074083,23.7613379629633,13.7825949074076
209.25,18079200,5.905,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
209.5,18100800,5.932,0.0270000000000001,6.94169000000003,25.6622450000001,14.8852025000001
209.75,18122400,5.97,0.0379999999999994,9.76978592592576,36.1172337037031,20.9495442592589
210,18144000,6,0.0300000000000002,7.71298888888895,28.5136055555558,16.539113888889
210.25,18165600,6.021,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
210.5,18187200,6.035,0.0140000000000002,3.59939481481488,13.3063492592595,7.71825314814828
210.75,18208800,6.071,0.0359999999999996,9.25558666666656,34.2163266666663,19.8469366666664
211,18230400,6.1,0.0289999999999999,7.45588925925924,27.563152037037,15.9878100925925
211.25,18252000,6.106,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
211.5,18273600,6.12,0.0140000000000002,3.59939481481488,13.3063492592595,7.71825314814828
211.75,18295200,6.146,0.0259999999999998,6.68459037037032,24.7117914814813,14.3338987037036
212,18316800,6.162,0.016,4.11359407407408,15.2072562962963,8.82086074074075
212.25,18338400,6.168,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
212.5,18360000,6.184,0.016,4.11359407407408,15.2072562962963,8.82086074074075
212.75,18381600,6.227,0.0430000000000001,11.0552840740741,40.8695012962964,23.7060632407408
213,18403200,6.259,0.032,8.22718814814816,30.4145125925926,17.6417214814815
213.25,18424800,6.267,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
213.5,18446400,6.281,0.0139999999999993,3.59939481481465,13.3063492592586,7.71825314814779
213.75,18468000,6.307,0.0260000000000007,6.68459037037055,24.7117914814821,14.3338987037041
214,18489600,6.336,0.0289999999999999,7.45588925925924,27.563152037037,15.9878100925925
214.25,18511200,6.344,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
214.5,18532800,6.36,0.016,4.11359407407408,15.2072562962963,8.82086074074075
214.75,18554400,6.398,0.0379999999999994,9.76978592592576,36.1172337037031,20.9495442592589
215,18576000,6.419,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
215.25,18597600,6.43,0.0110000000000001,2.82809592592596,10.4549887037038,6.06434175925933
215.5,18619200,6.453,0.0230000000000006,5.91329148148163,21.8604309259265,12.6799873148151
215.75,18640800,6.485,0.032,8.22718814814816,30.4145125925926,17.6417214814815
216,18662400,6.498,0.0129999999999999,3.34229518518516,12.3558957407406,7.1669493518518
216.25,18684000,6.507,0.00899999999999945,2.31389666666653,8.55408166666615,4.96173416666637
216.5,18705600,6.523,0.016,4.11359407407408,15.2072562962963,8.82086074074075
216.75,18727200,6.551,0.0280000000000005,7.19878962962975,26.612698518519,15.4365062962966
217,18748800,6.576,0.0249999999999995,6.4274907407406,23.7613379629625,13.7825949074071
217.25,18770400,6.594,0.0180000000000007,4.62779333333351,17.108163333334,9.92346833333371
217.5,18792000,6.629,0.0349999999999993,8.99848703703685,33.2658731481474,19.29563287037
217.75,18813600,6.685,0.056,14.3975792592593,53.2253970370371,30.8730125925926
218,18835200,6.73,0.0450000000000008,11.5694833333335,42.7704083333341,24.8086708333338
218.25,18856800,6.753,0.0229999999999997,5.9132914814814,21.8604309259256,12.6799873148146
218.5,18878400,6.789,0.0359999999999996,9.25558666666656,34.2163266666663,19.8469366666664
218.75,18900000,6.837,0.048,12.3407822222222,45.6217688888889,26.4625822222222
219,18921600,6.851,0.0140000000000002,3.59939481481488,13.3063492592595,7.71825314814828
219.25,18943200,6.854,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
219.5,18964800,6.869,0.0149999999999997,3.85649444444436,14.2568027777775,8.26955694444427
219.75,18986400,6.904,0.0350000000000001,8.99848703703707,33.2658731481483,19.2956328703705
220,19008000,6.93,0.0259999999999998,6.68459037037032,24.7117914814813,14.3338987037036
220.25,19029600,6.939,0.00900000000000034,2.31389666666675,8.55408166666699,4.96173416666685
220.5,19051200,6.95,0.0110000000000001,2.82809592592596,10.4549887037038,6.06434175925933
220.75,19072800,6.979,0.0289999999999999,7.45588925925924,27.563152037037,15.9878100925925
221,19094400,7.008,0.0289999999999999,7.45588925925924,27.563152037037,15.9878100925925
221.25,19116000,7.011,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
221.5,19137600,7.025,0.0140000000000002,3.59939481481488,13.3063492592595,7.71825314814828
221.75,19159200,7.058,0.0329999999999995,8.48428777777764,31.3649661111106,18.1930252777775
222,19180800,7.07,0.0120000000000005,3.08519555555567,11.4054422222227,6.61564555555581
222.25,19202400,7.072,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
222.5,19224000,7.084,0.0119999999999996,3.08519555555544,11.4054422222218,6.61564555555532
222.75,19245600,7.125,0.0410000000000004,10.5410848148149,38.9685942592596,22.6034556481484
223,19267200,7.143,0.0179999999999998,4.62779333333328,17.1081633333331,9.92346833333322
223.25,19288800,7.144,0.00100000000000033,0.257099629629715,0.950453518518836,0.55130379629648
223.5,19310400,7.15,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
223.75,19332000,7.18,0.0299999999999994,7.71298888888873,28.5136055555549,16.5391138888885
224,19353600,7.193,0.0129999999999999,3.34229518518516,12.3558957407406,7.1669493518518
224.25,19375200,7.195,0.00200000000000067,0.514199259259431,1.90090703703767,1.10260759259296
224.5,19396800,7.202,0.00699999999999967,1.79969740740732,6.65317462962932,3.85912657407389
224.75,19418400,7.23,0.0280000000000005,7.19878962962975,26.612698518519,15.4365062962966
225,19440000,7.248,0.0179999999999998,4.62779333333328,17.1081633333331,9.92346833333322
225.25,19461600,7.248,0,0,0,0
225.5,19483200,7.25,0.00199999999999978,0.514199259259203,1.90090703703683,1.10260759259247
225.75,19504800,7.281,0.0309999999999997,7.97008851851844,29.4640590740738,17.090417685185
226,19526400,7.299,0.0180000000000007,4.62779333333351,17.108163333334,9.92346833333371
226.25,19548000,7.3,0.000999999999999446,0.257099629629487,0.950453518517992,0.551303796295991
226.5,19569600,7.3,0,0,0,0
226.75,19591200,7.321,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
227,19612800,7.333,0.0120000000000005,3.08519555555567,11.4054422222227,6.61564555555581
227.25,19634400,7.338,0.00499999999999989,1.28549814814812,4.75226759259249,2.75651898148142
227.5,19656000,7.346,0.00800000000000001,2.05679703703704,7.60362814814815,4.41043037037037
227.75,19677600,7.367,0.0209999999999999,5.3990922222222,19.9595238888888,11.5773797222222
228,19699200,7.377,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
228.25,19720800,7.383,0.00600000000000023,1.54259777777784,5.70272111111133,3.3078227777779
228.5,19742400,7.396,0.0129999999999999,3.34229518518516,12.3558957407406,7.1669493518518
228.75,19764000,7.45,0.0540000000000003,13.8833800000001,51.3244900000003,29.7704050000001
229,19785600,7.489,0.0389999999999997,10.0268855555555,37.0676872222219,21.5008480555554
229.25,19807200,7.527,0.0380000000000003,9.76978592592599,36.1172337037039,20.9495442592594
229.5,19828800,7.619,0.0919999999999996,23.6531659259258,87.4417237037034,50.7199492592591
229.75,19850400,7.726,0.107,27.5096603703704,101.698526481482,58.9895062037038
230,19872000,7.805,0.0789999999999997,20.3108707407407,75.0858279629627,43.5529999074073
230.25,19893600,7.834,0.0289999999999999,7.45588925925924,27.563152037037,15.9878100925925
230.5,19915200,7.874,0.04,10.2839851851852,38.0181407407408,22.0521518518519
230.75,19936800,7.916,0.0420000000000007,10.7981844444446,39.9190477777784,23.1547594444448
231,19958400,7.951,0.0349999999999993,8.99848703703685,33.2658731481474,19.29563287037
231.25,19980000,7.982,0.0310000000000006,7.97008851851867,29.4640590740746,17.0904176851855
231.5,20001600,7.985,0.00300000000000011,0.771298888888918,2.85136055555566,1.65391138888895
231.75,20023200,8.02,0.0349999999999993,8.99848703703685,33.2658731481474,19.29563287037
232,20044800,8.05,0.0300000000000011,7.71298888888918,28.5136055555566,16.5391138888895
232.25,20066400,8.07,0.0199999999999996,5.14199259259248,19.00907037037,11.0260759259257
232.5,20088000,8.07,0,0,0,0
232.75,20109600,8.08,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
233,20131200,8.09,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
233.25,20152800,8.1,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
233.5,20174400,8.1,0,0,0,0
233.75,20196000,8.11,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
234,20217600,8.12,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
234.25,20239200,8.13,0.0100000000000016,2.5709962962967,9.50453518518667,5.51303796296383
234.5,20260800,8.14,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
234.75,20282400,8.15,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
235,20304000,8.15,0,0,0,0
235.25,20325600,8.15,0,0,0,0
235.5,20347200,8.16,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
235.75,20368800,8.17,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
236,20390400,8.18,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
236.25,20412000,8.18,0,0,0,0
236.5,20433600,8.19,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
236.75,20455200,8.2,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
237,20476800,8.21,0.0100000000000016,2.5709962962967,9.50453518518667,5.51303796296383
237.25,20498400,8.21,0,0,0,0
237.5,20520000,8.22,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
237.75,20541600,8.22,0,0,0,0
238,20563200,8.23,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
238.25,20584800,8.24,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
238.5,20606400,8.24,0,0,0,0
238.75,20628000,8.25,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
239,20649600,8.26,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
239.25,20671200,8.25,-0.00999999999999979,-2.57099629629624,-9.50453518518498,-5.51303796296285
239.5,20692800,8.26,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
239.75,20714400,8.26,0,0,0,0
240,20736000,8.27,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
240.25,20757600,8.26,-0.00999999999999979,-2.57099629629624,-9.50453518518498,-5.51303796296285
240.5,20779200,8.26,0,0,0,0
240.75,20800800,8.26,0,0,0,0
241,20822400,8.26,0,0,0,0
241.25,20844000,8.25,-0.00999999999999979,-2.57099629629624,-9.50453518518498,-5.51303796296285
241.5,20865600,8.25,0,0,0,0
241.75,20887200,8.26,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
242,20908800,8.27,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
242.25,20930400,8.26,-0.00999999999999979,-2.57099629629624,-9.50453518518498,-5.51303796296285
242.5,20952000,8.26,0,0,0,0
242.75,20973600,8.26,0,0,0,0
243,20995200,8.27,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
243.25,21016800,8.26,-0.00999999999999979,-2.57099629629624,-9.50453518518498,-5.51303796296285
243.5,21038400,8.27,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
243.75,21060000,8.31,0.0400000000000009,10.2839851851854,38.0181407407416,22.0521518518524
244,21081600,8.3,-0.00999999999999979,-2.57099629629624,-9.50453518518498,-5.51303796296285
244.25,21103200,8.29,-0.0100000000000016,-2.5709962962967,-9.50453518518667,-5.51303796296383
244.5,21124800,8.29,0,0,0,0
244.75,21146400,8.31,0.0200000000000014,5.14199259259294,19.0090703703717,11.0260759259267
245,21168000,8.33,0.0199999999999996,5.14199259259248,19.00907037037,11.0260759259257
245.25,21189600,8.33,0,0,0,0
245.5,21211200,8.34,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
245.75,21232800,8.36,0.0199999999999996,5.14199259259248,19.00907037037,11.0260759259257
246,21254400,8.36,0,0,0,0
246.25,21276000,8.37,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
246.5,21297600,8.37,0,0,0,0
246.75,21319200,8.38,0.0100000000000016,2.5709962962967,9.50453518518667,5.51303796296383
247,21340800,8.39,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
247.25,21362400,8.39,0,0,0,0
247.5,21384000,8.4,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
247.75,21405600,8.38,-0.0199999999999996,-5.14199259259248,-19.00907037037,-11.0260759259257
248,21427200,8.42,0.0399999999999991,10.283985185185,38.0181407407399,22.0521518518514
248.25,21448800,8.42,0,0,0,0
248.5,21470400,8.42,0,0,0,0
248.75,21492000,8.41,-0.00999999999999979,-2.57099629629624,-9.50453518518498,-5.51303796296285
249,21513600,8.44,0.0299999999999994,7.71298888888873,28.5136055555549,16.5391138888885
249.25,21535200,8.44,0,0,0,0
249.5,21556800,8.44,0,0,0,0
249.75,21578400,8.44,0,0,0,0
250,21600000,8.44,0,0,0,0
250.25,21621600,8.45,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
250.5,21643200,8.44,-0.00999999999999979,-2.57099629629624,-9.50453518518498,-5.51303796296285
250.75,21664800,8.44,0,0,0,0
251,21686400,8.44,0,0,0,0
251.25,21708000,8.44,0,0,0,0
251.5,21729600,8.45,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
251.75,21751200,8.46,0.0100000000000016,2.5709962962967,9.50453518518667,5.51303796296383
252,21772800,8.46,0,0,0,0
252.25,21794400,8.43,-0.0300000000000011,-7.71298888888918,-28.5136055555566,-16.5391138888895
252.5,21816000,8.46,0.0300000000000011,7.71298888888918,28.5136055555566,16.5391138888895
252.75,21837600,8.46,0,0,0,0
253,21859200,8.47,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
253.25,21880800,8.45,-0.0200000000000014,-5.14199259259294,-19.0090703703717,-11.0260759259267
253.5,21902400,8.47,0.0200000000000014,5.14199259259294,19.0090703703717,11.0260759259267
253.75,21924000,8.46,-0.00999999999999979,-2.57099629629624,-9.50453518518498,-5.51303796296285
254,21945600,8.46,0,0,0,0
254.25,21967200,8.51,0.0499999999999989,12.8549814814812,47.5226759259249,27.5651898148142
254.5,21988800,8.47,-0.0399999999999991,-10.283985185185,-38.0181407407399,-22.0521518518514
254.75,22010400,8.39,-0.0800000000000001,-20.5679703703704,-76.0362814814816,-44.1043037037037
255,22032000,8.43,0.0399999999999991,10.283985185185,38.0181407407399,22.0521518518514
255.25,22053600,8.43,0,0,0,0
255.5,22075200,8.44,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
255.75,22096800,8.43,-0.00999999999999979,-2.57099629629624,-9.50453518518498,-5.51303796296285
256,22118400,8.44,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
256.25,22140000,8.45,0.00999999999999979,2.57099629629624,9.50453518518498,5.51303796296285
