UTC_DOY,UTC_SOY_1h,m3_m3s_1h_24hS,m4_m3s_1h_24hS,mF_m3s_1h_24hS
3.58333333333333,309600,0,0,0
3.625,313200,0,0,0
3.66666666666667,316800,0,0,0
3.70833333333333,320400,0,0,0
3.75,324000,0,0,0
3.79166666666667,327600,0,0,0
3.83333333333333,331200,0.05605118188051,0.207211667757738,0.120191652559495
3.875,334800,0.117512709502418,0.434424461747048,0.251984815983883
3.91666666666667,338400,0.170101270108488,0.628835408716782,0.364751501589965
3.95833333333333,342000,0.212518380720794,0.785644238371389,0.455707346770183
4,345600,0.244764041339334,0.904850950710865,0.524852351524535
4.04166666666667,349200,0.262942803030324,0.972054734848564,0.563833428030349
4.08333333333333,352800,0.2592637679262,0.958453969011191,0.555944400642278
4.125,356400,0.228533004115251,0.844847572016551,0.490047818930093
4.16666666666667,360000,0.170750511597475,0.631235543864643,0.366143682893793
4.20833333333333,363600,0.091110222284585,0.336818965737663,0.19536944296361
4.25,367200,6.93889390390723e-16,2.63677968348475e-15,1.47104550762833e-15
4.29166666666667,370800,0,0,0
4.33333333333333,374400,0,0,0
4.375,378000,0,0,0
4.41666666666667,381600,0,0,0
4.45833333333333,385200,0,0,0
4.5,388800,0,0,0
4.54166666666667,392400,0,0,0
4.58333333333333,396000,0,0,0
4.625,399600,0,0,0
4.66666666666667,403200,0.0673047010225784,0.248814010319267,0.144322795158389
4.70833333333333,406800,0.130713953111375,0.483227209751892,0.280292502494107
4.75,410400,0.186332307332606,0.688838787411224,0.399556034184481
4.79166666666667,414000,0.226152451989051,0.836047076474716,0.484943154149574
4.83333333333333,417600,0.239786523257291,0.886449914577977,0.514178961528927
4.875,421200,0.220742106247687,0.816045950243264,0.473341643284752
4.91666666666667,424800,0.169019200960239,0.624835183470579,0.362431199417051
4.95833333333333,428400,0.091110222284585,0.336818965737663,0.19536944296361
5,432000,6.93889390390723e-16,2.63677968348475e-15,1.47104550762833e-15
5.04166666666667,435600,0,0,0
5.08333333333333,439200,0,0,0
5.125,442800,0,0,0
5.16666666666667,446400,0,0,0
