,doy,soy,head_masl,head_bed
339,192.58767360000002,16639574.999040002,608.3858078,515.3858078
340,192.5877315,16639580.0016,608.6851783,515.6851783
341,192.58778940000002,16639585.004160002,608.3520095,515.3520095
342,192.58784719999997,16639589.998079998,608.6821091,515.6821091
343,192.5879051,16639595.000640001,608.5313252000001,515.5313252000001
344,192.587963,16639600.003200002,608.6185345,515.6185345
345,192.5880208,16639604.997120002,608.6930153,515.6930153
346,192.58807869999998,16639609.99968,608.6451699,515.6451699
347,192.58813659999998,16639615.002239998,608.7118252,515.7118252
348,192.58819440000002,16639619.996160002,608.6898081,515.6898081
349,192.5882523,16639624.998719998,608.7521552999999,515.7521552999999
350,192.5883102,16639630.001279999,608.6408825,515.6408825
351,192.5883681,16639635.00384,608.7397667,515.7397667
352,192.5884259,16639639.997760002,608.6529106,515.6529106
353,192.58848380000003,16639645.000320002,608.9741367,515.9741367
354,192.58854169999998,16639650.00288,608.7672752000001,515.7672752000001
355,192.58859950000002,16639654.996800002,608.8320338999999,515.8320338999999
356,192.5886574,16639659.999359999,609.0011768999999,516.0011768999999
357,192.58871530000002,16639665.001920002,608.8870246,515.8870246
358,192.5887731,16639669.995839998,608.7864776,515.7864776
359,192.588831,16639674.998399999,608.9619206,515.9619206
360,192.5888889,16639680.00096,609.0768749,516.0768749
361,192.5889468,16639685.003519999,609.2054764,516.2054764
362,192.58900459999998,16639689.99744,608.7052362000001,515.7052362000001
363,192.5890625,16639695.000000002,609.1248865,516.1248865
364,192.5891204,16639700.002560003,608.9600276000001,515.9600276000001
365,192.5891782,16639704.99648,609.0915665,516.0915665
366,192.5892361,16639709.99904,609.1129507,516.1129507
367,192.589294,16639715.0016,609.1801605,516.1801605
368,192.5893519,16639720.00416,609.0035627999999,516.0035627999999
369,192.58940969999998,16639724.998079997,609.0532688,516.0532688
370,192.5894676,16639730.00064,609.1716316000001,516.1716316000001
371,192.58952549999998,16639735.003199996,609.2608586,516.2608586
372,192.58958330000002,16639739.997120002,609.1554308,516.1554308
373,192.5896412,16639744.99968,609.4087396000001,516.4087396000001
374,192.5896991,16639750.00224,609.2610093,516.2610093
375,192.58975690000003,16639754.996160002,609.2434497,516.2434497
376,192.5898148,16639759.99872,609.3413332,516.3413332
377,192.5898727,16639765.00128,609.1804316,516.1804316
378,192.58993059999997,16639770.003839998,609.3739352000001,516.3739352000001
379,192.5899884,16639774.99776,609.225121,516.225121
380,192.5900463,16639780.00032,609.2986904,516.2986904
381,192.59010419999998,16639785.002879998,609.3142058999999,516.3142058999999
382,192.59016200000002,16639789.996800004,609.4145007000001,516.4145007000001
383,192.5902199,16639794.99936,609.4597816,516.4597816
384,192.59027780000002,16639800.001920003,609.6278014,516.6278014
385,192.5903356,16639804.99584,609.5293305,516.5293305
386,192.5903935,16639809.9984,609.3888896000001,516.3888896000001
387,192.5904514,16639815.00096,609.4332299,516.4332299
388,192.5905093,16639820.00352,609.4643592,516.4643592
389,192.5905671,16639824.997439997,609.5504969,516.5504969
390,192.590625,16639829.999999998,609.6445286000001,516.6445286000001
391,192.59068290000002,16639835.00256,610.0361193,517.0361193
392,192.5907407,16639839.996480001,609.6468461000001,516.6468461000001
393,192.5907986,16639844.99904,609.5844196,516.5844196
394,192.5908565,16639850.001600001,609.7373467,516.7373467
395,192.5909144,16639855.004160002,609.7120157,516.7120157
396,192.59097219999998,16639859.998079998,609.6033531,516.6033531
397,192.5910301,16639865.000640001,609.7075013,516.7075013
398,192.59108799999998,16639870.003199998,609.902858,516.902858
399,192.59114580000002,16639874.99712,609.7391022,516.7391022
400,192.59120369999997,16639879.999679998,609.7395839,516.7395839
401,192.5912616,16639885.002239998,609.8360002999999,516.8360002999999
402,192.5913194,16639889.99616,610.0405124,517.0405124
403,192.5913773,16639894.998720001,610.0127444,517.0127444
404,192.5914352,16639900.001280002,609.8753669,516.8753669
405,192.59149309999998,16639905.003839998,609.9230765,516.9230765
406,192.59155090000002,16639909.997760002,609.9678064,516.9678064
407,192.59160880000002,16639915.00032,609.8961308999999,516.8961308999999
408,192.5916667,16639920.002879998,610.0603269999999,517.0603269999999
409,192.5917245,16639924.996799998,609.8839309,516.8839309
410,192.5917824,16639929.999359999,610.0673952999999,517.0673952999999
411,192.59184030000003,16639935.001920002,609.9213722999999,516.9213722999999
412,192.59189809999998,16639939.995839998,610.1459227000001,517.1459227000001
413,192.591956,16639944.9984,610.2534922,517.2534922
414,192.59201389999998,16639950.000959998,610.0445178,517.0445178
415,192.5920718,16639955.003520003,610.1063417,517.1063417
416,192.5921296,16639959.99744,610.1316889,517.1316889
417,192.5921875,16639964.999999998,610.247563,517.247563
418,192.59224540000002,16639970.002560003,610.0419749,517.0419749
419,192.59230319999998,16639974.99648,610.227008,517.227008
420,192.5923611,16639979.999039998,610.2508421,517.2508421
421,192.592419,16639985.0016,610.263946,517.263946
422,192.5924769,16639990.004159998,610.2147176,517.2147176
423,192.5925347,16639994.998079998,610.595446,517.595446
424,192.5925926,16640000.00064,610.2574692000001,517.2574692000001
425,192.5926505,16640005.003199998,610.3475543,517.3475543
426,192.5927083,16640009.997119999,610.3801283,517.3801283
427,192.59276619999997,16640014.99968,610.363042,517.363042
428,192.5928241,16640020.002239998,610.6332356,517.6332356
429,192.5928819,16640024.996159999,610.5996342,517.5996342
430,192.5929398,16640029.99872,610.5226832999999,517.5226832999999
431,192.59299769999998,16640035.001279999,610.5334079,517.5334079
432,192.59305559999999,16640040.00384,610.4846915,517.4846915
433,192.59311340000002,16640044.997760003,610.6340878,517.6340878
434,192.59317130000002,16640050.000320002,610.6004726,517.6004726
435,192.5932292,16640055.00288,610.6169969,517.6169969
436,192.593287,16640059.9968,610.4991457,517.4991457
437,192.5933449,16640064.999359999,610.5799707,517.5799707
438,192.5934028,16640070.00192,610.4869603,517.4869603
439,192.5934606,16640074.99584,610.8159855,517.8159855
440,192.59351850000002,16640079.998399999,610.5979171,517.5979171
441,192.5935764,16640085.00096,610.8256649,517.8256649
442,192.59363430000002,16640090.00352,610.6174258,517.6174258
443,192.5936921,16640094.99744,610.4750877,517.4750877
444,192.59375,16640100.0,610.8625728999999,517.8625728999999
445,192.5938079,16640105.00256,610.8367492000001,517.8367492000001
446,192.59386569999998,16640109.99648,610.8153221,517.8153221
447,192.5939236,16640114.99904,610.7350056,517.7350056
448,192.59398149999998,16640120.001600001,610.9530457000001,517.9530457000001
449,192.5940394,16640125.00416,610.7899978999999,517.7899978999999
450,192.5940972,16640129.99808,610.8361576,517.8361576
451,192.5941551,16640135.000640001,610.9403369,517.9403369
452,192.594213,16640140.0032,611.2284332,518.2284332
453,192.5942708,16640144.99712,611.0153054,518.0153054
454,192.59432869999998,16640149.999679998,610.9510107000001,517.9510107000001
455,192.59438659999998,16640155.002239997,611.0536756,518.0536756
456,192.59444440000001,16640159.99616,611.0391,518.0391
457,192.59450230000002,16640164.998720001,611.3154708,518.3154708
458,192.5945602,16640170.00128,611.1198602000001,518.1198602000001
459,192.5946181,16640175.003840001,611.1193846,518.1193846
460,192.5946759,16640179.997760002,611.2283574,518.2283574
461,192.59473380000003,16640185.00032,611.2823976,518.2823976
462,192.5947917,16640190.002880001,611.101311,518.101311
463,192.5948495,16640194.996800002,611.1324567,518.1324567
464,192.5949074,16640199.99936,611.3825486000001,518.3825486000001
465,192.5949653,16640205.001920002,611.2093041,518.2093041
466,192.5950231,16640209.995840002,611.1430956,518.1430956
467,192.595081,16640214.9984,611.1479864,518.1479864
468,192.5951389,16640220.000960002,611.3007231,518.3007231
469,192.59519680000002,16640225.00352,611.4320627000001,518.4320627000001
470,192.59525459999998,16640229.997439997,611.2418458,518.2418458
471,192.5953125,16640235.000000002,611.4101352000001,518.4101352000001
472,192.5953704,16640240.00256,611.4840538999999,518.4840538999999
473,192.5954282,16640244.996479997,611.3974699,518.3974699
474,192.59548610000002,16640249.999040002,611.3366348,518.3366348
475,192.595544,16640255.0016,611.274829,518.274829
476,192.59560190000002,16640260.004160002,611.4270931,518.4270931
477,192.59565969999997,16640264.998079998,611.3278527000001,518.3278527000001
478,192.5957176,16640270.000640001,611.5798044,518.5798044
479,192.5957755,16640275.003200002,611.6216215,518.6216215
480,192.5958333,16640279.997120002,611.5365126,518.5365126
481,192.59589119999998,16640284.99968,611.6415775,518.6415775
482,192.59594909999998,16640290.002239998,611.4819949,518.4819949
483,192.59600690000002,16640294.996160002,611.493667,518.493667
484,192.5960648,16640299.998719998,611.5943388,518.5943388
485,192.5961227,16640305.001279999,611.4946454,518.4946454
486,192.5961806,16640310.00384,611.6351798999999,518.6351798999999
487,192.5962384,16640314.997760002,611.8224122,518.8224122
488,192.59629630000003,16640320.000320002,611.6973977999999,518.6973977999999
489,192.59635419999998,16640325.00288,611.7619945,518.7619945
490,192.59641200000002,16640329.996800002,611.7124834,518.7124834
491,192.5964699,16640334.999359999,611.8544532999999,518.8544532999999
492,192.59652780000002,16640340.001920002,611.9774452,518.9774452
493,192.5965856,16640344.995839998,611.8204283,518.8204283
494,192.5966435,16640349.998399999,611.8004394999999,518.8004394999999
495,192.5967014,16640355.00096,611.8729132999999,518.8729132999999
496,192.5967593,16640360.003519999,612.0844264,519.0844264
497,192.59681709999998,16640364.99744,611.8665998,518.8665998
498,192.596875,16640370.000000002,612.0693291,519.0693291
499,192.5969329,16640375.002560003,611.9473082999999,518.9473082999999
500,192.5969907,16640379.99648,612.0858574,519.0858574
501,192.5970486,16640384.99904,611.92197,518.92197
502,192.5971065,16640390.0016,612.0522812,519.0522812
503,192.5971644,16640395.00416,612.0153086,519.0153086
504,192.59722219999998,16640399.998079997,612.1251897000001,519.1251897000001
505,192.5972801,16640405.00064,612.1003855,519.1003855
506,192.59733799999998,16640410.003199996,612.1096288,519.1096288
507,192.59739580000002,16640414.997120002,612.1732910000001,519.1732910000001
508,192.5974537,16640419.99968,612.0254587999999,519.0254587999999
509,192.5975116,16640425.00224,612.2072919999999,519.2072919999999
510,192.59756940000003,16640429.996160002,612.1669239,519.1669239
511,192.5976273,16640434.99872,612.1868153,519.1868153
512,192.5976852,16640440.00128,612.253415,519.253415
513,192.59774309999997,16640445.003839998,612.2334860000001,519.2334860000001
514,192.5978009,16640449.99776,612.2203435,519.2203435
515,192.5978588,16640455.00032,612.2081511,519.2081511
516,192.59791669999998,16640460.002879998,612.3214168,519.3214168
517,192.59797450000002,16640464.996800004,612.4011135,519.4011135
