depth_m,temp_C
-5.70368526106472,-9.40207159521807
-11.1088672593762,-8.69233176244304
-15.7433081925511,-8.57117992537102
-35.8269171552332,-8.39819022930405
-135.480004547308,-10.095346900178
-235.906166755527,-12.0002470591495
-351.017351311398,-16.6923993742655
-450.671047508084,-18.5972946930874
-551.09457156299,-19.6019940442844
-590.492722635897,-20.4158839297104
-595.899680314323,-20.3120484867836
-601.305724785833,-19.8966050719349
