timestamp,air_temperature,SW_down,albedo,melt_rate
2017-01-01 00:00:00,-4.570643150252522,0.0,0.6222222222222223,0.0
2017-01-01 01:00:00,-3.827309816919188,0.0,0.6222222222222223,0.0
2017-01-01 02:00:00,-3.5506431502525215,0.0,0.6222222222222223,0.0
2017-01-01 03:00:00,-4.047309816919189,0.0,0.6222222222222223,0.0
2017-01-01 04:00:00,-4.987309816919189,0.0,0.6222222222222223,0.0
2017-01-01 05:00:00,-5.413976483585855,0.0,0.6222222222222223,0.0
2017-01-01 06:00:00,-5.077309816919187,0.0,0.6222222222222223,0.0
2017-01-01 07:00:00,-4.500643150252522,0.0,0.6222222222222223,0.0
2017-01-01 08:00:00,-3.5239764835858542,0.0,0.6222222222222223,0.0
2017-01-01 09:00:00,-3.1673098169191887,0.0,0.6222222222222223,0.0
2017-01-01 10:00:00,-2.990643150252521,0.0,0.6222222222222223,0.0
2017-01-01 11:00:00,-2.9806431502525212,0.0,0.6222222222222223,0.0
2017-01-01 12:00:00,-2.7639764835858545,0.0,0.6222222222222223,0.0
2017-01-01 13:00:00,-2.580643150252521,0.0,0.6222222222222223,0.0
2017-01-01 14:00:00,-2.7273098169191874,0.3,0.6222222222222223,0.0
2017-01-01 15:00:00,-3.107309816919188,0.8999999999999999,0.6222222222222223,0.0
2017-01-01 16:00:00,-2.8073098169191875,0.7999999999999998,0.6222222222222223,0.0
2017-01-01 17:00:00,-2.7706431502525213,0.19999999999999984,0.6222222222222223,0.0
2017-01-01 18:00:00,-2.440643150252521,0.0,0.6222222222222223,0.0
2017-01-01 19:00:00,-2.2173098169191876,0.0,0.6222222222222223,0.0
2017-01-01 20:00:00,-2.707309816919188,0.0,0.6222222222222223,0.0
2017-01-01 21:00:00,-3.2906431502525217,0.0,0.6222222222222223,0.0
2017-01-01 22:00:00,-5.487309816919189,0.0,0.6222222222222223,0.0
2017-01-01 23:00:00,-6.3506431502525205,0.0,0.6222222222222223,0.0
2017-01-02 00:00:00,-8.04064315025252,0.0,0.8156250000000002,0.0
2017-01-02 01:00:00,-8.737309816919188,0.0,0.8156250000000002,0.0
2017-01-02 02:00:00,-10.063976483585854,0.09999999999999984,0.8156250000000002,0.0
2017-01-02 03:00:00,-11.260643150252521,0.19999999999999984,0.8156250000000002,0.0
2017-01-02 04:00:00,-11.650643150252522,0.19999999999999984,0.8156250000000002,0.0
2017-01-02 05:00:00,-11.733976483585854,0.19999999999999984,0.8156250000000002,0.0
2017-01-02 06:00:00,-11.930643150252521,0.19999999999999984,0.8156250000000002,0.0
2017-01-02 07:00:00,-12.09064315025252,0.19999999999999984,0.8156250000000002,0.0
2017-01-02 08:00:00,-12.260643150252521,0.19999999999999984,0.8156250000000002,0.0
2017-01-02 09:00:00,-12.413976483585854,0.19999999999999984,0.8156250000000002,0.0
2017-01-02 10:00:00,-12.503976483585854,0.19999999999999984,0.8156250000000002,0.0
2017-01-02 11:00:00,-12.82064315025252,0.19999999999999984,0.8156250000000002,0.0
2017-01-02 12:00:00,-12.897309816919188,0.2999999999999998,0.8156250000000002,0.0
2017-01-02 13:00:00,-12.887309816919187,0.4999999999999998,0.8156250000000002,0.0
2017-01-02 14:00:00,-13.120643150252521,0.8999999999999997,0.8156250000000002,0.0
2017-01-02 15:00:00,-13.203976483585855,1.5999999999999996,0.8156250000000002,0.0
2017-01-02 16:00:00,-13.633976483585855,1.4999999999999996,0.8156250000000002,0.0
2017-01-02 17:00:00,-14.120643150252521,0.7999999999999996,0.8156250000000002,0.0
2017-01-02 18:00:00,-14.41064315025252,0.4999999999999996,0.8156250000000002,0.0
2017-01-02 19:00:00,-14.507309816919188,0.39999999999999963,0.8156250000000002,0.0
2017-01-02 20:00:00,-15.09730981691919,0.39999999999999963,0.8156250000000002,0.0
2017-01-02 21:00:00,-17.093976483585855,0.39999999999999963,0.8156250000000002,0.0
2017-01-02 22:00:00,-20.49730981691919,0.2999999999999996,0.8156250000000002,0.0
2017-01-02 23:00:00,-20.087309816919184,0.1999999999999996,0.8156250000000002,0.0
2017-01-03 00:00:00,-20.13397648358585,0.1999999999999996,0.5954545454545456,0.0
2017-01-03 01:00:00,-20.36064315025252,0.1999999999999996,0.5954545454545456,0.0
2017-01-03 02:00:00,-20.037309816919187,0.1999999999999996,0.5954545454545456,0.0
2017-01-03 03:00:00,-19.623976483585857,0.1999999999999996,0.5954545454545456,0.0
2017-01-03 04:00:00,-19.813976483585854,0.1999999999999996,0.5954545454545456,0.0
2017-01-03 05:00:00,-20.09064315025252,0.1999999999999996,0.5954545454545456,0.0
2017-01-03 06:00:00,-19.84064315025252,0.1999999999999996,0.5954545454545456,0.0
2017-01-03 07:00:00,-19.47064315025252,0.1999999999999996,0.5954545454545456,0.0
2017-01-03 08:00:00,-19.480643150252522,0.1999999999999996,0.5954545454545456,0.0
2017-01-03 09:00:00,-18.973976483585854,0.09999999999999959,0.5954545454545456,0.0
2017-01-03 10:00:00,-17.823976483585856,0.0,0.5954545454545456,0.0
2017-01-03 11:00:00,-17.260643150252523,0.0,0.5954545454545456,0.0
2017-01-03 12:00:00,-15.553976483585853,0.0,0.5954545454545456,0.0
2017-01-03 13:00:00,-12.853976483585853,0.0,0.5954545454545456,0.0
2017-01-03 14:00:00,-10.967309816919188,0.3999999999999996,0.5954545454545456,0.0
2017-01-03 15:00:00,-9.773976483585855,1.0999999999999996,0.5954545454545456,0.0
2017-01-03 16:00:00,-8.943976483585855,1.0999999999999996,0.5954545454545456,0.0
