"Date Time, GMT+00:00",rain,wind_speed,gust_speed,air_temp,relative_humidity,reflected_solar_radiation,incoming_solar_radiation,wind_direction,incoming_solar_radiation_corrected
2017-07-28 21:18:40,NaN,5.54,6.54,3.827,72.3,79.4,266.9,165.7,226.9
2017-07-28 21:33:40,0.0,5.03,7.05,3.722,72.5,71.9,248.1,168.5,226.9
2017-07-28 21:48:40,0.0,5.03,6.54,3.301,75.2,66.9,226.9,162.9,226.9
2017-07-28 22:03:40,0.0,4.53,6.54,3.168,75.8,61.9,205.6,161.5,226.9
2017-07-28 22:18:40,0.0,5.03,6.54,3.168,76.2,56.9,183.1,161.5,205.6
2017-07-28 22:33:40,0.0,5.03,6.54,3.327,75.2,53.1,165.6,164.3,183.1
2017-07-28 22:48:40,0.0,5.03,6.04,2.983,76.9,48.1,148.1,162.9,165.6
2017-07-28 23:03:40,0.0,5.03,7.05,3.221,76.1,41.9,130.6,162.9,148.1
2017-07-28 23:18:40,0.0,5.54,7.05,3.38,75.3,36.9,114.4,164.3,130.6
2017-07-28 23:33:40,0.0,5.03,7.05,3.38,75.2,31.9,94.4,165.7,114.4
2017-07-28 23:48:40,0.0,5.03,6.04,3.168,76.4,26.9,73.1,164.3,94.4
2017-07-29 00:03:40,0.0,5.03,7.05,3.142,76.3,21.9,56.9,164.3,73.1
2017-07-29 00:18:40,0.0,5.03,6.54,3.168,76.2,18.1,41.9,162.9,56.9
2017-07-29 00:33:40,0.0,5.03,6.54,2.7969999999999997,77.9,13.1,30.6,161.5,41.9
2017-07-29 00:48:40,0.0,5.03,6.54,2.823,77.8,9.4,21.9,160.0,30.6
2017-07-29 01:03:40,0.0,4.53,6.04,2.637,78.4,6.9,14.4,158.6,21.9
2017-07-29 01:18:40,0.0,5.03,7.05,2.53,78.6,4.4,9.4,160.0,14.4
2017-07-29 01:33:40,0.0,4.53,6.04,2.503,78.6,3.1,8.1,157.2,9.4
2017-07-29 01:48:40,0.0,5.03,6.54,2.423,78.8,1.9,5.6,161.5,8.1
2017-07-29 02:03:40,0.0,5.03,7.05,2.209,79.5,0.6,4.4,160.0,5.6
2017-07-29 02:18:40,0.0,5.03,7.05,2.37,78.7,0.6,3.1,160.0,4.4
2017-07-29 02:33:40,0.0,5.03,7.05,2.209,79.1,0.6,3.1,162.9,3.1
2017-07-29 02:48:40,0.0,5.54,7.55,2.396,77.9,0.6,1.9,161.5,3.1
2017-07-29 03:03:40,0.0,5.54,7.55,2.262,78.5,0.6,1.9,161.5,1.9
2017-07-29 03:18:40,0.0,5.54,8.05,1.9669999999999999,79.7,0.6,1.9,162.9,1.9
2017-07-29 03:33:40,0.0,5.54,7.55,2.128,78.8,0.6,1.9,161.5,1.9
2017-07-29 03:48:40,0.0,5.54,8.05,2.2359999999999998,78.2,0.6,1.9,162.9,1.9
2017-07-29 04:03:40,0.0,6.04,8.56,2.128,78.3,0.6,1.9,167.1,1.9
2017-07-29 04:18:40,0.0,6.04,8.05,2.209,77.7,0.6,3.1,167.1,3.1
2017-07-29 04:33:40,0.0,5.54,7.55,1.94,78.5,0.6,3.1,168.5,3.1
2017-07-29 04:48:40,0.0,6.04,8.05,2.0469999999999997,77.7,0.6,4.4,167.1,4.4
2017-07-29 05:03:40,0.0,6.04,8.56,2.209,76.6,0.6,4.4,167.1,4.4
2017-07-29 05:18:40,0.0,6.04,8.56,2.128,76.8,1.9,6.9,167.1,6.9
2017-07-29 05:33:40,0.0,6.04,8.05,1.9669999999999999,77.2,1.9,9.4,167.1,9.4
2017-07-29 05:48:40,0.0,6.04,8.56,2.0469999999999997,76.8,4.4,14.4,167.1,14.4
2017-07-29 06:03:40,0.0,6.54,8.56,2.0469999999999997,76.5,6.9,24.4,167.1,24.4
2017-07-29 06:18:40,0.0,6.54,9.06,2.101,75.8,9.4,35.6,168.5,35.6
2017-07-29 06:33:40,0.0,7.05,9.56,2.316,74.4,13.1,53.1,169.9,53.1
2017-07-29 06:48:40,0.0,7.55,9.56,2.316,74.0,16.9,68.1,168.5,68.1
2017-07-29 07:03:40,0.0,7.05,9.56,2.316,73.6,19.4,78.1,168.5,74.4
2017-07-29 07:18:40,0.0,7.05,9.06,2.101,74.6,19.4,74.4,169.9,78.1
2017-07-29 07:33:40,0.0,7.05,9.56,2.101,74.8,25.6,99.4,169.9,99.4
2017-07-29 07:48:40,0.0,7.55,9.56,2.262,73.6,34.4,129.4,169.9,129.4
2017-07-29 08:03:40,0.0,7.05,9.56,2.289,73.9,39.4,149.4,169.9,149.4
2017-07-29 08:18:40,0.0,7.55,9.56,2.396,73.0,46.9,175.6,171.3,175.6
2017-07-29 08:33:40,0.0,7.55,9.56,2.45,72.9,51.9,195.6,169.9,195.6
2017-07-29 08:48:40,0.0,7.55,9.56,2.503,73.1,56.9,218.1,171.3,218.1
2017-07-29 09:03:40,0.0,7.55,10.07,2.5839999999999996,72.5,61.9,238.1,171.3,218.1
2017-07-29 09:18:40,0.0,8.05,10.07,2.557,72.4,68.1,259.4,171.3,218.1
2017-07-29 09:33:40,0.0,7.55,9.56,2.5839999999999996,72.9,73.1,278.1,172.7,218.1
2017-07-29 09:48:40,0.0,7.55,10.07,2.61,72.7,78.1,258.1,172.7,218.1
2017-07-29 10:03:40,0.0,7.55,10.57,2.5839999999999996,73.5,83.1,33.1,172.7,218.1
2017-07-29 10:18:40,0.0,7.55,10.07,2.503,74.1,88.1,33.1,174.1,208.1
2017-07-29 10:33:40,0.0,7.55,9.56,2.557,74.4,94.4,34.4,174.1,208.1
2017-07-29 10:48:40,0.0,7.55,10.07,2.61,74.3,98.1,34.4,176.9,36.9
2017-07-29 11:03:40,0.0,7.55,9.56,2.5839999999999996,74.9,103.1,35.6,176.9,36.9
2017-07-29 11:18:40,0.0,7.05,9.56,2.5839999999999996,75.4,109.4,208.1,174.1,36.9
2017-07-29 11:33:40,0.0,7.05,9.06,2.5839999999999996,75.6,113.1,439.4,174.1,208.1
2017-07-29 11:48:40,0.0,7.05,9.06,2.7439999999999998,75.5,118.1,36.9,174.1,439.4
2017-07-29 12:03:40,0.0,7.05,9.06,2.823,75.4,123.1,459.4,174.1,459.4
2017-07-29 12:18:40,0.0,7.05,9.06,3.036,74.9,128.1,486.9,174.1,486.9
2017-07-29 12:33:40,0.0,6.54,8.05,3.2739999999999996,74.2,131.9,501.9,175.5,501.9
2017-07-29 12:48:40,0.0,6.04,8.05,3.301,74.5,135.6,515.6,174.1,515.6
2017-07-29 13:03:40,0.0,6.04,8.05,3.406,74.1,140.6,526.9,174.1,526.9
2017-07-29 13:18:40,0.0,6.04,8.56,3.38,74.2,144.4,536.9,175.5,536.9
2017-07-29 13:33:40,0.0,6.04,8.56,3.4589999999999996,74.5,148.1,546.9,175.5,546.9
2017-07-29 13:48:40,0.0,6.04,8.05,3.5380000000000003,74.2,151.9,554.4,176.9,554.4
2017-07-29 14:03:40,0.0,6.04,8.05,3.512,74.6,155.6,561.9,178.3,554.4
2017-07-29 14:18:40,0.0,6.04,8.05,3.5639999999999996,74.7,158.1,566.9,178.3,554.4
2017-07-29 14:33:40,0.0,5.54,7.55,3.221,76.9,161.9,570.6,183.9,561.9
2017-07-29 14:48:40,0.0,5.54,7.05,3.4330000000000003,76.1,163.1,575.6,179.7,566.9
2017-07-29 15:03:40,0.0,5.54,7.05,3.327,77.0,164.4,40.6,183.9,570.6
2017-07-29 15:18:40,0.0,5.03,7.05,3.301,77.5,165.6,120.6,182.5,570.6
2017-07-29 15:33:40,0.0,5.03,6.54,3.327,77.4,166.9,575.6,181.1,570.6
2017-07-29 15:48:40,0.0,5.03,6.54,3.2739999999999996,77.7,165.6,573.1,181.1,570.6
2017-07-29 16:03:40,0.0,4.53,6.54,3.301,77.5,166.9,570.6,181.1,565.6
2017-07-29 16:18:40,0.0,4.53,6.54,3.512,76.9,163.1,565.6,181.1,559.4
2017-07-29 16:33:40,0.0,4.53,6.04,3.617,76.4,161.9,559.4,178.3,559.4
2017-07-29 16:48:40,0.0,4.53,5.54,3.485,77.1,159.4,554.4,174.1,559.4
2017-07-29 17:03:40,0.0,4.03,5.54,3.406,77.7,156.9,546.9,171.3,554.4
2017-07-29 17:18:40,0.0,3.52,4.53,3.406,77.9,154.4,536.9,168.5,546.9
2017-07-29 17:33:40,0.0,3.52,5.03,3.301,78.4,150.6,525.6,168.5,536.9
2017-07-29 17:48:40,0.0,3.52,5.03,3.3539999999999996,78.4,148.1,514.4,171.3,525.6
2017-07-29 18:03:40,0.0,3.52,5.03,3.2739999999999996,78.6,145.6,503.1,174.1,514.4
2017-07-29 18:18:40,0.0,3.52,4.53,3.168,79.5,141.9,489.4,169.9,503.1
2017-07-29 18:33:40,0.0,3.02,4.03,3.3539999999999996,78.8,139.4,474.4,169.9,489.4
2017-07-29 18:48:40,0.0,2.52,4.03,3.063,80.1,135.6,456.9,167.1,474.4
2017-07-29 19:03:40,0.0,3.02,4.03,3.142,79.8,131.9,440.6,165.7,456.9
2017-07-29 19:18:40,0.0,3.02,4.03,3.168,80.0,128.1,421.9,162.9,440.6
2017-07-29 19:33:40,0.0,3.02,4.03,2.85,81.2,124.4,401.9,162.9,421.9
2017-07-29 19:48:40,0.0,3.02,4.03,3.063,80.4,120.6,381.9,165.7,401.9
2017-07-29 20:03:40,0.0,3.02,4.03,3.063,80.3,114.4,363.1,167.1,381.9
2017-07-29 20:18:40,0.0,3.02,4.03,3.089,80.3,109.4,341.9,165.7,363.1
2017-07-29 20:33:40,0.0,2.52,3.52,2.637,82.2,104.4,321.9,160.0,341.9
2017-07-29 20:48:40,0.0,2.52,4.03,2.155,84.0,98.1,300.6,154.4,321.9
2017-07-29 21:03:40,0.0,2.52,4.03,2.37,83.9,94.4,278.1,155.8,300.6
2017-07-29 21:18:40,0.0,3.02,4.53,2.396,84.0,89.4,256.9,155.8,278.1
2017-07-29 21:33:40,0.0,2.52,4.03,1.94,85.8,83.1,236.9,148.8,256.9
2017-07-29 21:48:40,0.0,2.52,4.03,2.155,85.3,76.9,215.6,148.8,236.9
2017-07-29 22:03:40,0.0,3.02,4.53,1.94,85.8,71.9,194.4,153.0,215.6
2017-07-29 22:18:40,0.0,3.02,4.53,1.859,86.5,64.4,174.4,148.8,194.4
2017-07-29 22:33:40,0.0,3.02,4.53,1.859,86.3,59.4,155.6,150.2,174.4
2017-07-29 22:48:40,0.0,3.02,4.53,1.724,87.0,53.1,135.6,148.8,155.6
2017-07-29 23:03:40,0.0,3.52,4.53,1.643,87.4,49.4,126.9,148.8,135.6
2017-07-29 23:18:40,0.0,3.52,4.53,1.751,87.3,48.1,126.9,148.8,126.9
2017-07-29 23:33:40,0.0,3.02,5.03,1.8319999999999999,87.1,9.4,28.1,151.6,126.9
2017-07-29 23:48:40,0.0,3.52,5.03,1.615,87.9,6.9,21.9,150.2,30.6
2017-07-30 00:03:40,0.0,3.52,5.03,1.778,87.3,8.1,30.6,153.0,28.1
2017-07-30 00:18:40,0.0,3.52,5.03,1.561,88.1,4.4,16.9,150.2,21.9
2017-07-30 00:33:40,0.0,3.52,5.03,1.534,88.0,3.1,11.9,150.2,16.9
2017-07-30 00:48:40,0.0,3.52,5.03,1.615,87.8,1.9,6.9,150.2,11.9
2017-07-30 01:03:40,0.0,3.52,5.03,1.534,88.1,0.6,3.1,150.2,6.9
2017-07-30 01:18:40,0.0,4.03,5.54,1.643,87.8,0.6,3.1,151.6,3.1
2017-07-30 01:33:40,0.0,3.52,5.03,1.643,87.8,0.6,1.9,148.8,3.1
2017-07-30 01:48:40,0.0,3.52,5.03,1.588,88.0,0.6,1.9,148.8,1.9
2017-07-30 02:03:40,0.0,4.03,5.03,1.615,87.5,0.6,0.6,150.2,1.9
2017-07-30 02:18:40,0.0,4.03,5.03,1.588,87.1,0.6,0.6,151.6,0.6
2017-07-30 02:33:40,0.0,4.03,5.03,1.588,87.1,0.6,0.6,150.2,0.6
2017-07-30 02:48:40,0.0,4.03,5.03,1.615,87.0,0.6,0.6,148.8,0.6
2017-07-30 03:03:40,0.0,4.03,5.54,1.751,86.2,0.6,0.6,151.6,0.6
2017-07-30 03:18:40,0.0,4.53,6.04,1.8319999999999999,85.5,0.6,0.6,154.4,0.6
2017-07-30 03:33:40,0.0,4.53,5.54,1.778,85.8,0.6,0.6,153.0,0.6
2017-07-30 03:48:40,0.0,4.53,5.54,1.751,85.9,0.6,0.6,153.0,0.6
2017-07-30 04:03:40,0.0,4.03,6.04,1.643,86.5,0.6,0.6,151.6,0.6
2017-07-30 04:18:40,0.0,4.03,5.03,1.561,86.8,0.6,0.6,147.4,0.6
2017-07-30 04:33:40,0.0,4.03,5.03,1.615,86.5,0.6,1.9,148.8,1.9
2017-07-30 04:48:40,0.0,3.52,5.03,1.588,86.8,0.6,4.4,148.8,4.4
2017-07-30 05:03:40,0.0,4.03,5.54,1.588,86.9,1.9,8.1,147.4,6.9
2017-07-30 05:18:40,0.0,4.03,5.54,1.724,86.1,1.9,6.9,150.2,8.1
2017-07-30 05:33:40,0.0,4.03,5.54,1.751,85.8,3.1,11.9,148.8,11.9
2017-07-30 05:48:40,0.0,4.03,6.04,1.778,85.7,4.4,15.6,147.4,15.6
2017-07-30 06:03:40,0.0,4.53,6.04,1.724,85.9,5.6,25.6,147.4,25.6
2017-07-30 06:18:40,0.0,4.03,5.54,1.778,85.6,6.9,26.9,147.4,25.6
2017-07-30 06:33:40,0.0,4.03,6.04,1.913,84.8,6.9,29.4,151.6,25.6
2017-07-30 06:48:40,0.0,4.53,6.04,1.805,85.1,8.1,31.9,151.6,26.9
2017-07-30 07:03:40,0.0,4.53,6.54,1.886,84.7,8.1,30.6,153.0,29.4
2017-07-30 07:18:40,0.0,4.53,6.54,1.751,85.7,5.6,20.6,147.4,30.6
2017-07-30 07:33:40,0.0,4.53,6.54,1.643,86.2,6.9,24.4,148.8,31.9
2017-07-30 07:48:40,0.0,4.53,6.04,1.913,85.3,11.9,44.4,150.2,34.4
2017-07-30 08:03:40,0.0,4.53,6.54,1.94,84.8,11.9,34.4,150.2,44.4
2017-07-30 08:18:40,0.0,5.03,6.54,1.886,84.4,14.4,44.4,151.6,44.4
2017-07-30 08:33:40,0.0,5.03,7.55,2.503,81.3,61.9,228.1,151.6,184.4
2017-07-30 08:48:40,0.0,6.04,8.05,2.7439999999999998,79.4,75.6,284.4,155.8,228.1
2017-07-30 09:03:40,0.0,6.04,8.05,2.5839999999999996,79.2,85.6,311.9,158.6,228.1
2017-07-30 09:18:40,0.0,6.04,8.05,2.557,78.6,91.9,330.6,157.2,228.1
2017-07-30 09:33:40,0.0,6.04,8.05,2.021,80.9,55.6,184.4,157.2,228.1
2017-07-30 09:48:40,0.0,6.04,8.05,2.396,79.8,84.4,295.6,158.6,228.1
2017-07-30 10:03:40,0.0,6.04,8.05,2.209,80.4,71.9,54.4,160.0,184.4
2017-07-30 10:18:40,0.0,6.04,8.05,2.37,79.6,95.6,44.4,160.0,183.1
2017-07-30 10:33:40,0.0,6.04,8.05,2.343,79.7,113.1,103.1,161.5,183.1
2017-07-30 10:48:40,0.0,6.54,8.56,2.209,80.8,63.1,183.1,161.5,113.1
2017-07-30 11:03:40,0.0,6.04,8.05,2.396,80.0,85.6,113.1,162.9,113.1
2017-07-30 11:18:40,0.0,6.04,9.06,2.423,79.9,116.9,98.1,162.9,113.1
2017-07-30 11:33:40,0.0,6.04,8.05,2.503,79.9,121.9,425.6,164.3,183.1
2017-07-30 11:48:40,0.0,6.54,8.56,2.53,79.8,126.9,44.4,165.7,391.9
2017-07-30 12:03:40,0.0,6.54,8.56,2.7439999999999998,79.1,129.4,391.9,164.3,425.6
2017-07-30 12:18:40,0.0,6.54,8.05,2.877,78.6,131.9,470.6,164.3,470.6
2017-07-30 12:33:40,0.0,6.04,8.05,2.93,78.5,134.4,484.4,167.1,484.4
2017-07-30 12:48:40,0.0,6.04,8.56,3.036,78.3,136.9,496.9,165.7,496.9
2017-07-30 13:03:40,0.0,6.04,7.55,3.168,77.9,139.4,509.4,165.7,509.4
2017-07-30 13:18:40,0.0,5.54,7.55,3.089,78.4,143.1,523.1,164.3,509.4
2017-07-30 13:33:40,0.0,5.54,7.55,3.063,78.7,145.6,534.4,161.5,523.1
2017-07-30 13:48:40,0.0,5.54,7.55,3.168,78.4,149.4,543.1,160.0,534.4
2017-07-30 14:03:40,0.0,6.04,8.05,3.3539999999999996,77.2,150.6,551.9,162.9,534.4
2017-07-30 14:18:40,0.0,5.54,7.55,3.168,77.7,139.4,506.9,162.9,534.4
2017-07-30 14:33:40,0.0,5.54,7.55,3.301,77.5,153.1,554.4,162.9,543.1
2017-07-30 14:48:40,0.0,6.04,8.05,3.38,76.9,153.1,550.6,164.3,550.6
2017-07-30 15:03:40,0.0,5.54,7.55,3.406,76.9,151.9,178.1,165.7,551.9
2017-07-30 15:18:40,0.0,5.54,7.55,3.5639999999999996,75.9,153.1,81.9,167.1,553.1
2017-07-30 15:33:40,0.0,6.04,7.55,3.4330000000000003,76.5,153.1,553.1,165.7,554.4
2017-07-30 15:48:40,0.0,6.04,7.55,3.327,76.9,151.9,556.9,165.7,554.4
2017-07-30 16:03:40,0.0,6.04,7.55,3.406,76.6,156.9,566.9,165.7,553.1
2017-07-30 16:18:40,0.0,5.54,8.05,3.512,76.2,156.9,570.6,167.1,553.1
2017-07-30 16:33:40,0.0,5.54,7.05,3.5380000000000003,76.0,154.4,559.4,165.7,553.1
2017-07-30 16:48:40,0.0,5.54,7.05,3.722,75.0,148.1,528.1,167.1,553.1
2017-07-30 17:03:40,0.0,5.54,7.05,3.5639999999999996,75.7,141.9,501.9,167.1,528.1
2017-07-30 17:18:40,0.0,5.03,7.05,3.3539999999999996,77.1,114.4,404.4,164.3,501.9
2017-07-30 17:33:40,0.0,4.53,6.04,2.983,78.7,79.4,275.6,162.9,458.1
2017-07-30 17:48:40,0.0,5.03,6.54,3.089,78.3,86.9,291.9,162.9,456.9
2017-07-30 18:03:40,0.0,5.03,7.05,3.168,77.8,71.9,233.1,167.1,404.4
2017-07-30 18:18:40,0.0,5.03,7.05,3.512,76.3,133.1,456.9,167.1,329.4
2017-07-30 18:33:40,0.0,5.03,6.54,3.406,76.8,131.9,458.1,167.1,291.9
2017-07-30 18:48:40,0.0,5.03,6.54,3.142,77.8,94.4,329.4,164.3,275.6
2017-07-30 19:03:40,0.0,4.53,6.04,2.983,78.6,51.9,181.9,165.7,291.9
2017-07-30 19:18:40,0.0,4.53,6.54,2.823,79.2,43.1,150.6,165.7,329.4
2017-07-30 19:33:40,0.0,4.53,6.04,2.717,80.2,49.4,169.4,162.9,411.9
2017-07-30 19:48:40,0.0,4.53,6.04,2.93,79.4,63.1,216.9,162.9,355.6
2017-07-30 20:03:40,0.0,4.53,6.04,3.248,77.9,124.4,424.4,162.9,329.4
2017-07-30 20:18:40,0.0,4.53,6.04,3.5380000000000003,76.2,149.4,491.9,161.5,309.4
2017-07-30 20:33:40,0.0,4.53,6.04,3.485,76.3,129.4,411.9,162.9,309.4
2017-07-30 20:48:40,0.0,4.53,5.54,3.248,77.2,114.4,355.6,161.5,309.4
2017-07-30 21:03:40,0.0,4.53,6.04,3.301,77.4,103.1,309.4,161.5,309.4
2017-07-30 21:18:40,0.0,5.03,6.04,3.221,77.5,91.9,270.6,162.9,309.4
2017-07-30 21:33:40,0.0,4.53,6.54,3.301,76.9,83.1,239.4,162.9,270.6
2017-07-30 21:48:40,0.0,5.03,6.04,3.3539999999999996,76.2,74.4,216.9,164.3,239.4
2017-07-30 22:03:40,0.0,5.54,7.05,3.3539999999999996,76.2,66.9,194.4,167.1,216.9
2017-07-30 22:18:40,0.0,5.03,7.05,3.3539999999999996,76.2,60.6,174.4,168.5,194.4
2017-07-30 22:33:40,0.0,5.54,7.05,3.248,76.5,54.4,155.6,169.9,174.4
2017-07-30 22:48:40,0.0,5.54,7.05,3.063,77.5,48.1,135.6,167.1,155.6
2017-07-30 23:03:40,0.0,5.54,7.55,3.248,76.5,41.9,120.6,169.9,135.6
2017-07-30 23:18:40,0.0,5.54,7.55,3.248,76.5,35.6,100.6,169.9,120.6
2017-07-30 23:33:40,0.0,5.54,7.05,3.089,77.4,30.6,79.4,168.5,100.6
2017-07-30 23:48:40,0.0,5.54,7.05,3.116,77.5,25.6,63.1,167.1,79.4
2017-07-31 00:03:40,0.0,5.54,8.05,3.036,77.4,19.4,48.1,168.5,63.1
2017-07-31 00:18:40,0.0,5.54,7.05,3.089,77.0,14.4,34.4,167.1,48.1
2017-07-31 00:33:40,0.0,5.54,7.55,3.009,77.3,11.9,25.6,168.5,34.4
2017-07-31 00:48:40,0.0,5.54,7.55,2.983,77.3,8.1,18.1,168.5,25.6
2017-07-31 01:03:40,0.0,5.54,7.55,2.983,77.1,4.4,11.9,168.5,18.1
2017-07-31 01:18:40,0.0,5.54,7.55,2.93,77.4,3.1,8.1,167.1,11.9
2017-07-31 01:33:40,0.0,5.54,7.55,2.823,77.7,1.9,6.9,167.1,8.1
2017-07-31 01:48:40,0.0,5.54,7.05,2.717,77.7,0.6,4.4,167.1,6.9
2017-07-31 02:03:40,0.0,5.54,7.55,2.557,78.5,0.6,3.1,165.7,4.4
2017-07-31 02:18:40,0.0,5.54,7.05,2.423,79.2,0.6,1.9,164.3,3.1
2017-07-31 02:33:40,0.0,6.04,8.05,2.396,78.9,0.6,1.9,165.7,1.9
2017-07-31 02:48:40,0.0,6.04,7.55,2.343,79.2,0.6,0.6,164.3,1.9
2017-07-31 03:03:40,0.0,6.04,7.55,2.37,79.2,0.6,0.6,164.3,1.9
2017-07-31 03:18:40,0.0,6.04,7.55,2.423,78.6,0.6,0.6,164.3,1.9
2017-07-31 03:33:40,0.0,6.04,8.05,2.209,79.4,0.6,0.6,162.9,1.9
2017-07-31 03:48:40,0.0,6.04,7.55,2.2359999999999998,79.1,0.6,0.6,162.9,1.9
2017-07-31 04:03:40,0.0,6.04,8.05,2.2359999999999998,78.8,0.6,1.9,164.3,1.9
2017-07-31 04:18:40,0.0,6.04,8.05,2.155,79.0,0.6,1.9,162.9,1.9
2017-07-31 04:33:40,0.0,6.54,8.56,2.128,78.8,0.6,3.1,162.9,3.1
2017-07-31 04:48:40,0.0,6.54,8.56,1.9669999999999999,79.3,0.6,4.4,161.5,4.4
2017-07-31 05:03:40,0.0,6.54,8.56,1.994,78.8,0.6,4.4,161.5,4.4
2017-07-31 05:18:40,0.0,6.54,8.05,1.886,79.2,1.9,6.9,161.5,6.9
2017-07-31 05:33:40,0.0,6.54,9.06,1.9669999999999999,78.1,3.1,10.6,162.9,10.6
2017-07-31 05:48:40,0.0,6.54,9.06,2.128,77.2,4.4,15.6,164.3,15.6
2017-07-31 06:03:40,0.0,7.05,9.06,2.262,76.3,8.1,26.9,165.7,26.9
2017-07-31 06:18:40,0.0,7.05,9.06,2.316,75.6,10.6,38.1,167.1,38.1
2017-07-31 06:33:40,0.0,7.05,9.56,2.2359999999999998,75.7,13.1,44.4,167.1,44.4
2017-07-31 06:48:40,0.0,7.05,9.56,2.262,75.0,16.9,58.1,167.1,58.1
2017-07-31 07:03:40,0.0,7.05,9.06,2.262,74.8,21.9,78.1,164.3,78.1
2017-07-31 07:18:40,0.0,7.05,9.06,2.182,75.2,28.1,98.1,162.9,98.1
2017-07-31 07:33:40,0.0,7.05,9.56,2.182,75.2,34.4,118.1,164.3,118.1
2017-07-31 07:48:40,0.0,7.55,9.56,2.289,73.9,39.4,135.6,164.3,135.6
2017-07-31 08:03:40,0.0,7.55,10.07,2.396,73.9,45.6,153.1,164.3,153.1
2017-07-31 08:18:40,0.0,7.55,10.57,2.289,74.3,49.4,169.4,162.9,153.1
2017-07-31 08:33:40,0.0,7.55,10.57,2.37,73.5,55.6,189.4,162.9,169.4
2017-07-31 08:48:40,0.0,7.55,10.07,2.477,73.4,64.4,218.1,164.3,169.4
2017-07-31 09:03:40,0.0,7.55,10.07,2.61,72.9,74.4,253.1,164.3,169.4
2017-07-31 09:18:40,0.0,7.55,10.07,2.503,73.0,48.1,153.1,165.7,169.4
2017-07-31 09:33:40,0.0,7.05,9.56,2.717,72.6,78.1,244.4,165.7,169.4
2017-07-31 09:48:40,0.0,7.05,9.06,2.262,74.3,38.1,103.1,167.1,153.1
2017-07-31 10:03:40,0.0,7.05,9.06,2.316,74.4,44.4,81.9,165.7,103.1
2017-07-31 10:18:40,0.0,7.05,9.06,2.423,74.0,94.4,71.9,165.7,103.1
2017-07-31 10:33:40,0.0,6.54,9.06,2.37,74.8,113.1,69.4,164.3,103.1
2017-07-31 10:48:40,0.0,7.05,8.56,2.396,74.6,89.4,71.9,167.1,103.1
2017-07-31 11:03:40,0.0,7.05,9.06,2.477,74.3,86.9,83.1,167.1,103.1
2017-07-31 11:18:40,0.0,7.05,9.06,2.6639999999999997,73.8,145.6,120.6,165.7,120.6
2017-07-31 11:33:40,0.0,7.05,9.56,2.7439999999999998,73.6,131.9,431.9,167.1,153.1
2017-07-31 11:48:40,0.0,6.54,9.06,2.823,73.6,148.1,153.1,167.1,373.1
2017-07-31 12:03:40,0.0,6.54,10.07,2.85,73.3,146.9,373.1,169.9,431.9
2017-07-31 12:18:40,0.0,6.54,9.06,3.009,73.1,163.1,539.4,168.5,506.9
2017-07-31 12:33:40,0.0,6.54,8.05,3.063,73.7,156.9,519.4,167.1,519.4
2017-07-31 12:48:40,0.0,6.04,8.05,2.9560000000000004,74.5,154.4,506.9,165.7,519.4
2017-07-31 13:03:40,0.0,6.04,7.55,3.327,73.1,160.6,530.6,165.7,530.6
2017-07-31 13:18:40,0.0,5.54,8.05,3.406,73.1,171.9,569.4,164.3,530.6
2017-07-31 13:33:40,0.0,6.04,8.05,3.4589999999999996,73.1,173.1,565.6,165.7,530.6
2017-07-31 13:48:40,0.0,6.04,8.05,3.4589999999999996,73.1,158.1,514.4,165.7,530.6
2017-07-31 14:03:40,0.0,5.54,8.05,3.4330000000000003,73.6,163.1,530.6,164.3,530.6
2017-07-31 14:18:40,0.0,5.54,7.55,3.4589999999999996,73.7,166.9,543.1,162.9,530.6
2017-07-31 14:33:40,0.0,5.54,7.05,3.142,75.3,111.9,351.9,162.9,543.1
2017-07-31 14:48:40,0.0,5.03,6.54,3.406,75.0,194.4,614.4,161.5,530.6
2017-07-31 15:03:40,0.0,5.03,6.54,3.485,74.5,204.4,143.1,162.9,518.1
2017-07-31 15:18:40,0.0,5.03,6.54,3.406,75.1,203.1,151.9,162.9,530.6
2017-07-31 15:33:40,0.0,5.03,6.54,3.327,75.5,180.6,555.6,115.1,543.1
2017-07-31 15:48:40,0.0,5.03,7.05,3.116,76.8,130.6,396.9,96.9,541.9
2017-07-31 16:03:40,0.0,5.03,7.05,3.168,76.4,171.9,518.1,99.7,543.1
2017-07-31 16:18:40,0.0,5.03,6.54,3.327,76.1,194.4,586.9,99.7,541.9
2017-07-31 16:33:40,0.0,5.03,6.54,3.38,75.8,190.6,579.4,96.9,541.9
2017-07-31 16:48:40,0.0,4.53,6.04,3.3539999999999996,76.4,183.1,541.9,96.9,541.9
2017-07-31 17:04:18,NaN,4.53,6.04,3.168,77.3,169.4,543.1,96.9,540.6
2017-07-31 17:19:18,0.0,4.53,6.04,3.327,76.7,183.1,539.4,98.3,540.6
2017-07-31 17:34:18,0.0,4.53,6.54,3.195,77.5,184.4,540.6,99.7,540.6
2017-07-31 17:49:18,0.0,4.53,6.04,3.195,77.5,161.9,468.1,98.3,539.4
2017-07-31 18:04:18,0.0,4.53,6.04,3.063,77.8,170.6,451.9,95.5,479.4
2017-07-31 18:19:18,0.0,4.53,6.04,3.116,77.9,168.1,479.4,94.1,468.1
2017-07-31 18:34:18,0.0,4.53,6.54,3.195,77.5,163.1,464.4,94.1,464.4
