"TOA5","SpareLogger","CR1000","88271","CR1000.Std.32.02","CPU:LC2_15min_allData.CR1","9483","Table1"
"TIMESTAMP","RECORD","BattV","PTemp_C","Stage","Freq","Amp","SNRat","NFreq","DRat","TR","TT","Digits","Lvl"
"TS","RN","Volts","Deg C","in","Hz","mV RMS","","Hz","","ohms","deg C","digits","ft"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2018-07-19 19:45:00",0,14.06,6.222,65.49,2929,2.938,559.8,3293,0.672,7999,-0.62,8578.498,-130.6
"2018-07-19 20:00:00",1,14.09,6.199,65.67,2928,2.938,643.6,2753,0.672,7999,-0.622,8575.482,-132.3
"2018-07-19 20:15:00",2,14.13,5.96,66.26,2928,2.875,598.9,3315,0.672,7999,-0.623,8574.076,-133.1
"2018-07-19 20:30:00",3,14.13,5.7,66.65,2928,2.875,647.9,3253,0.672,7999,-0.625,8573.936,-133.2
"2018-07-19 20:45:00",4,14.14,5.42,67.25,2928,2.938,839,3182,0.672,7999,-0.628,8575.51,-132.3
"2018-07-19 21:00:00",5,14.15,5.225,68.15,2929,2.938,557.3,2703,0.672,7999,-0.632,8577.888,-131
"2018-07-19 21:15:00",6,14.15,5.097,68.74,2929,2.875,417.9,2552,0.672,7999,-0.637,8581.387,-129
"2018-07-19 21:30:00",7,14.16,4.902,69.34,2930,2.75,275.7,3305,0.672,7999,-0.641,8585.11,-126.9
"2018-07-19 21:45:00",8,14.18,4.6,69.98,2931,2.75,333.8,3326,0.672,7999,-0.645,8590.525,-123.8
"2018-07-19 22:00:00",9,14.17,4.342,70.73,2932,2.813,643.6,3083,0.672,7999,-0.645,8596.635,-120.4
"2018-07-19 22:15:00",10,14.18,4.299,71.42,2933,2.688,333.8,3291,0.672,7999,-0.644,8602.508,-117.1
"2018-07-19 22:30:00",11,14.2,4.342,71.91,2934,2.625,271.4,3283,0.672,7999,-0.646,8608.575,-113.7
"2018-07-19 22:45:00",12,14.02,4.342,72.16,2935,2.813,432.3,3148,0.672,7999,-0.647,8614.522,-110.3
"2018-07-19 23:00:00",13,13.98,4.193,72.59,2936,2.875,442.1,2648,0.672,7999,-0.648,8620.829,-106.7
"2018-07-19 23:15:00",14,13.97,4.127,73.04,2937,2.75,450.1,3600,0.672,7999,-0.648,8626.234,-103.7
"2018-07-19 23:30:00",15,13.94,4.084,73.3,2938,2.813,316.9,3271,0.672,7999,-0.648,8632.577,-100.1
"2018-07-19 23:45:00",16,13.95,3.784,73.52,2939,2.875,824,2718,0.672,7999,-0.65,8638.124,-97
"2018-07-20 00:00:00",17,14.06,3.506,73.66,2940,2.688,474,3600,0.672,7999,-0.65,8643.863,-93.8
"2018-07-20 00:15:00",18,14.05,3.165,74.03,2941,2.688,217.7,3259,0.672,7999,-0.651,8649.903,-90.3
"2018-07-20 00:30:00",19,14.05,3.057,74.42,2942,2.938,524.5,3214,0.672,7999,-0.654,8656.453,-86.6
"2018-07-20 00:45:00",20,14.05,3.014,74.58,2943,2.938,347.5,3256,0.672,7999,-0.654,8662.453,-83.3
"2018-07-20 01:00:00",21,14.05,2.887,74.86,2944,2.813,215.8,3264,0.672,7999,-0.654,8669.146,-79.48
"2018-07-20 01:15:00",22,13.84,2.715,75.07,2945,2.875,315.5,3301,0.672,7999,-0.653,8674.682,-76.36
"2018-07-20 01:30:00",23,13.59,2.503,75.32,2946,2.875,448.1,3353,0.672,7999,-0.653,8681.154,-72.71
"2018-07-20 01:45:00",24,13.49,2.311,75.54,2947,2.688,310.6,3377,0.672,7999,-0.654,8687.542,-69.1
"2018-07-20 02:00:00",25,13.42,2.119,75.79,2949,2.75,326.3,3391,0.672,7999,-0.655,8694.129,-65.39
"2018-07-20 02:15:00",26,13.37,1.821,76.06,2950,2.938,882,3168,0.672,7999,-0.658,8700.452,-61.82
"2018-07-20 02:30:00",27,13.34,1.543,76.26,2951,2.813,323.4,3422,0.672,7999,-0.66,8707.003,-58.12
"2018-07-20 02:45:00",28,13.32,1.288,76.5,2952,2.75,290.3,3431,0.672,7999,-0.661,8713.508,-54.45
"2018-07-20 03:00:00",29,13.3,1.075,76.65,2953,2.875,765.2,2686,0.672,7999,-0.664,8720.121,-50.72
"2018-07-20 03:15:00",30,13.3,0.946,76.85,2954,2.688,388.9,3445,0.672,7999,-0.665,8726.38,-47.19
"2018-07-20 03:30:00",31,13.29,0.863,77.03,2955,2.563,296.9,3444,0.672,7999,-0.669,8732.96,-43.47
"2018-07-20 03:45:00",32,13.28,0.903,77.21,2956,2.813,632.1,2622,0.672,7999,-0.668,8739.32,-39.88
"2018-07-20 04:00:00",33,13.28,0.926,77.21,2957,2.813,530.4,3255,0.672,7999,-0.672,8745.3,-36.51
"2018-07-20 04:15:00",34,13.27,0.926,77.13,2958,2.688,366.8,3450,0.672,7999,-0.673,8750.839,-33.38
"2018-07-20 04:30:00",35,13.27,1.075,77.06,2959,2.75,380.3,3406,0.672,7999,-0.674,8756.502,-30.19
"2018-07-20 04:45:00",36,13.27,1.159,76.97,2960,2.813,534,3132,0.672,7999,-0.668,8761.586,-27.32
"2018-07-20 05:00:00",37,13.27,1.202,77,2961,2.75,464.5,3453,0.672,7999,-0.668,8766.493,-24.55
"2018-07-20 05:15:00",38,13.26,1.351,77.12,2962,2.563,294.3,3445,0.672,7999,-0.671,8771.522,-21.71
"2018-07-20 05:30:00",39,13.26,1.48,77.06,2962,2.625,313.4,3438,0.672,7999,-0.669,8776.356,-18.98
"2018-07-20 05:45:00",40,13.26,1.523,76.95,2963,2.813,616.7,3441,0.68,7999,-0.665,8780.926,-16.41
"2018-07-20 06:00:00",41,13.25,1.5,76.93,2964,2.875,607,3259,0.672,7999,-0.666,8785.37,-13.9
"2018-07-20 06:15:00",42,13.25,1.48,76.97,2965,2.875,366,3450,0.672,7999,-0.673,8788.855,-11.93
"2018-07-20 06:30:00",43,13.25,1.437,76.89,2965,2.75,351.5,3432,0.672,7999,-0.67,8792.816,-9.7
"2018-07-20 06:45:00",44,13.25,1.33,76.8,2966,2.813,381.1,3600,0.672,7999,-0.677,8796.374,-7.689
"2018-07-20 07:00:00",45,13.25,1.245,76.75,2966,2.875,405.9,2634,0.672,7999,-0.675,8799.601,-5.868
"2018-07-20 07:15:00",46,13.25,1.159,76.85,2967,2.875,872,3241,0.672,7999,-0.668,8803.282,-3.791
"2018-07-20 07:30:00",47,13.26,1.096,76.94,2968,2.813,615.3,2653,0.672,7999,-0.663,8806.782,-1.816
"2018-07-20 07:45:00",48,13.26,1.032,76.99,2968,2.688,408.6,3600,0.672,7999,-0.662,8811.095,0.618
"2018-07-20 08:00:00",49,13.27,0.969,77.03,2969,2.625,315.5,3442,0.672,7999,-0.657,8814.322,2.439
"2018-07-20 08:15:00",50,13.28,0.903,77.09,2969,2.625,305.7,3428,0.672,7999,-0.662,8815.496,3.101
"2018-07-20 08:30:00",51,13.28,0.863,77.15,2969,2.625,345.2,3456,0.672,7999,-0.662,8815.515,3.112
"2018-07-20 08:45:00",52,13.29,0.82,77.22,2969,2.625,324.9,3445,0.672,7999,-0.661,8815.473,3.088
"2018-07-20 09:00:00",53,13.32,0.82,77.23,2969,2.625,319.1,3439,0.672,7999,-0.661,8815.513,3.111
"2018-07-20 09:15:00",54,13.34,0.82,77.23,2969,2.625,283.9,3437,0.672,7999,-0.662,8815.489,3.098
"2018-07-20 09:30:00",55,13.4,0.84,77.23,2969,2.625,270.2,3423,0.672,7999,-0.661,8815.515,3.112
"2018-07-20 09:45:00",56,13.72,0.903,77.23,2969,2.625,263,3353,0.672,7999,-0.66,8815.454,3.078
"2018-07-20 10:00:00",57,14.27,1.245,77.1,2969,2.625,188.5,3230,0.672,7999,-0.66,8815.437,3.068
"2018-07-20 10:15:00",58,14.29,1.437,76.84,2969,2.625,219.2,3253,0.672,7999,-0.658,8815.409,3.052
"2018-07-20 10:30:00",59,14.23,1.437,76.64,2969,2.563,183.5,3244,0.664,7999,-0.655,8815.274,2.976
"2018-07-20 10:45:00",60,14.17,1.416,76.52,2969,2.625,200.8,3253,0.672,7999,-0.654,8815.376,3.034
"2018-07-20 11:00:00",61,14.13,1.351,76.44,2969,2.625,546.1,3695,0.672,7999,-0.653,8815.345,3.016
"2018-07-20 11:15:00",62,14.21,1.308,76.41,2969,2.625,233.4,3255,0.672,7999,-0.654,8815.416,3.056
"2018-07-20 11:30:00",63,14.24,1.33,76.5,2969,2.625,182.7,3239,0.672,7999,-0.654,8815.376,3.034
"2018-07-20 11:45:00",64,14.22,1.416,76.54,2969,2.563,212.4,3249,0.664,7999,-0.654,8815.294,2.987
"2018-07-20 12:00:00",65,14.22,1.543,76.54,2969,2.625,198.5,3241,0.664,7999,-0.654,8815.387,3.04
"2018-07-20 12:15:00",66,14.2,1.629,76.5,2969,2.563,192.4,3226,0.672,7999,-0.655,8815.263,2.97
"2018-07-20 12:30:00",67,14.21,1.629,76.42,2969,2.625,221.7,3250,0.664,7999,-0.652,8815.161,2.912
"2018-07-20 12:45:00",68,14.2,1.692,76.42,2969,2.625,203.1,3246,0.672,7999,-0.651,8815.223,2.947
"2018-07-20 13:00:00",69,14.19,1.755,76.35,2969,2.563,201.2,3239,0.664,7999,-0.65,8815.157,2.91
"2018-07-20 13:15:00",70,14.2,1.821,76.29,2969,2.563,178.6,3241,0.664,7999,-0.65,8815.136,2.898
"2018-07-20 13:30:00",71,14.2,1.884,76.16,2969,2.563,187.3,3221,0.672,7999,-0.649,8815.19,2.929
"2018-07-20 13:45:00",72,14.2,2.053,75.96,2969,2.625,198.5,3234,0.688,7999,-0.648,8815.155,2.909
"2018-07-20 14:00:00",73,14.18,2.162,75.8,2969,2.625,472.9,2384,0.672,7999,-0.647,8815.022,2.834
"2018-07-20 14:15:00",74,14.18,2.182,75.49,2969,2.563,179.4,3225,0.664,7999,-0.646,8815.01,2.827
"2018-07-20 14:30:00",75,14.18,2.182,75.38,2969,2.563,181.1,3224,0.656,7999,-0.645,8814.951,2.794
"2018-07-20 14:45:00",76,14.18,2.203,75.24,2969,2.563,185.2,3226,0.656,7999,-0.643,8814.831,2.726
"2018-07-20 15:00:00",77,14.18,2.268,75.21,2969,2.625,471.9,2394,0.672,7999,-0.642,8814.796,2.706
"2018-07-20 15:15:00",78,14.18,2.245,75.05,2969,2.563,195,3244,0.664,7999,-0.642,8814.826,2.723
"2018-07-20 15:30:00",79,14.18,2.245,75.11,2969,2.563,182.7,3235,0.664,7999,-0.641,8814.968,2.803
"2018-07-20 15:45:00",80,14.18,2.288,75.15,2969,2.625,212.4,3247,0.664,7999,-0.641,8815.041,2.845
"2018-07-20 16:00:00",81,14.18,2.417,75.36,2969,2.563,388,2486,0.664,7999,-0.641,8814.709,2.657
"2018-07-20 16:15:00",82,14.18,2.48,75.24,2969,2.563,212.9,3247,0.664,7999,-0.64,8814.983,2.812
"2018-07-20 16:30:00",83,14.18,2.48,75.29,2969,2.938,205.8,3244,0.695,7999,-0.641,8814.948,2.792
"2018-07-20 16:45:00",84,14.18,2.503,75.24,2969,2.625,188.1,3234,0.664,7999,-0.64,8814.999,2.821
"2018-07-20 17:00:00",85,14.18,2.544,75.2,2969,2.563,413.2,3529,0.672,7999,-0.641,8814.987,2.814
"2018-07-20 17:15:00",86,14.18,2.544,75.16,2969,2.563,203.1,3223,0.656,7999,-0.641,8814.693,2.648
"2018-07-20 17:30:00",87,14.18,2.587,75.21,2969,2.563,208.1,3251,0.664,7999,-0.642,8814.062,2.292
"2018-07-20 17:45:00",88,14.18,2.672,75.16,2969,2.625,426.5,3600,0.695,7999,-0.643,8814.696,2.65
"2018-07-20 18:00:00",89,14.16,2.779,75.14,2969,2.563,192,3241,0.672,7999,-0.643,8814.849,2.736
"2018-07-20 18:15:00",90,14.16,3.014,75.42,2969,2.625,366,3480,0.656,7999,-0.643,8814.745,2.678
"2018-07-20 18:30:00",91,14.16,3.271,75.44,2969,2.563,446.1,3600,0.656,7999,-0.644,8814.819,2.72
"2018-07-20 18:45:00",92,14.16,3.357,75.39,2969,2.625,495.8,3652,0.68,7999,-0.645,8814.874,2.75
"2018-07-20 19:00:00",93,14.18,3.228,75.33,2969,2.563,394.2,3600,0.672,7999,-0.645,8813.997,2.256
"2018-07-20 19:15:00",94,14.66,3.079,75.36,2969,2.5,414.2,3600,0.641,7999,-0.645,8813.695,2.085
"2018-07-20 19:30:00",95,14.59,3.014,75.49,2969,2.563,406.8,3504,0.648,7999,-0.645,8813.81,2.15
"2018-07-20 19:45:00",96,14.58,3.036,75.54,2969,2.563,215.8,3287,0.672,7999,-0.645,8814.227,2.385
"2018-07-20 20:00:00",97,14.58,3.014,75.48,2969,2.563,183.1,3280,0.664,7999,-0.645,8814.597,2.594
"2018-07-20 20:15:00",98,14.58,3.057,75.45,2969,2.563,260,3296,0.688,7999,-0.643,8813.916,2.21
"2018-07-20 20:30:00",99,14.58,3.057,75.33,2969,2.313,197.2,3281,0.602,7999,-0.643,8814.203,2.372
"2018-07-20 20:45:00",100,14.59,3.014,75.29,2969,2.563,236.1,3287,0.664,7999,-0.642,8814.151,2.343
"2018-07-20 21:00:00",101,14.59,2.93,75.36,2969,2.625,424.6,2451,0.664,7999,-0.642,8814.474,2.524
"2018-07-20 21:15:00",102,14.18,2.801,75.44,2969,2.625,547.4,3704,0.672,7999,-0.641,8815.031,2.839
"2018-07-20 21:30:00",103,14.2,2.652,75.58,2969,2.563,439.1,3600,0.664,7999,-0.642,8814.842,2.732
"2018-07-20 21:45:00",104,14.2,2.503,75.58,2969,2.625,188.5,3220,0.656,7999,-0.641,8814.928,2.781
"2018-07-20 22:00:00",105,14.2,2.395,75.71,2969,2.563,195.9,3240,0.672,7999,-0.644,8814.886,2.757
"2018-07-20 22:15:00",106,14.18,2.438,75.83,2969,2.563,182.7,3216,0.648,7999,-0.646,8814.745,2.678
"2018-07-20 22:30:00",107,14.21,2.374,74.55,2969,2.563,203.5,3259,0.664,7999,-0.646,8814.871,2.749
"2018-07-20 22:45:00",108,14.19,2.311,74.54,2969,2.625,203.1,3245,0.68,7999,-0.645,8814.755,2.683
"2018-07-20 23:00:00",109,14.09,2.245,74.68,2969,2.563,217.7,3262,0.656,7999,-0.647,8814.717,2.662
"2018-07-20 23:15:00",110,14.12,2.182,74.9,2969,2.625,204.9,3252,0.664,7999,-0.648,8815.096,2.875
"2018-07-20 23:30:00",111,14.04,2.245,75.15,2969,2.563,206.7,3268,0.672,7999,-0.649,8815.058,2.854
"2018-07-20 23:45:00",112,13.99,2.374,75.33,2969,2.563,232.4,3277,0.688,7999,-0.65,8814.98,2.81
"2018-07-21 00:00:00",113,13.94,2.374,75.33,2969,2.625,229.3,3289,0.664,7999,-0.651,8814.957,2.797
"2018-07-21 00:15:00",114,14.01,2.203,75.27,2969,2.625,215.8,3275,0.672,7999,-0.652,8814.99,2.816
"2018-07-21 00:30:00",115,14.04,1.97,75.36,2969,2.563,207.2,3279,0.664,7999,-0.653,8814.925,2.779
"2018-07-21 00:45:00",116,13.97,1.755,75.48,2969,2.563,224.2,3293,0.664,7999,-0.653,8814.838,2.73
"2018-07-21 01:00:00",117,13.6,1.565,75.67,2969,2.625,211.9,3367,0.672,7999,-0.653,8815.115,2.887
"2018-07-21 01:15:00",118,13.47,1.416,75.75,2969,2.563,312,3395,0.656,7999,-0.654,8814.788,2.702
"2018-07-21 01:30:00",119,13.41,1.288,75.97,2969,2.625,272,3413,0.664,7999,-0.654,8815.045,2.847
"2018-07-21 01:45:00",120,13.36,1.181,76.04,2969,2.563,301.6,3426,0.664,7999,-0.654,8814.894,2.761
"2018-07-21 02:00:00",121,13.33,1.096,76.14,2969,2.625,285.2,3437,0.664,7999,-0.655,8815.1,2.878
"2018-07-21 02:15:00",122,13.32,1.032,76.3,2969,2.563,319.1,3446,0.664,7999,-0.656,8815.189,2.928
"2018-07-21 02:30:00",123,13.3,0.989,76.35,2969,2.625,357.1,3452,0.664,7999,-0.656,8815.207,2.938
"2018-07-21 02:45:00",124,13.29,0.989,76.6,2969,2.563,249.2,3446,0.656,7999,-0.657,8815.251,2.963
"2018-07-21 03:00:00",125,13.28,0.946,76.73,2969,2.625,297.6,3459,0.664,7999,-0.658,8815.28,2.98
"2018-07-21 03:15:00",126,13.28,0.903,76.82,2969,2.563,307.8,3413,0.656,7999,-0.659,8815.141,2.901
"2018-07-21 03:30:00",127,13.27,0.863,76.88,2969,2.563,303.7,3445,0.664,7999,-0.659,8815.176,2.921
"2018-07-21 03:45:00",128,13.27,0.84,76.97,2969,2.563,319.1,3426,0.664,7999,-0.66,8815.297,2.989
"2018-07-21 04:00:00",129,13.27,0.82,77.09,2969,2.625,314.1,3441,0.664,7999,-0.661,8815.307,2.995
"2018-07-21 04:15:00",130,13.26,0.734,77.23,2969,2.625,313.4,3439,0.664,7999,-0.662,8815.27,2.974
"2018-07-21 04:30:00",131,13.26,0.565,77.38,2969,2.625,324.1,3413,0.672,7999,-0.663,8815.322,3.003
"2018-07-21 04:45:00",132,13.26,0.373,77.59,2969,2.625,314.1,3447,0.672,7999,-0.665,8815.377,3.034
"2018-07-21 05:00:00",133,13.25,0.203,77.88,2969,2.625,310.6,3398,0.664,7999,-0.666,8815.421,3.059
"2018-07-21 05:15:00",134,13.26,0.031,78.18,2969,2.563,352.3,3456,0.664,7999,-0.667,8815.357,3.023
"2018-07-21 05:30:00",135,13.27,-0.012,78.49,2969,2.563,346,3441,0.664,7999,-0.669,8815.409,3.052
"2018-07-21 05:45:00",136,13.28,-0.012,78.79,2969,2.625,322,3441,0.664,7999,-0.671,8815.397,3.046
"2018-07-21 06:00:00",137,13.29,0.031,79.04,2969,2.625,355.5,3492,0.664,7999,-0.672,8815.434,3.066
"2018-07-21 06:15:00",138,13.31,0.097,79.21,2969,2.563,314.1,3430,0.664,7999,-0.674,8815.451,3.076
"2018-07-21 06:30:00",139,13.33,0.223,79.38,2969,2.563,296.9,3449,0.664,7999,-0.675,8815.454,3.078
"2018-07-21 06:45:00",140,13.36,0.415,79.51,2969,2.563,264.8,3440,0.664,7999,-0.676,8815.445,3.073
"2018-07-21 07:00:00",141,13.39,0.565,79.6,2969,2.563,270.8,3430,0.664,7999,-0.677,8815.499,3.103
"2018-07-21 07:15:00",142,13.45,0.648,79.49,2969,2.625,291,3415,0.664,7999,-0.678,8815.477,3.09
"2018-07-21 07:30:00",143,13.9,0.777,79.38,2969,2.563,493.6,3628,0.672,7999,-0.678,8815.473,3.088
"2018-07-21 07:45:00",144,14.08,0.757,79.38,2969,2.563,183.1,3281,0.664,7999,-0.678,8815.473,3.088
"2018-07-21 08:00:00",145,14.07,0.648,79.3,2969,2.625,217.7,3286,0.672,7999,-0.678,8815.486,3.096
"2018-07-21 08:15:00",146,14.02,1.053,79.23,2969,2.563,206.3,3286,0.672,7999,-0.678,8815.464,3.083
"2018-07-21 08:30:00",147,14.04,1.5,79.25,2969,2.563,210.5,3276,0.664,7999,-0.678,8815.48,3.093
"2018-07-21 08:45:00",148,14.02,1.927,79.13,2969,2.625,205.8,3271,0.672,7999,-0.676,8815.495,3.101
"2018-07-21 09:00:00",149,14.08,2.162,78.99,2969,2.563,192,3257,0.664,7999,-0.675,8815.428,3.063
"2018-07-21 09:15:00",150,14.04,2.609,78.86,2969,2.563,491.4,3635,0.664,7999,-0.673,8815.441,3.071
"2018-07-21 09:30:00",151,14.04,2.971,78.7,2969,2.563,542.5,3722,0.664,7999,-0.672,8815.458,3.08
"2018-07-21 09:45:00",152,14.05,3.357,78.61,2969,2.563,371,3470,0.664,7999,-0.671,8815.416,3.056
"2018-07-21 10:00:00",153,14.05,3.85,78.73,2969,2.625,495.8,3632,0.672,7999,-0.67,8815.505,3.106
"2018-07-21 10:15:00",154,14.11,4.451,78.54,2969,2.563,247.5,3303,0.664,7999,-0.669,8815.4,3.047
"2018-07-21 10:30:00",155,14.06,5.397,79.04,2969,2.563,252,3310,0.656,7999,-0.667,8815.415,3.056
"2018-07-21 10:45:00",156,14.05,6.439,79.16,2969,2.563,222.7,3294,0.656,7999,-0.665,8815.403,3.049
"2018-07-21 11:00:00",157,14.04,6.918,78.91,2969,2.563,224.2,3301,0.672,7999,-0.664,8815.374,3.033
"2018-07-21 11:15:00",158,14.08,7.094,78.57,2969,2.563,451.1,3586,0.664,7999,-0.663,8815.421,3.059
"2018-07-21 11:30:00",159,14.09,7.071,78.41,2969,2.563,235.5,3299,0.664,7999,-0.662,8815.376,3.034
"2018-07-21 11:45:00",160,14.12,7.202,78.36,2969,2.563,209.6,3282,0.664,7999,-0.659,8815.294,2.987
"2018-07-21 12:00:00",161,14.12,7.356,78.14,2969,2.625,263,3295,0.672,7999,-0.658,8815.299,2.99
"2018-07-21 12:15:00",162,14.12,7.464,78.05,2969,2.625,199.9,3289,0.672,7999,-0.655,8815.286,2.983
"2018-07-21 12:30:00",163,14.11,7.839,78.02,2969,2.563,231.3,3289,0.672,7999,-0.654,8814.958,2.798
"2018-07-21 12:45:00",164,14.1,8.59,77.92,2969,2.563,239.8,3332,0.664,7999,-0.652,8815.251,2.963
"2018-07-21 13:00:00",165,14.12,8.5,77.54,2969,2.563,252,3327,0.672,7999,-0.651,8815.206,2.938
"2018-07-21 13:15:00",166,14.12,8.3,77.49,2969,2.625,228.8,3323,0.68,7999,-0.65,8815.229,2.95
"2018-07-21 13:30:00",167,14.12,8.04,77.29,2969,2.563,222.2,3284,0.664,7999,-0.648,8814.974,2.807
"2018-07-21 13:45:00",168,14.13,7.774,77.12,2969,2.563,218.7,3287,0.664,7999,-0.646,8815.126,2.893
"2018-07-21 14:00:00",169,14.13,7.444,76.96,2969,2.563,223.7,3289,0.672,7999,-0.645,8815.116,2.887
"2018-07-21 14:15:00",170,14.13,6.766,76.44,2969,2.688,245.3,3305,0.656,7999,-0.644,8815.178,2.922
"2018-07-21 14:30:00",171,14.15,5.96,76.19,2969,2.625,236.6,3308,0.781,7999,-0.643,8815.142,2.901
"2018-07-21 14:45:00",172,14.15,5.268,75.93,2969,2.625,266,3339,0.664,7999,-0.64,8815.323,3.004
"2018-07-21 15:00:00",173,14.17,4.751,75.5,2969,2.688,224.7,3308,0.664,7999,-0.638,8814.942,2.789
"2018-07-21 15:15:00",174,14.16,4.365,75.08,2969,2.563,270.8,3332,0.648,7999,-0.634,8814.796,2.706
"2018-07-21 15:30:00",175,14.18,4.084,74.87,2969,2.563,215.8,3266,0.656,7999,-0.633,8815.055,2.852
"2018-07-21 15:45:00",176,14.15,3.956,74.73,2969,2.5,376.9,3470,0.633,7999,-0.631,8814.947,2.792
"2018-07-21 16:00:00",177,14.15,4.127,74.69,2969,2.563,222.7,3272,0.625,7999,-0.628,8814.625,2.61
"2018-07-21 16:15:00",178,14.15,4.127,73.95,2969,2.438,242,3296,0.648,7999,-0.627,8815.003,2.823
"2018-07-21 16:30:00",179,14.15,4.127,74.09,2969,2.625,280.7,3357,0.664,7999,-0.624,8814.865,2.745
"2018-07-21 16:45:00",180,14.14,4.428,74.35,2969,2.5,261.2,3333,0.656,7999,-0.623,8814.786,2.701
"2018-07-21 17:00:00",181,14.14,4.751,74.47,2968,2.813,535.2,2728,0.664,7999,-0.64,8806.413,-2.024
"2018-07-21 17:15:00",182,14.13,4.923,74.24,2966,2.813,282.6,3309,0.664,7999,-0.639,8797.237,-7.202
"2018-07-21 17:30:00",183,14.15,4.988,73.64,2965,2.813,293,3303,0.664,7999,-0.641,8788.681,-12.03
"2018-07-21 17:45:00",184,14.15,4.728,73.07,2963,2.813,488.1,2689,0.672,7999,-0.641,8780.534,-16.63
"2018-07-21 18:00:00",185,14.16,4.471,72.89,2962,2.563,230.8,3305,0.664,7999,-0.647,8772.899,-20.94
"2018-07-21 18:15:00",186,14.15,4.299,72.97,2961,2.75,449.1,2729,0.664,7999,-0.644,8765.23,-25.26
"2018-07-21 18:30:00",187,14.16,4.256,72.85,2959,2.813,336,3266,0.664,7999,-0.642,8757.779,-29.47
"2018-07-21 18:45:00",188,14.15,4.365,72.73,2958,2.688,260,3293,0.672,7999,-0.642,8751.141,-33.21
"2018-07-21 19:00:00",189,14.15,4.428,72.63,2957,2.813,457.3,2563,0.664,7999,-0.637,8745.938,-36.15
"2018-07-21 19:15:00",190,14.17,4.385,72.62,2956,2.813,572.5,2732,0.672,7999,-0.634,8740.386,-39.28
"2018-07-21 19:30:00",191,14.17,4.385,72.76,2956,2.688,299.6,3232,0.672,7999,-0.635,8735.133,-42.25
"2018-07-21 19:45:00",192,14.15,4.536,72.98,2955,2.563,302.3,3301,0.672,7999,-0.636,8730.503,-44.86
"2018-07-21 20:00:00",193,14.15,4.685,73.24,2954,2.688,318.4,3274,0.672,7999,-0.638,8726.187,-47.3
"2018-07-21 20:15:00",194,14.15,4.837,73.5,2954,2.813,462.4,3219,0.672,7999,-0.638,8724.245,-48.39
"2018-07-21 20:30:00",195,14.15,4.708,73.63,2953,2.813,658.2,3218,0.672,7999,-0.648,8722.598,-49.32
"2018-07-21 20:45:00",196,14.16,4.665,73.81,2953,2.875,637.8,2775,0.672,7999,-0.648,8721.13,-50.15
"2018-07-21 21:00:00",197,14.15,4.643,74.05,2953,2.813,904,3320,0.672,7999,-0.648,8721.885,-49.72
"2018-07-21 21:15:00",198,14.16,4.579,74.27,2953,2.813,725,3197,0.672,7999,-0.647,8722.017,-49.65
"2018-07-21 21:30:00",199,14.16,4.471,74.43,2953,2.813,601.6,3224,0.672,7999,-0.655,8722.907,-49.15
"2018-07-21 21:45:00",200,14.16,4.236,74.47,2954,2.75,443.1,3247,0.672,7999,-0.648,8724.981,-47.98
"2018-07-21 22:00:00",201,14.18,3.978,74.73,2954,2.625,405,3393,0.672,7999,-0.643,8727.254,-46.69
"2018-07-21 22:15:00",202,14.04,3.913,74.96,2955,2.625,248.6,3234,0.672,7999,-0.644,8729.248,-45.57
"2018-07-21 22:30:00",203,13.9,3.784,75.21,2955,2.625,428.4,3600,0.672,7999,-0.646,8733.191,-43.34
"2018-07-21 22:45:00",204,14.06,3.569,75.27,2956,2.75,285.8,3192,0.672,7999,-0.646,8736.89,-41.26
"2018-07-21 23:00:00",205,13.94,3.271,75.49,2957,2.813,772.1,2673,0.672,7999,-0.645,8740.988,-38.94
"2018-07-21 23:15:00",206,13.96,2.907,75.63,2957,2.813,435.2,3278,0.672,7999,-0.647,8745.471,-36.41
"2018-07-21 23:30:00",207,14.02,2.523,75.8,2958,2.688,303.7,3274,0.672,7999,-0.65,8749.848,-33.94
"2018-07-21 23:45:00",208,14.01,2.245,76.01,2959,2.75,228.8,3279,0.672,7999,-0.654,8755.136,-30.96
"2018-07-22 00:00:00",209,14.11,2.053,76.28,2960,2.813,552.3,3266,0.672,7999,-0.659,8760.843,-27.74
"2018-07-22 00:15:00",210,14.04,1.884,76.41,2961,2.75,472.9,3276,0.672,7999,-0.663,8765.53,-25.09
"2018-07-22 00:30:00",211,13.68,1.712,76.57,2962,2.563,430.3,3601,0.672,7999,-0.664,8770.62,-22.22
"2018-07-22 00:45:00",212,13.75,1.565,76.68,2962,2.625,242.5,3339,0.664,7999,-0.659,8775.171,-19.65
"2018-07-22 01:00:00",213,13.45,1.437,76.83,2963,2.813,376.9,3403,0.672,7999,-0.66,8780.301,-16.76
"2018-07-22 01:15:00",214,13.37,1.267,76.91,2964,2.875,561.1,3420,0.672,7999,-0.671,8784.781,-14.23
"2018-07-22 01:30:00",215,13.33,0.883,76.98,2965,2.813,318.4,3436,0.672,7999,-0.663,8790.233,-11.15
"2018-07-22 01:45:00",216,13.3,0.608,77.12,2966,2.75,350.7,3449,0.672,7999,-0.667,8794.612,-8.68
"2018-07-22 02:00:00",217,13.29,0.458,77.25,2966,2.875,484.8,3431,0.672,7999,-0.663,8799.414,-5.974
