"Plot Title: thincamp"
"#","Date Time, GMT+00:00","Wind Direction, ø (LGR S/N: 20074514, SEN S/N: 20071712, LBL: WindDir)","Wind Speed, m/s (LGR S/N: 20074514, SEN S/N: 20071737, LBL: WindVel)","Gust Speed, m/s (LGR S/N: 20074514, SEN S/N: 20071737, LBL: GustVel)","Temp, °C (LGR S/N: 20074514, SEN S/N: 20075022, LBL: Temp)","RH, % (LGR S/N: 20074514, SEN S/N: 20075022, LBL: RH)","Solar Radiation, W/m² (LGR S/N: 20074514, SEN S/N: 20082582, LBL: sol1)"
1,07/08/18 14:45:00,304.7,0.00,0.00,6.102,65.900,678.1
2,07/08/18 15:00:00,304.7,0.00,0.00,5.231,66.400,623.1
3,07/08/18 15:15:00,304.7,0.00,0.00,2.797,79.900,723.1
4,07/08/18 15:30:00,304.7,0.00,0.00,2.182,83.600,649.4
5,07/08/18 15:45:00,169.9,0.00,1.51,2.530,83.000,708.1
6,07/08/18 16:00:00,106.7,0.00,1.51,2.316,84.400,731.9
7,07/08/18 16:15:00,84.2,0.00,1.01,6.026,72.400,694.4
8,07/08/18 16:30:00,84.2,0.00,0.50,3.801,78.500,678.1
9,07/08/18 16:45:00,84.2,0.00,0.50,5.539,73.300,684.4
10,07/08/18 17:00:00,84.2,0.00,0.50,4.999,74.800,676.9
11,07/08/18 17:15:00,84.2,0.00,1.01,3.142,79.900,665.6
12,07/08/18 17:30:00,84.2,0.00,0.50,4.844,74.100,481.9
13,07/08/18 17:45:00,82.8,0.50,1.51,3.274,79.800,650.6
14,07/08/18 18:00:00,82.8,0.00,1.01,3.089,80.100,608.1
15,07/08/18 18:15:00,82.8,0.00,1.01,3.168,81.100,593.1
16,07/08/18 18:30:00,82.8,0.00,1.01,3.749,79.400,568.1
17,07/08/18 18:45:00,82.8,0.00,1.01,3.274,81.000,599.4
18,07/08/18 19:00:00,82.8,0.00,0.50,3.591,80.400,579.4
19,07/08/18 19:15:00,82.8,0.00,0.50,3.301,83.100,303.1
20,07/08/18 19:30:00,82.8,0.00,0.00,5.282,74.600,699.4
21,07/08/18 19:45:00,82.8,0.00,0.50,5.282,74.800,645.6
22,07/08/18 20:00:00,82.8,0.00,0.50,2.664,82.700,331.9
23,07/08/18 20:15:00,82.8,0.00,1.01,1.805,88.200,283.1
24,07/08/18 20:30:00,82.8,0.00,0.50,1.832,88.900,220.6
25,07/08/18 20:45:00,80.0,0.00,0.00,2.956,87.600,310.6
26,07/08/18 21:00:00,80.0,0.00,0.00,3.301,83.300,343.1
27,07/08/18 21:15:00,80.0,0.00,0.50,1.967,87.400,254.4
28,07/08/18 21:30:00,80.0,0.00,0.00,2.423,86.500,188.1
29,07/08/18 21:45:00,80.0,0.00,0.00,3.009,87.100,211.9
30,07/08/18 22:00:00,80.0,0.00,0.00,2.770,86.900,153.1
31,07/08/18 22:15:00,80.0,0.00,0.50,1.099,92.000,133.1
32,07/08/18 22:30:00,80.0,0.00,1.01,1.208,93.000,113.1
33,07/08/18 22:45:00,81.4,0.00,0.50,0.962,94.100,91.9
34,07/08/18 23:00:00,81.4,0.00,0.50,1.561,93.100,95.6
35,07/08/18 23:15:00,81.4,0.00,0.50,1.615,92.600,95.6
36,07/08/18 23:30:00,81.4,0.00,1.01,1.317,94.200,94.4
37,07/08/18 23:45:00,108.1,0.00,2.01,2.074,92.800,106.9
38,07/09/18 00:00:00,153.0,0.00,0.00,1.913,92.400,171.9
39,07/09/18 00:15:00,153.0,0.00,1.01,2.370,88.800,129.4
40,07/09/18 00:30:00,129.2,0.00,1.01,1.886,92.400,56.9
41,07/09/18 00:45:00,120.7,0.00,1.01,1.344,93.400,38.1
42,07/09/18 01:00:00,124.9,0.00,1.01,0.962,94.700,11.9
43,07/09/18 01:15:00,132.0,0.00,1.01,0.880,95.600,8.1
44,07/09/18 01:30:00,151.6,0.00,1.51,0.825,96.000,13.1
45,07/09/18 01:45:00,151.6,0.00,1.01,0.797,96.200,15.6
46,07/09/18 02:00:00,151.6,0.00,0.50,0.797,96.200,16.9
47,07/09/18 02:15:00,151.6,0.00,1.01,0.715,96.500,11.9
48,07/09/18 02:30:00,151.6,0.00,0.50,0.687,96.800,11.9
49,07/09/18 02:45:00,151.6,0.00,0.50,0.605,97.000,10.6
50,07/09/18 03:00:00,151.6,0.00,0.00,0.632,97.400,10.6
51,07/09/18 03:15:00,151.6,0.00,0.00,0.550,97.600,9.4
52,07/09/18 03:30:00,151.6,0.00,0.00,0.687,97.500,6.9
53,07/09/18 03:45:00,151.6,0.00,0.00,0.605,97.600,8.1
54,07/09/18 04:00:00,151.6,0.00,0.00,0.550,97.800,9.4
55,07/09/18 04:15:00,151.6,0.00,0.00,0.522,97.800,10.6
56,07/09/18 04:30:00,151.6,0.00,0.00,0.660,97.900,10.6
57,07/09/18 04:45:00,151.6,0.00,0.00,0.522,97.700,13.1
58,07/09/18 05:00:00,151.6,0.00,0.00,0.577,97.800,15.6
59,07/09/18 05:15:00,151.6,0.00,0.00,0.715,97.800,19.4
60,07/09/18 05:30:00,151.6,0.00,1.01,0.522,98.000,31.9
61,07/09/18 05:45:00,151.6,0.00,1.01,0.797,98.300,38.1
62,07/09/18 06:00:00,151.6,0.00,1.01,0.715,98.000,39.4
63,07/09/18 06:15:00,151.6,0.50,1.51,0.797,97.800,38.1
64,07/09/18 06:30:00,151.6,0.50,1.51,0.742,97.700,41.9
65,07/09/18 06:45:00,151.6,0.00,1.01,0.632,97.900,49.4
66,07/09/18 07:00:00,151.6,0.00,1.51,0.632,98.100,61.9
67,07/09/18 07:15:00,151.6,0.50,1.51,0.742,97.900,85.6
68,07/09/18 07:30:00,148.8,1.01,2.01,0.797,97.600,106.9
69,07/09/18 07:45:00,143.2,1.01,2.52,0.797,97.900,101.9
70,07/09/18 08:00:00,148.8,0.00,2.01,0.934,97.400,91.9
71,07/09/18 08:15:00,150.2,0.00,1.51,0.356,98.000,88.1
72,07/09/18 08:30:00,150.2,0.00,0.50,0.329,98.300,95.6
73,07/09/18 08:45:00,148.8,0.00,1.01,0.825,98.300,93.1
74,07/09/18 09:00:00,148.8,0.50,2.01,0.742,98.500,101.9
75,07/09/18 09:15:00,148.8,0.00,1.51,1.071,98.400,108.1
76,07/09/18 09:30:00,150.2,0.50,3.02,1.126,97.300,128.1
77,07/09/18 09:45:00,160.0,1.51,3.52,0.412,98.200,83.1
78,07/09/18 10:00:00,172.7,2.01,3.52,0.412,99.100,120.6
79,07/09/18 10:15:00,169.9,2.52,3.52,0.384,99.500,139.4
80,07/09/18 10:30:00,161.5,2.52,4.03,0.495,99.600,201.9
81,07/09/18 10:45:00,154.4,2.01,3.52,0.550,99.700,156.9
82,07/09/18 11:00:00,151.6,2.01,4.03,0.660,99.700,215.6
83,07/09/18 11:15:00,143.2,1.51,3.52,1.235,99.600,261.9
84,07/09/18 11:30:00,119.3,1.01,2.52,1.044,98.800,259.4
85,07/09/18 11:45:00,140.4,2.01,3.52,1.071,98.200,219.4
86,07/09/18 12:00:00,141.8,2.52,3.52,1.071,97.700,311.9
87,07/09/18 12:15:00,141.8,2.52,4.03,1.208,96.900,403.1
88,07/09/18 12:30:00,132.0,1.51,3.52,1.588,94.800,528.1
89,07/09/18 12:45:00,133.4,1.01,3.02,2.557,94.500,528.1
90,07/09/18 13:00:00,137.6,0.00,1.01,2.530,90.400,411.9
91,07/09/18 13:15:00,144.6,0.50,3.02,2.850,90.100,423.1
92,07/09/18 13:30:00,190.9,1.01,4.03,2.289,91.400,430.6
93,07/09/18 13:45:00,190.9,0.00,0.50,4.037,90.600,478.1
94,07/09/18 14:00:00,190.9,0.00,1.01,2.155,92.400,423.1
95,07/09/18 14:15:00,190.9,0.00,1.51,1.697,93.200,498.1
96,07/09/18 14:30:00,190.9,0.00,1.51,1.561,95.000,353.1
97,07/09/18 14:45:00,190.9,0.00,0.00,3.248,96.500,336.9
98,07/09/18 15:00:00,190.9,0.00,0.00,1.289,96.800,275.6
99,07/09/18 15:15:00,190.9,0.00,1.01,1.398,98.000,339.4
100,07/09/18 15:30:00,190.9,0.00,0.50,0.880,98.300,304.4
101,07/09/18 15:45:00,190.9,0.00,1.01,1.208,98.200,411.9
102,07/09/18 16:00:00,188.1,0.50,1.51,1.153,98.000,311.9
103,07/09/18 16:15:00,186.7,0.50,1.51,1.126,97.200,395.6
104,07/09/18 16:30:00,181.1,0.50,2.01,0.907,97.500,325.6
105,07/09/18 16:45:00,181.1,0.50,1.51,1.099,97.300,356.9
106,07/09/18 17:00:00,182.5,1.51,2.52,1.534,96.900,338.1
107,07/09/18 17:15:00,182.5,1.51,3.02,1.153,96.200,378.1
108,07/09/18 17:30:00,175.5,2.01,3.52,0.605,97.300,375.6
109,07/09/18 17:45:00,172.7,1.51,2.52,0.797,97.500,379.4
110,07/09/18 18:00:00,172.7,1.01,2.52,0.880,97.000,368.1
111,07/09/18 18:15:00,172.7,1.01,2.01,0.852,97.000,318.1
112,07/09/18 18:30:00,172.7,1.01,2.01,1.071,96.700,415.6
113,07/09/18 18:45:00,172.7,1.01,2.52,1.235,96.000,369.4
114,07/09/18 19:00:00,172.7,1.51,2.52,0.962,96.100,305.6
115,07/09/18 19:15:00,172.7,1.51,2.52,0.880,97.000,338.1
116,07/09/18 19:30:00,172.7,1.01,2.01,1.317,95.900,320.6
117,07/09/18 19:45:00,178.3,1.51,3.52,1.235,94.900,239.4
118,07/09/18 20:00:00,181.1,2.52,3.52,0.989,95.700,424.4
119,07/09/18 20:15:00,178.3,2.52,3.52,1.071,94.700,264.4
120,07/09/18 20:30:00,183.9,3.02,4.53,0.852,94.500,266.9
121,07/09/18 20:45:00,175.5,3.02,4.53,0.825,94.800,265.6
122,07/09/18 21:00:00,167.1,2.52,4.03,0.605,95.600,195.6
123,07/09/18 21:15:00,171.3,2.52,4.03,0.687,95.300,181.9
124,07/09/18 21:30:00,172.7,2.01,3.52,0.715,95.900,176.9
125,07/09/18 21:45:00,165.7,2.01,3.52,1.044,96.000,408.1
126,07/09/18 22:00:00,165.7,2.52,4.03,0.632,94.800,176.9
127,07/09/18 22:15:00,158.6,2.52,4.03,0.880,91.200,326.9
128,07/09/18 22:30:00,151.6,2.52,4.03,0.550,92.500,259.4
129,07/09/18 22:45:00,148.8,3.02,4.53,0.632,91.600,233.1
130,07/09/18 23:00:00,146.0,4.03,5.54,0.495,90.800,213.1
131,07/09/18 23:15:00,146.0,4.03,5.54,0.439,91.100,193.1
132,07/09/18 23:30:00,144.6,4.03,5.54,0.384,91.300,174.4
133,07/09/18 23:45:00,140.4,4.53,6.54,0.356,90.800,156.9
134,07/10/18 00:00:00,144.6,4.53,6.04,0.273,90.700,139.4
135,07/10/18 00:15:00,144.6,4.03,5.54,0.051,90.900,121.9
136,07/10/18 00:30:00,144.6,3.52,5.03,0.051,90.000,104.4
137,07/10/18 00:45:00,146.0,3.52,5.03,-0.004,89.900,89.4
138,07/10/18 01:00:00,150.2,2.52,4.53,-0.423,90.500,74.4
139,07/10/18 01:15:00,162.9,1.51,3.02,-0.535,91.800,59.4
140,07/10/18 01:30:00,147.4,2.52,4.53,0.024,90.700,48.1
141,07/10/18 01:45:00,140.4,3.52,5.03,0.051,89.800,38.1
142,07/10/18 02:00:00,140.4,3.52,5.54,-0.004,90.100,31.9
143,07/10/18 02:15:00,140.4,3.52,5.03,-0.199,89.900,25.6
144,07/10/18 02:30:00,139.0,3.52,5.54,-0.367,88.800,20.6
145,07/10/18 02:45:00,133.4,4.53,7.05,-0.283,88.500,16.9
146,07/10/18 03:00:00,127.8,5.54,8.56,-0.255,87.700,14.4
147,07/10/18 03:15:00,129.2,6.54,8.56,-0.227,86.600,13.1
148,07/10/18 03:30:00,132.0,6.54,8.56,-0.339,86.500,13.1
149,07/10/18 03:45:00,133.4,6.54,8.56,-0.507,86.700,11.9
150,07/10/18 04:00:00,137.6,6.54,9.06,-0.591,86.400,11.9
151,07/10/18 04:15:00,140.4,6.04,8.05,-0.676,86.500,11.9
152,07/10/18 04:30:00,141.8,5.03,7.55,-0.845,86.400,13.1
153,07/10/18 04:45:00,141.8,5.54,7.05,-0.817,85.800,14.4
154,07/10/18 05:00:00,146.0,4.53,7.05,-1.071,86.600,16.9
155,07/10/18 05:15:00,146.0,5.03,7.05,-1.043,86.300,20.6
156,07/10/18 05:30:00,143.2,5.54,7.55,-0.902,85.400,25.6
157,07/10/18 05:45:00,140.4,5.03,8.05,-1.128,86.100,31.9
158,07/10/18 06:00:00,140.4,5.54,7.55,-0.930,85.300,40.6
159,07/10/18 06:15:00,137.6,5.54,8.05,-0.732,84.600,50.6
160,07/10/18 06:30:00,136.2,5.54,8.05,-0.563,84.100,63.1
161,07/10/18 06:45:00,133.4,6.04,8.56,-0.367,83.000,75.6
162,07/10/18 07:00:00,136.2,6.04,7.55,-0.367,83.300,94.4
163,07/10/18 07:15:00,137.6,5.54,7.55,-0.171,82.400,113.1
164,07/10/18 07:30:00,137.6,5.54,8.05,-0.199,81.600,131.9
165,07/10/18 07:45:00,137.6,6.04,8.05,0.218,80.300,146.9
166,07/10/18 08:00:00,134.8,6.54,8.56,0.246,80.500,164.4
167,07/10/18 08:15:00,136.2,6.54,8.56,0.273,81.000,184.4
168,07/10/18 08:30:00,133.4,7.05,10.57,0.412,80.600,204.4
169,07/10/18 08:45:00,134.8,6.54,9.06,0.467,81.100,224.4
170,07/10/18 09:00:00,130.6,7.05,9.56,0.439,81.100,148.1
171,07/10/18 09:15:00,132.0,7.05,9.56,0.687,80.600,253.1
172,07/10/18 09:30:00,132.0,7.05,9.06,0.632,81.200,271.9
173,07/10/18 09:45:00,130.6,7.05,9.56,0.934,80.100,295.6
174,07/10/18 10:00:00,130.6,6.54,9.06,1.071,80.400,324.4
175,07/10/18 10:15:00,132.0,7.05,9.56,1.180,80.300,345.6
176,07/10/18 10:30:00,133.4,7.05,10.07,1.262,80.300,365.6
177,07/10/18 10:45:00,132.0,7.55,10.57,1.317,81.200,385.6
178,07/10/18 11:00:00,133.4,7.55,9.56,1.453,80.700,406.9
179,07/10/18 11:15:00,134.8,7.55,10.07,1.561,80.800,430.6
180,07/10/18 11:30:00,139.0,7.55,10.07,1.859,79.500,449.4
181,07/10/18 11:45:00,139.0,7.55,10.57,1.967,79.500,473.1
182,07/10/18 12:00:00,139.0,7.05,9.56,2.047,79.600,489.4
183,07/10/18 12:15:00,141.8,6.54,9.56,1.913,81.300,514.4
184,07/10/18 12:30:00,141.8,7.05,9.56,2.047,80.000,534.4
185,07/10/18 12:45:00,140.4,7.05,10.07,2.209,79.300,554.4
186,07/10/18 13:00:00,137.6,7.05,9.56,2.209,79.400,570.6
187,07/10/18 13:15:00,137.6,7.05,9.06,2.236,79.700,585.6
188,07/10/18 13:30:00,137.6,6.54,8.56,2.370,79.500,601.9
189,07/10/18 13:45:00,136.2,7.05,9.56,2.370,79.300,614.4
190,07/10/18 14:00:00,136.2,7.55,10.07,2.423,79.300,624.4
191,07/10/18 14:15:00,133.4,8.05,10.57,2.477,79.000,638.1
192,07/10/18 14:30:00,134.8,7.55,10.57,2.477,79.500,648.1
193,07/10/18 14:45:00,133.4,7.55,10.07,2.396,80.300,655.6
194,07/10/18 15:00:00,134.8,7.05,9.56,2.423,80.100,661.9
195,07/10/18 15:15:00,139.0,6.54,9.06,2.423,80.200,665.6
196,07/10/18 15:30:00,137.6,6.04,8.56,2.503,80.200,668.1
197,07/10/18 15:45:00,139.0,6.04,8.56,2.477,80.300,670.6
198,07/10/18 16:00:00,140.4,6.04,8.56,2.744,78.800,676.9
199,07/10/18 16:15:00,134.8,7.05,9.56,2.770,78.800,676.9
200,07/10/18 16:30:00,137.6,6.54,9.56,2.690,79.500,675.6
201,07/10/18 16:45:00,134.8,6.04,9.06,2.717,79.100,661.9
202,07/10/18 17:00:00,136.2,6.54,9.06,2.797,78.500,663.1
203,07/10/18 17:15:00,139.0,6.04,8.56,2.717,79.300,636.9
204,07/10/18 17:30:00,139.0,6.04,9.56,2.903,78.100,636.9
205,07/10/18 17:45:00,137.6,6.04,8.56,2.956,77.400,590.6
206,07/10/18 18:00:00,137.6,5.54,8.05,3.009,77.600,583.1
207,07/10/18 18:15:00,134.8,6.54,9.56,3.089,76.400,571.9
208,07/10/18 18:30:00,134.8,6.54,9.56,3.168,75.800,508.1
209,07/10/18 18:45:00,132.0,6.54,9.56,3.380,74.600,530.6
210,07/10/18 19:00:00,132.0,6.54,9.06,3.406,75.100,431.9
211,07/10/18 19:15:00,134.8,6.54,8.56,3.116,76.800,451.9
212,07/10/18 19:30:00,133.4,6.54,9.06,3.221,76.300,321.9
213,07/10/18 19:45:00,132.0,6.04,9.06,3.221,76.400,304.4
214,07/10/18 20:00:00,133.4,6.04,8.56,3.380,75.100,421.9
215,07/10/18 20:15:00,133.4,6.04,9.06,3.617,73.900,429.4
216,07/10/18 20:30:00,136.2,5.54,9.56,3.036,77.300,480.6
217,07/10/18 20:45:00,136.2,5.54,8.05,3.221,76.200,510.6
218,07/10/18 21:00:00,139.0,5.54,8.05,3.248,75.800,348.1
219,07/10/18 21:15:00,137.6,6.04,8.56,3.116,76.000,109.4
220,07/10/18 21:30:00,136.2,6.54,8.56,3.221,75.400,123.1
221,07/10/18 21:45:00,134.8,6.54,9.06,3.221,75.400,106.9
222,07/10/18 22:00:00,132.0,6.54,9.06,2.983,76.800,106.9
223,07/10/18 22:15:00,134.8,6.54,9.06,3.009,76.800,108.1
224,07/10/18 22:30:00,133.4,6.54,9.06,3.036,76.500,113.1
225,07/10/18 22:45:00,134.8,6.54,8.56,3.116,76.200,114.4
226,07/10/18 23:00:00,134.8,6.54,9.06,3.221,75.500,124.4
227,07/10/18 23:15:00,133.4,7.05,9.06,3.327,74.800,119.4
228,07/10/18 23:30:00,126.4,6.54,9.06,2.850,78.100,124.4
229,07/10/18 23:45:00,129.2,6.54,9.06,2.690,79.300,166.9
230,07/11/18 00:00:00,130.6,6.54,9.06,2.877,78.600,60.6
231,07/11/18 00:15:00,130.6,6.54,9.06,2.717,79.500,64.4
232,07/11/18 00:30:00,132.0,6.04,8.05,2.717,79.800,60.6
233,07/11/18 00:45:00,129.2,6.54,8.56,2.637,79.700,45.6
234,07/11/18 01:00:00,129.2,6.54,8.56,2.717,79.100,34.4
235,07/11/18 01:15:00,130.6,6.54,9.06,2.503,80.400,25.6
236,07/11/18 01:30:00,129.2,6.54,8.56,2.477,80.800,10.6
237,07/11/18 01:45:00,132.0,6.54,8.56,2.477,80.900,14.4
238,07/11/18 02:00:00,133.4,5.54,7.55,2.262,82.300,15.6
239,07/11/18 02:15:00,133.4,5.54,7.05,2.584,80.500,15.6
240,07/11/18 02:30:00,127.8,5.54,7.05,2.316,81.600,18.1
241,07/11/18 02:45:00,126.4,6.04,8.05,2.770,79.300,16.9
242,07/11/18 03:00:00,127.8,6.04,8.05,2.664,79.600,24.4
243,07/11/18 03:15:00,130.6,6.54,8.05,2.343,81.400,24.4
244,07/11/18 03:30:00,130.6,6.04,8.05,2.690,79.300,26.9
245,07/11/18 03:45:00,126.4,5.03,7.05,2.396,81.400,18.1
246,07/11/18 04:00:00,126.4,5.54,8.05,2.370,81.300,10.6
247,07/11/18 04:15:00,126.4,5.03,7.55,2.423,80.500,14.4
248,07/11/18 04:30:00,124.9,5.03,7.55,2.262,81.700,15.6
249,07/11/18 04:45:00,124.9,5.54,7.55,2.236,81.600,13.1
250,07/11/18 05:00:00,122.1,5.54,8.05,2.209,81.600,18.1
251,07/11/18 05:15:00,124.9,5.54,8.05,2.450,79.800,24.4
252,07/11/18 05:30:00,130.6,6.04,8.05,2.503,79.500,45.6
253,07/11/18 05:45:00,130.6,6.04,8.05,2.370,79.700,38.1
254,07/11/18 06:00:00,129.2,6.04,8.05,2.289,80.100,39.4
255,07/11/18 06:15:00,127.8,6.04,7.55,2.477,78.800,49.4
256,07/11/18 06:30:00,133.4,5.54,7.55,2.477,79.000,93.1
257,07/11/18 06:45:00,133.4,5.03,7.05,2.316,79.500,71.9
258,07/11/18 07:00:00,132.0,5.03,7.05,2.530,77.800,73.1
259,07/11/18 07:15:00,129.2,5.03,7.05,2.450,78.000,100.6
260,07/11/18 07:30:00,130.6,5.54,7.05,2.744,77.000,174.4
261,07/11/18 07:45:00,130.6,5.03,6.54,2.262,79.400,108.1
262,07/11/18 08:00:00,137.6,4.53,6.54,2.450,78.400,110.6
263,07/11/18 08:15:00,139.0,5.03,6.54,2.155,79.900,104.4
264,07/11/18 08:30:00,137.6,4.53,6.54,2.396,78.500,109.4
265,07/11/18 08:45:00,136.2,5.03,7.05,2.503,77.900,164.4
266,07/11/18 09:00:00,140.4,5.54,7.05,2.423,78.500,189.4
267,07/11/18 09:15:00,134.8,5.03,7.05,2.557,77.800,191.9
268,07/11/18 09:30:00,130.6,5.54,7.05,2.557,78.100,189.4
269,07/11/18 09:45:00,134.8,4.53,6.54,2.557,78.800,303.1
270,07/11/18 10:00:00,134.8,4.53,6.54,2.690,78.200,345.6
271,07/11/18 10:15:00,137.6,5.03,7.05,2.557,78.900,318.1
272,07/11/18 10:30:00,137.6,5.03,7.05,2.477,79.300,216.9
273,07/11/18 10:45:00,134.8,5.03,6.54,2.396,80.900,274.4
274,07/11/18 11:00:00,139.0,5.03,7.05,2.316,81.500,266.9
275,07/11/18 11:15:00,139.0,5.03,6.54,2.477,80.300,266.9
276,07/11/18 11:30:00,132.0,5.54,7.55,2.770,78.900,266.9
277,07/11/18 11:45:00,133.4,5.54,7.55,2.717,79.100,329.4
278,07/11/18 12:00:00,130.6,6.04,7.55,2.850,78.600,278.1
279,07/11/18 12:15:00,133.4,5.03,7.05,2.370,82.000,291.9
280,07/11/18 12:30:00,137.6,4.53,6.54,2.637,80.700,333.1
281,07/11/18 12:45:00,140.4,5.03,6.54,2.744,80.400,366.9
282,07/11/18 13:00:00,139.0,4.53,6.54,3.089,79.000,443.1
283,07/11/18 13:15:00,140.4,5.03,6.54,3.009,79.700,495.6
284,07/11/18 13:30:00,136.2,4.53,6.54,2.930,80.500,518.1
285,07/11/18 13:45:00,139.0,4.53,6.04,2.983,80.000,494.4
286,07/11/18 14:00:00,140.4,4.53,6.04,2.797,81.000,444.4
287,07/11/18 14:15:00,140.4,4.53,5.54,2.850,81.000,395.6
288,07/11/18 14:30:00,141.8,4.53,6.04,2.744,81.800,376.9
289,07/11/18 14:45:00,143.2,4.03,6.04,2.850,81.200,453.1
290,07/11/18 15:00:00,143.2,4.53,6.04,2.903,81.000,480.6
291,07/11/18 15:15:00,144.6,4.53,6.04,2.797,81.700,498.1
292,07/11/18 15:30:00,141.8,4.03,6.04,2.664,82.500,400.6
293,07/11/18 15:45:00,140.4,4.03,5.03,2.690,83.100,351.9
294,07/11/18 16:00:00,136.2,4.03,5.54,2.717,82.900,415.6
295,07/11/18 16:15:00,134.8,4.03,5.54,2.770,82.900,445.6
296,07/11/18 16:30:00,139.0,4.03,6.04,2.823,82.800,489.4
297,07/11/18 16:45:00,137.6,4.03,5.54,2.797,82.600,398.1
298,07/11/18 17:00:00,137.6,4.03,5.54,2.877,82.600,414.4
299,07/11/18 17:15:00,133.4,4.03,6.04,2.903,82.500,333.1
300,07/11/18 17:30:00,140.4,4.03,6.54,2.823,83.100,374.4
301,07/11/18 17:45:00,141.8,4.53,6.04,2.637,83.300,385.6
302,07/11/18 18:00:00,140.4,4.03,6.04,2.557,83.900,394.4
303,07/11/18 18:15:00,141.8,4.53,6.04,2.450,84.700,336.9
304,07/11/18 18:30:00,139.0,4.03,5.54,2.477,84.800,311.9
305,07/11/18 18:45:00,139.0,3.52,5.54,2.477,85.400,321.9
306,07/11/18 19:00:00,141.8,4.03,5.03,2.584,84.700,259.4
307,07/11/18 19:15:00,141.8,4.03,5.03,2.423,85.200,241.9
308,07/11/18 19:30:00,141.8,3.52,5.03,2.503,85.100,245.6
309,07/11/18 19:45:00,137.6,3.52,5.03,2.690,84.400,210.6
310,07/11/18 20:00:00,133.4,3.52,4.53,2.584,85.000,191.9
311,07/11/18 20:15:00,133.4,3.52,4.53,2.690,84.200,223.1
312,07/11/18 20:30:00,140.4,3.52,5.03,2.477,85.500,250.6
313,07/11/18 20:45:00,141.8,4.03,6.04,2.396,85.200,203.1
314,07/11/18 21:00:00,140.4,4.03,5.54,2.450,85.800,166.9
315,07/11/18 21:15:00,136.2,4.03,6.04,2.396,86.100,160.6
316,07/11/18 21:30:00,136.2,4.03,5.03,2.717,84.400,98.1
317,07/11/18 21:45:00,130.6,4.03,5.54,2.903,83.700,116.9
318,07/11/18 22:00:00,127.8,4.03,5.54,3.116,82.200,114.4
319,07/11/18 22:15:00,132.0,3.52,4.53,2.770,83.800,101.9
320,07/11/18 22:30:00,132.0,3.02,4.53,2.423,84.700,90.6
321,07/11/18 22:45:00,130.6,3.02,4.53,3.009,82.600,79.4
322,07/11/18 23:00:00,133.4,3.02,4.53,2.956,82.700,71.9
323,07/11/18 23:15:00,126.4,4.03,6.54,3.274,85.200,58.1
324,07/11/18 23:30:00,136.2,4.03,5.54,2.557,87.800,48.1
325,07/11/18 23:45:00,147.4,3.52,5.54,2.209,89.200,46.9
326,07/12/18 00:00:00,147.4,4.03,5.54,2.450,88.600,39.4
327,07/12/18 00:15:00,141.8,4.03,6.04,2.343,88.500,31.9
328,07/12/18 00:30:00,139.0,4.03,6.04,2.637,86.600,29.4
329,07/12/18 00:45:00,137.6,4.03,5.54,2.983,85.800,24.4
330,07/12/18 01:00:00,136.2,4.03,5.54,3.089,84.400,20.6
331,07/12/18 01:15:00,141.8,3.02,5.03,2.823,85.500,15.6
332,07/12/18 01:30:00,136.2,3.02,6.04,2.930,84.300,11.9
333,07/12/18 01:45:00,132.0,3.52,6.04,3.089,84.100,10.6
334,07/12/18 02:00:00,130.6,4.53,6.54,3.827,81.300,11.9
335,07/12/18 02:15:00,127.8,5.03,7.05,3.617,81.600,10.6
336,07/12/18 02:30:00,129.2,5.03,7.05,3.617,81.900,9.4
337,07/12/18 02:45:00,124.9,4.53,6.04,3.195,84.100,8.1
338,07/12/18 03:00:00,120.7,4.53,6.04,3.089,84.600,6.9
339,07/12/18 03:15:00,119.3,4.03,5.54,3.063,84.800,6.9
340,07/12/18 03:30:00,117.9,4.03,5.03,3.036,84.800,8.1
341,07/12/18 03:45:00,113.7,3.02,4.53,3.009,85.100,8.1
342,07/12/18 04:00:00,112.3,2.52,4.53,3.168,83.500,8.1
343,07/12/18 04:15:00,109.5,2.01,4.03,2.477,86.500,8.1
344,07/12/18 04:30:00,109.5,2.52,4.03,2.770,86.000,10.6
345,07/12/18 04:45:00,110.9,2.52,4.03,2.877,86.700,9.4
346,07/12/18 05:00:00,116.5,2.52,3.52,2.477,87.700,8.1
347,07/12/18 05:15:00,106.7,2.52,4.53,2.744,86.900,15.6
348,07/12/18 05:30:00,110.9,2.52,4.53,2.610,87.000,19.4
349,07/12/18 05:45:00,115.1,1.51,3.02,2.450,87.800,24.4
350,07/12/18 06:00:00,155.8,0.50,3.52,2.530,88.300,30.6
351,07/12/18 06:15:00,209.2,0.00,1.01,2.823,87.100,34.4
352,07/12/18 06:30:00,139.0,1.51,4.03,2.850,85.300,35.6
353,07/12/18 06:45:00,116.5,1.51,3.02,2.396,87.500,45.6
354,07/12/18 07:00:00,113.7,0.00,2.01,2.343,88.000,45.6
355,07/12/18 07:15:00,115.1,0.00,2.01,2.182,88.800,55.6
356,07/12/18 07:30:00,124.9,0.50,2.01,3.116,85.200,68.1
357,07/12/18 07:45:00,115.1,0.50,2.01,3.116,85.100,85.6
358,07/12/18 08:00:00,133.4,0.00,1.01,3.354,84.100,88.1
359,07/12/18 08:15:00,133.4,0.50,1.51,1.832,89.700,90.6
360,07/12/18 08:30:00,132.0,1.01,2.01,2.316,89.000,110.6
