"Plot Title: thincamp"
"#","Date Time, GMT+00:00","Wind Direction, ø (LGR S/N: 20074514, SEN S/N: 20071712, LBL: WindDir)","Wind Speed, m/s (LGR S/N: 20074514, SEN S/N: 20071737, LBL: WindVel)","Gust Speed, m/s (LGR S/N: 20074514, SEN S/N: 20071737, LBL: GustVel)","Temp, °C (LGR S/N: 20074514, SEN S/N: 20075022, LBL: Temp)","RH, % (LGR S/N: 20074514, SEN S/N: 20075022, LBL: RH)","Solar Radiation, W/m² (LGR S/N: 20074514, SEN S/N: 20082582, LBL: sol1)"
5143,08/31/18 04:15:00,84.2,5.03,6.54,-2.276,100.000,0.6
5144,08/31/18 04:30:00,84.2,5.03,6.54,-2.189,100.000,0.6
5145,08/31/18 04:45:00,84.2,4.53,6.54,-2.160,99.900,0.6
5146,08/31/18 05:00:00,84.2,4.53,6.04,-2.044,99.900,0.6
5147,08/31/18 05:15:00,84.2,4.53,6.04,-2.102,100.000,0.6
5148,08/31/18 05:30:00,84.2,4.03,5.54,-2.044,100.000,0.6
5149,08/31/18 05:45:00,84.2,4.03,5.03,-2.015,100.000,0.6
5150,08/31/18 06:00:00,84.2,4.03,5.54,-1.986,100.000,0.6
5151,08/31/18 06:15:00,84.2,4.53,6.04,-1.929,100.000,0.6
5152,08/31/18 06:30:00,84.2,4.53,6.04,-1.929,100.000,0.6
5153,08/31/18 06:45:00,85.6,5.03,6.04,-2.015,100.000,0.6
5154,08/31/18 07:00:00,85.6,5.03,7.05,-2.160,100.000,0.6
5155,08/31/18 07:15:00,85.6,4.53,6.54,-2.189,100.000,0.6
5156,08/31/18 07:30:00,85.6,5.03,6.54,-2.305,100.000,3.1
5157,08/31/18 07:45:00,85.6,5.03,7.05,-2.392,100.000,8.1
5158,08/31/18 08:00:00,85.6,4.53,5.54,-2.334,100.000,13.1
5159,08/31/18 08:15:00,85.6,5.03,7.55,-2.392,100.000,20.6
5160,08/31/18 08:30:00,85.6,5.54,7.05,-2.479,100.000,28.1
5161,08/31/18 08:45:00,85.6,5.54,7.05,-2.450,99.800,36.9
5162,08/31/18 09:00:00,85.6,5.54,7.05,-2.479,99.800,50.6
5163,08/31/18 09:15:00,85.6,4.53,6.04,-2.363,99.700,68.1
5164,08/31/18 09:30:00,85.6,5.03,7.05,-2.421,99.700,80.6
5165,08/31/18 09:45:00,85.6,5.03,6.54,-2.508,99.500,98.1
5166,08/31/18 10:00:00,85.6,5.03,6.54,-2.421,99.300,111.9
5167,08/31/18 10:15:00,85.6,4.53,6.04,-2.771,99.000,100.6
5168,08/31/18 10:30:00,85.6,5.03,6.54,-2.742,98.800,101.9
5169,08/31/18 10:45:00,85.6,5.54,7.05,-2.566,98.300,113.1
5170,08/31/18 11:00:00,84.2,5.54,7.05,-2.566,98.000,115.6
5171,08/31/18 11:15:00,84.2,6.04,7.55,-2.305,97.500,150.6
5172,08/31/18 11:30:00,82.8,6.04,7.55,-1.929,96.900,235.6
5173,08/31/18 11:45:00,77.2,5.54,7.55,-1.814,96.500,273.1
5174,08/31/18 12:00:00,75.8,5.54,7.05,-1.900,96.700,255.6
5175,08/31/18 12:15:00,73.0,5.54,7.55,-1.814,96.400,250.6
5176,08/31/18 12:30:00,73.0,5.54,7.55,-1.929,96.900,276.9
5177,08/31/18 12:45:00,73.0,6.54,8.56,-1.871,96.800,279.4
5178,08/31/18 13:00:00,80.0,6.54,8.05,-1.556,93.900,293.1
5179,08/31/18 13:15:00,85.6,6.04,7.55,-1.958,95.500,271.9
5180,08/31/18 13:30:00,95.5,4.53,6.54,-2.015,96.500,290.6
5181,08/31/18 13:45:00,88.4,3.52,5.03,-1.986,97.100,269.4
5182,08/31/18 14:00:00,94.1,3.52,5.03,-1.871,96.800,299.4
5183,08/31/18 14:15:00,95.5,3.52,4.53,-1.756,96.200,329.4
5184,08/31/18 14:30:00,92.7,3.52,4.53,-1.842,97.300,243.1
5185,08/31/18 14:45:00,88.4,3.02,4.53,-1.441,97.200,309.4
5186,08/31/18 15:00:00,91.3,3.52,5.03,-1.613,97.700,290.6
5187,08/31/18 15:15:00,99.7,3.52,4.53,-1.270,97.500,364.4
5188,08/31/18 15:30:00,99.7,3.02,4.53,-1.327,97.700,364.4
5189,08/31/18 15:45:00,106.7,3.02,4.03,-0.986,97.700,438.1
5190,08/31/18 16:00:00,109.5,3.02,4.53,-1.327,97.800,384.4
5191,08/31/18 16:15:00,106.7,3.52,4.53,-1.584,98.200,279.4
5192,08/31/18 16:30:00,103.9,3.52,4.53,-1.498,98.100,338.1
5193,08/31/18 16:45:00,105.3,3.02,4.53,-1.527,97.900,296.9
5194,08/31/18 17:00:00,112.3,3.02,4.53,-1.641,98.200,263.1
5195,08/31/18 17:15:00,110.9,3.02,4.03,-1.584,98.400,281.9
5196,08/31/18 17:30:00,105.3,2.52,3.52,-1.470,98.300,296.9
5197,08/31/18 17:45:00,108.1,2.52,3.52,-1.299,98.200,371.9
5198,08/31/18 18:00:00,115.1,2.52,4.03,-1.470,98.100,306.9
5199,08/31/18 18:15:00,113.7,2.52,4.03,-1.527,98.300,248.1
5200,08/31/18 18:30:00,109.5,2.01,3.52,-1.727,98.500,203.1
5201,08/31/18 18:45:00,112.3,2.52,3.52,-1.900,98.800,185.6
5202,08/31/18 19:00:00,113.7,2.52,3.52,-1.958,99.100,175.6
5203,08/31/18 19:15:00,112.3,2.01,4.03,-1.929,99.200,179.4
5204,08/31/18 19:30:00,106.7,2.01,3.02,-1.900,99.100,148.1
5205,08/31/18 19:45:00,103.9,2.01,3.02,-1.929,99.100,120.6
5206,08/31/18 20:00:00,106.7,2.52,3.52,-1.986,99.300,115.6
5207,08/31/18 20:15:00,115.1,2.52,3.52,-1.958,99.400,99.4
5208,08/31/18 20:30:00,117.9,2.52,3.52,-2.015,99.700,98.1
5209,08/31/18 20:45:00,117.9,2.52,4.03,-2.044,99.700,81.9
5210,08/31/18 21:00:00,134.8,2.01,3.52,-2.044,99.900,60.6
5211,08/31/18 21:15:00,146.0,1.51,3.02,-2.044,100.000,49.4
5212,08/31/18 21:30:00,133.4,2.01,4.03,-2.102,100.000,38.1
5213,08/31/18 21:45:00,122.1,2.01,3.52,-2.160,100.000,28.1
5214,08/31/18 22:00:00,120.7,2.01,3.02,-2.218,100.000,19.4
5215,08/31/18 22:15:00,124.9,1.01,3.02,-2.189,100.000,13.1
5216,08/31/18 22:30:00,124.9,1.01,2.52,-2.189,100.000,8.1
5217,08/31/18 22:45:00,108.1,2.01,3.02,-2.247,100.000,4.4
5218,08/31/18 23:00:00,105.3,2.01,3.02,-2.276,100.000,1.9
5219,08/31/18 23:15:00,106.7,2.01,3.52,-2.305,100.000,0.6
5220,08/31/18 23:30:00,105.3,2.52,3.52,-2.334,100.000,0.6
5221,08/31/18 23:45:00,110.9,2.01,3.52,-2.334,100.000,0.6
5222,09/01/18 00:00:00,112.3,2.01,3.02,-2.334,100.000,0.6
5223,09/01/18 00:15:00,112.3,2.01,3.02,-2.334,100.000,0.6
5224,09/01/18 00:30:00,112.3,1.51,3.02,-2.363,100.000,0.6
5225,09/01/18 00:45:00,110.9,1.51,2.52,-2.363,100.000,0.6
5226,09/01/18 01:00:00,106.7,1.51,3.02,-2.392,100.000,0.6
5227,09/01/18 01:15:00,105.3,1.01,2.52,-2.334,100.000,0.6
5228,09/01/18 01:30:00,105.3,1.51,2.52,-2.276,100.000,0.6
5229,09/01/18 01:45:00,108.1,2.01,3.52,-2.276,100.000,0.6
5230,09/01/18 02:00:00,120.7,3.02,4.53,-2.363,100.000,0.6
5231,09/01/18 02:15:00,120.7,3.02,4.53,-2.392,100.000,0.6
5232,09/01/18 02:30:00,116.5,3.02,4.53,-2.363,100.000,0.6
5233,09/01/18 02:45:00,115.1,3.02,4.03,-2.363,100.000,0.6
5234,09/01/18 03:00:00,113.7,3.02,4.03,-2.363,100.000,0.6
5235,09/01/18 03:15:00,112.3,3.02,4.53,-2.334,100.000,0.6
5236,09/01/18 03:30:00,119.3,2.52,4.03,-2.334,100.000,0.6
5237,09/01/18 03:45:00,116.5,3.02,4.53,-2.392,100.000,0.6
5238,09/01/18 04:00:00,115.1,2.52,4.03,-2.392,100.000,0.6
5239,09/01/18 04:15:00,123.5,3.02,4.53,-2.450,100.000,0.6
5240,09/01/18 04:30:00,117.9,2.52,4.03,-2.479,100.000,0.6
5241,09/01/18 04:45:00,115.1,3.02,4.53,-2.450,100.000,0.6
5242,09/01/18 05:00:00,116.5,3.02,4.03,-2.508,100.000,0.6
5243,09/01/18 05:15:00,115.1,3.02,4.53,-2.537,100.000,0.6
5244,09/01/18 05:30:00,112.3,2.52,4.03,-2.508,100.000,0.6
5245,09/01/18 05:45:00,115.1,3.02,4.53,-2.508,100.000,0.6
5246,09/01/18 06:00:00,110.9,3.02,4.03,-2.596,100.000,0.6
5247,09/01/18 06:15:00,109.5,2.52,4.03,-2.596,100.000,0.6
5248,09/01/18 06:30:00,109.5,2.52,4.03,-2.566,100.000,0.6
5249,09/01/18 06:45:00,109.5,2.01,3.52,-2.654,100.000,0.6
5250,09/01/18 07:00:00,109.5,2.52,3.52,-2.654,100.000,0.6
5251,09/01/18 07:15:00,109.5,2.01,3.52,-2.683,100.000,0.6
5252,09/01/18 07:30:00,109.5,2.01,4.03,-2.654,100.000,0.6
5253,09/01/18 07:45:00,109.5,2.52,4.03,-2.625,100.000,1.9
5254,09/01/18 08:00:00,109.5,1.01,2.52,-2.712,100.000,5.6
5255,09/01/18 08:15:00,109.5,0.50,2.01,-2.683,100.000,10.6
5256,09/01/18 08:30:00,109.5,1.01,2.52,-2.654,100.000,19.4
5257,09/01/18 08:45:00,109.5,1.51,3.02,-2.566,100.000,29.4
5258,09/01/18 09:00:00,109.5,1.51,3.52,-2.654,100.000,38.1
5259,09/01/18 09:15:00,109.5,2.01,3.52,-2.596,100.000,48.1
5260,09/01/18 09:30:00,109.5,1.51,3.52,-2.625,100.000,59.4
5261,09/01/18 09:45:00,109.5,2.01,3.52,-2.654,100.000,80.6
5262,09/01/18 10:00:00,109.5,2.01,3.52,-2.771,100.000,89.4
5263,09/01/18 10:15:00,109.5,1.51,3.52,-2.654,100.000,101.9
5264,09/01/18 10:30:00,109.5,1.01,2.01,-2.596,100.000,121.9
5265,09/01/18 10:45:00,109.5,1.51,3.02,-2.625,100.000,136.9
5266,09/01/18 11:00:00,109.5,1.01,2.52,-2.566,100.000,163.1
5267,09/01/18 11:15:00,109.5,0.50,2.01,-2.508,100.000,174.4
5268,09/01/18 11:30:00,110.9,0.50,2.01,-2.566,100.000,204.4
5269,09/01/18 11:45:00,110.9,0.00,2.01,-2.276,100.000,255.6
5270,09/01/18 12:00:00,120.7,2.01,3.02,-2.566,100.000,203.1
5271,09/01/18 12:15:00,110.9,1.51,3.02,-2.421,100.000,236.9
5272,09/01/18 12:30:00,109.5,1.01,2.52,-2.392,100.000,209.4
5273,09/01/18 12:45:00,110.9,1.51,2.52,-2.421,100.000,210.6
5274,09/01/18 13:00:00,117.9,2.01,3.52,-2.479,100.000,234.4
5275,09/01/18 13:15:00,116.5,2.01,3.02,-2.392,100.000,279.4
5276,09/01/18 13:30:00,112.3,2.01,3.02,-2.044,99.900,304.4
5277,09/01/18 13:45:00,99.7,3.02,4.53,-2.189,99.500,350.6
5278,09/01/18 14:00:00,92.7,3.02,4.53,-2.305,99.400,289.4
5279,09/01/18 14:15:00,81.4,3.52,5.03,-2.247,98.800,326.9
5280,09/01/18 14:30:00,77.2,3.02,5.03,-2.363,98.400,348.1
5281,09/01/18 14:45:00,87.0,3.02,5.03,-2.160,98.500,453.1
5282,09/01/18 15:00:00,94.1,3.02,6.04,-2.508,98.700,348.1
5283,09/01/18 15:15:00,85.6,3.52,5.03,-2.363,98.500,414.4
5284,09/01/18 15:30:00,75.8,3.52,4.53,-2.247,98.300,426.9
5285,09/01/18 15:45:00,77.2,3.02,4.53,-2.421,98.500,360.6
5286,09/01/18 16:00:00,78.6,3.52,4.53,-2.392,98.700,335.6
5287,09/01/18 16:15:00,80.0,3.02,4.03,-2.305,98.800,363.1
5288,09/01/18 16:30:00,75.8,3.02,4.53,-2.247,98.600,410.6
5289,09/01/18 16:45:00,78.6,3.02,4.53,-2.073,98.500,558.1
5290,09/01/18 17:00:00,75.8,3.02,4.53,-2.218,98.200,576.9
5291,09/01/18 17:15:00,71.6,3.02,4.03,-2.044,98.100,623.1
5292,09/01/18 17:30:00,74.4,2.52,3.52,-2.189,98.000,639.4
5293,09/01/18 17:45:00,77.2,2.52,4.03,-2.015,98.000,603.1
5294,09/01/18 18:00:00,73.0,2.52,3.52,-2.305,98.000,554.4
5295,09/01/18 18:15:00,70.2,2.52,3.52,-2.276,98.000,509.4
5296,09/01/18 18:30:00,71.6,2.52,3.52,-2.160,98.100,340.6
5297,09/01/18 18:45:00,73.0,2.52,4.03,-1.958,98.000,356.9
5298,09/01/18 19:00:00,77.2,3.02,4.53,-2.015,96.200,404.4
5299,09/01/18 19:15:00,77.2,3.02,4.53,-2.712,95.700,245.6
5300,09/01/18 19:30:00,80.0,2.52,4.03,-2.742,94.400,173.1
5301,09/01/18 19:45:00,84.2,1.51,3.02,-2.712,95.000,126.9
5302,09/01/18 20:00:00,87.0,1.51,2.01,-2.508,95.100,138.1
5303,09/01/18 20:15:00,92.7,2.01,3.52,-2.160,95.900,131.9
5304,09/01/18 20:30:00,106.7,2.52,5.03,-2.189,92.000,103.1
5305,09/01/18 20:45:00,94.1,2.52,4.53,-2.131,89.700,86.9
5306,09/01/18 21:00:00,88.4,2.52,4.53,-2.160,88.700,78.1
5307,09/01/18 21:15:00,91.3,1.51,3.52,-2.247,91.400,73.1
5308,09/01/18 21:30:00,85.6,1.51,3.02,-2.334,90.100,118.1
5309,09/01/18 21:45:00,63.2,2.52,3.52,-4.106,90.900,61.9
5310,09/01/18 22:00:00,56.2,2.52,3.52,-4.257,90.800,48.1
5311,09/01/18 22:15:00,53.3,2.52,4.03,-5.110,91.300,31.9
5312,09/01/18 22:30:00,54.8,3.02,4.03,-4.499,90.500,20.6
5313,09/01/18 22:45:00,54.8,4.03,5.54,-4.076,89.200,41.9
5314,09/01/18 23:00:00,56.2,4.03,6.04,-3.926,88.400,4.4
5315,09/01/18 23:15:00,54.8,4.53,6.04,-3.627,88.600,1.9
5316,09/01/18 23:30:00,49.1,5.03,7.05,-2.859,87.200,0.6
5317,09/01/18 23:45:00,49.1,5.54,7.55,-3.065,86.700,0.6
5318,09/02/18 00:00:00,54.8,5.54,7.05,-3.508,87.000,0.6
5319,09/02/18 00:15:00,44.9,6.04,7.55,-3.896,86.800,0.6
5320,09/02/18 00:30:00,43.5,7.05,9.56,-4.712,87.200,0.6
5321,09/02/18 00:45:00,40.7,8.56,11.07,-5.667,87.700,0.6
5322,09/02/18 01:00:00,36.5,8.56,11.07,-6.294,87.400,0.6
5323,09/02/18 01:15:00,32.3,9.06,11.58,-6.579,86.300,0.6
5324,09/02/18 01:30:00,32.3,8.56,11.58,-6.930,84.900,0.6
5325,09/02/18 01:45:00,32.3,9.06,12.08,-6.930,84.600,0.6
5326,09/02/18 02:00:00,32.3,10.07,13.09,-7.187,84.300,0.6
5327,09/02/18 02:15:00,32.3,10.07,13.09,-7.090,86.700,0.6
5328,09/02/18 02:30:00,32.3,9.56,13.59,-7.575,85.300,0.6
5329,09/02/18 02:45:00,32.3,9.56,12.58,-7.543,84.800,0.6
5330,09/02/18 03:00:00,32.3,10.57,13.09,-7.478,84.200,0.6
5331,09/02/18 03:15:00,32.3,11.07,14.09,-7.575,84.500,0.6
5332,09/02/18 03:30:00,32.3,11.58,14.09,-7.543,84.200,0.6
5333,09/02/18 03:45:00,32.3,11.58,15.10,-7.804,84.300,0.6
5334,09/02/18 04:00:00,32.3,11.07,14.59,-7.771,83.900,0.6
5335,09/02/18 04:15:00,32.3,11.58,14.59,-7.804,83.200,0.6
5336,09/02/18 04:30:00,32.3,11.58,15.10,-8.066,84.200,0.6
5337,09/02/18 04:45:00,32.3,11.58,14.59,-8.033,84.400,0.6
5338,09/02/18 05:00:00,32.3,12.08,15.10,-8.033,84.600,0.6
5339,09/02/18 05:15:00,32.3,12.58,16.10,-7.968,84.400,0.6
5340,09/02/18 05:30:00,32.3,13.09,15.60,-7.968,84.500,0.6
5341,09/02/18 05:45:00,32.3,13.09,16.10,-7.804,83.100,0.6
5342,09/02/18 06:00:00,32.3,12.58,16.10,-7.968,83.000,0.6
5343,09/02/18 06:15:00,32.3,13.09,16.10,-7.968,83.000,0.6
5344,09/02/18 06:30:00,32.3,13.09,16.61,-8.033,83.500,0.6
5345,09/02/18 06:45:00,32.3,13.09,16.61,-8.132,83.300,0.6
5346,09/02/18 07:00:00,32.3,13.59,17.61,-7.902,83.800,0.6
5347,09/02/18 07:15:00,32.3,14.09,17.61,-7.738,83.700,0.6
5348,09/02/18 07:30:00,32.3,14.09,18.12,-7.771,84.900,1.9
5349,09/02/18 07:45:00,32.3,15.10,18.12,-7.836,84.600,4.4
5350,09/02/18 08:00:00,32.3,14.59,18.12,-7.706,83.900,8.1
5351,09/02/18 08:15:00,32.3,14.59,18.12,-7.284,83.400,11.9
5352,09/02/18 08:30:00,32.3,14.59,18.62,-7.090,81.500,15.6
5353,09/02/18 08:45:00,32.3,14.59,18.12,-6.994,80.300,19.4
5354,09/02/18 09:00:00,32.3,15.10,19.12,-6.802,79.900,24.4
5355,09/02/18 09:15:00,32.3,15.60,18.62,-6.706,79.600,29.4
5356,09/02/18 09:30:00,32.3,16.10,19.63,-6.642,79.500,29.4
5357,09/02/18 09:45:00,32.3,15.10,19.63,-6.357,78.900,31.9
5358,09/02/18 10:00:00,32.3,15.60,19.12,-6.073,78.500,36.9
5359,09/02/18 10:15:00,32.3,15.60,19.63,-5.979,78.500,38.1
5360,09/02/18 10:30:00,32.3,15.60,19.12,-5.760,77.700,39.4
5361,09/02/18 10:45:00,32.3,15.60,18.62,-5.418,76.900,39.4
5362,09/02/18 11:00:00,32.3,15.60,19.63,-5.110,76.500,45.6
5363,09/02/18 11:15:00,32.3,15.10,19.12,-5.110,77.400,48.1
5364,09/02/18 11:30:00,32.3,15.10,19.63,-4.682,76.100,51.9
5365,09/02/18 11:45:00,32.3,14.59,18.12,-4.651,75.900,58.1
5366,09/02/18 12:00:00,32.3,14.09,17.61,-4.469,76.000,75.6
5367,09/02/18 12:15:00,32.3,14.09,17.61,-4.016,75.200,104.4
5368,09/02/18 12:30:00,32.3,14.59,19.12,-3.926,75.300,164.4
5369,09/02/18 12:45:00,32.3,14.59,18.62,-3.657,75.500,158.1
5370,09/02/18 13:00:00,32.3,14.59,18.62,-3.538,76.800,145.6
5371,09/02/18 13:15:00,32.3,15.10,19.63,-3.627,77.700,166.9
5372,09/02/18 13:30:00,33.7,15.10,19.63,-3.330,77.700,196.9
5373,09/02/18 13:45:00,35.1,14.59,18.62,-2.800,74.700,270.6
5374,09/02/18 14:00:00,36.5,14.09,18.12,-2.859,75.800,221.9
5375,09/02/18 14:15:00,39.3,14.59,17.11,-2.479,75.200,278.1
5376,09/02/18 14:30:00,53.3,14.09,18.12,-2.102,75.000,308.1
5377,09/02/18 14:45:00,57.6,14.09,17.61,-1.900,74.400,326.9
5378,09/02/18 15:00:00,46.3,14.59,18.12,-1.871,75.400,361.9
5379,09/02/18 15:15:00,44.9,14.59,18.12,-1.584,74.100,368.1
5380,09/02/18 15:30:00,43.5,14.09,17.61,-1.527,74.100,401.9
5381,09/02/18 15:45:00,43.5,13.59,16.61,-1.413,74.700,453.1
5382,09/02/18 16:00:00,47.7,13.09,16.10,-1.242,75.900,428.1
5383,09/02/18 16:15:00,46.3,12.08,15.10,-0.789,73.100,499.4
5384,09/02/18 16:30:00,49.1,11.58,14.59,-0.930,74.700,404.4
5385,09/02/18 16:45:00,54.8,11.07,14.09,-0.930,74.700,476.9
5386,09/02/18 17:00:00,53.3,11.07,14.09,-0.845,75.000,413.1
5387,09/02/18 17:15:00,56.2,10.07,13.09,-0.451,73.900,604.4
5388,09/02/18 17:30:00,56.2,10.07,12.58,-0.563,76.000,533.1
5389,09/02/18 17:45:00,59.0,10.57,13.59,-0.648,75.900,325.6
5390,09/02/18 18:00:00,57.6,11.07,13.59,-0.760,75.500,345.6
5391,09/02/18 18:15:00,50.5,11.07,14.59,-0.311,74.600,523.1
5392,09/02/18 18:30:00,47.7,11.07,14.59,-0.591,75.900,290.6
5393,09/02/18 18:45:00,46.3,12.08,15.60,-0.648,76.200,400.6
5394,09/02/18 19:00:00,47.7,12.58,15.60,-0.535,76.100,293.1
5395,09/02/18 19:15:00,46.3,12.58,16.10,-0.143,74.500,781.9
5396,09/02/18 19:30:00,46.3,12.58,15.60,-0.311,76.200,181.9
5397,09/02/18 19:45:00,46.3,11.58,15.10,-0.395,76.200,188.1
5398,09/02/18 20:00:00,44.9,11.58,15.10,-0.339,76.500,129.4
5399,09/02/18 20:15:00,46.3,12.08,15.60,-0.339,76.300,116.9
5400,09/02/18 20:30:00,42.1,12.08,17.11,-0.395,76.300,196.9
5401,09/02/18 20:45:00,43.5,12.58,16.10,-0.535,77.300,141.9
5402,09/02/18 21:00:00,44.9,12.58,14.59,-0.789,77.600,104.4
5403,09/02/18 21:15:00,43.5,12.58,15.60,-1.043,76.800,50.6
5404,09/02/18 21:30:00,46.3,13.09,16.61,-1.157,76.600,39.4
5405,09/02/18 21:45:00,44.9,13.59,16.61,-1.384,78.700,39.4
5406,09/02/18 22:00:00,46.3,13.09,16.10,-1.157,77.200,33.1
5407,09/02/18 22:15:00,46.3,13.59,17.11,-1.299,77.800,20.6
5408,09/02/18 22:30:00,46.3,14.09,17.61,-1.470,79.100,13.1
5409,09/02/18 22:45:00,46.3,12.58,16.10,-1.556,79.100,6.9
5410,09/02/18 23:00:00,46.3,12.08,16.10,-1.699,80.900,1.9
5411,09/02/18 23:15:00,46.3,12.58,16.61,-1.470,78.600,0.6
5412,09/02/18 23:30:00,46.3,12.58,15.60,-1.413,79.800,0.6
5413,09/02/18 23:45:00,46.3,12.58,16.10,-1.299,78.400,0.6
5414,09/03/18 00:00:00,44.9,12.58,16.10,-1.270,78.300,0.6
5415,09/03/18 00:15:00,43.5,12.08,15.60,-1.213,79.600,0.6
5416,09/03/18 00:30:00,43.5,11.58,15.10,-1.157,79.800,0.6
5417,09/03/18 00:45:00,44.9,12.08,14.59,-1.128,81.800,0.6
5418,09/03/18 01:00:00,47.7,12.08,15.10,-1.185,81.600,0.6
5419,09/03/18 01:15:00,46.3,12.58,15.60,-1.299,81.800,0.6
5420,09/03/18 01:30:00,43.5,13.09,17.11,-1.327,81.600,0.6
5421,09/03/18 01:45:00,43.5,14.09,18.12,-1.384,81.800,0.6
5422,09/03/18 02:00:00,44.9,14.59,18.62,-1.470,83.000,0.6
5423,09/03/18 02:15:00,44.9,13.59,17.61,-1.128,80.500,0.6
5424,09/03/18 02:30:00,44.9,14.09,17.61,-1.470,81.200,0.6
5425,09/03/18 02:45:00,44.9,13.09,16.61,-1.413,80.600,0.6
5426,09/03/18 03:00:00,44.9,11.58,14.59,-1.556,81.800,0.6
5427,09/03/18 03:15:00,46.3,11.58,14.09,-1.441,81.200,0.6
5428,09/03/18 03:30:00,47.7,11.58,15.10,-1.356,82.100,0.6
5429,09/03/18 03:45:00,49.1,12.08,15.10,-1.527,82.500,0.6
5430,09/03/18 04:00:00,49.1,12.08,16.10,-1.699,83.000,0.6
5431,09/03/18 04:15:00,49.1,12.58,16.61,-1.641,82.300,0.6
5432,09/03/18 04:30:00,49.1,12.58,15.60,-1.814,81.200,0.6
5433,09/03/18 04:45:00,49.1,13.09,17.11,-1.929,82.200,0.6
5434,09/03/18 05:00:00,49.1,13.09,16.61,-1.986,82.500,0.6
5435,09/03/18 05:15:00,49.1,13.59,16.61,-2.247,83.000,0.6
5436,09/03/18 05:30:00,49.1,13.09,16.61,-2.102,82.800,0.6
5437,09/03/18 05:45:00,47.7,13.09,16.10,-2.044,82.200,0.6
5438,09/03/18 06:00:00,47.7,12.08,15.10,-2.102,82.900,0.6
5439,09/03/18 06:15:00,47.7,12.08,16.10,-2.073,83.700,0.6
5440,09/03/18 06:30:00,47.7,11.58,15.60,-1.900,83.900,0.6
5441,09/03/18 06:45:00,49.1,11.07,14.09,-1.727,83.500,0.6
5442,09/03/18 07:00:00,47.7,11.07,13.59,-1.441,82.600,0.6
5443,09/03/18 07:15:00,49.1,9.56,12.58,-0.958,82.100,0.6
5444,09/03/18 07:30:00,51.9,9.56,12.58,-1.071,82.500,0.6
5445,09/03/18 07:45:00,54.8,10.07,13.59,-0.676,82.000,3.1
5446,09/03/18 08:00:00,54.8,10.07,13.09,-0.760,82.300,5.6
5447,09/03/18 08:15:00,56.2,9.56,13.09,-0.535,82.400,11.9
5448,09/03/18 08:30:00,57.6,9.56,12.08,-0.395,82.300,20.6
5449,09/03/18 08:45:00,57.6,9.06,12.08,-0.143,81.700,25.6
5450,09/03/18 09:00:00,59.0,9.06,12.08,-0.143,82.500,29.4
5451,09/03/18 09:15:00,57.6,8.05,10.57,-0.171,84.000,36.9
5452,09/03/18 09:30:00,60.4,8.05,10.57,0.605,83.500,50.6
5453,09/03/18 09:45:00,70.2,7.55,11.07,0.660,85.200,63.1
5454,09/03/18 10:00:00,71.6,7.55,10.07,0.880,86.000,78.1
5455,09/03/18 10:15:00,81.4,6.54,9.56,1.425,86.000,89.4
5456,09/03/18 10:30:00,106.7,6.04,9.56,-0.395,92.300,89.4
5457,09/03/18 10:45:00,103.9,5.03,7.05,-0.620,93.600,95.6
5458,09/03/18 11:00:00,106.7,5.54,8.05,-0.845,94.800,98.1
5459,09/03/18 11:15:00,106.7,5.54,8.05,-1.015,96.000,124.4
5460,09/03/18 11:30:00,112.3,6.54,8.56,-1.015,96.400,154.4
5461,09/03/18 11:45:00,117.9,6.04,9.06,-1.299,97.200,118.1
5462,09/03/18 12:00:00,112.3,5.54,9.06,-1.299,97.600,161.9
5463,09/03/18 12:15:00,106.7,5.54,7.55,-1.299,98.000,115.6
5464,09/03/18 12:30:00,108.1,5.54,8.05,-1.356,98.300,125.6
5465,09/03/18 12:45:00,106.7,4.53,6.54,-1.213,98.500,163.1
5466,09/03/18 13:00:00,105.3,5.03,7.55,-1.242,98.600,185.6
5467,09/03/18 13:15:00,103.9,5.54,8.05,-1.270,98.400,196.9
5468,09/03/18 13:30:00,101.1,5.54,7.05,-1.213,98.600,200.6
5469,09/03/18 13:45:00,101.1,5.54,7.55,-1.213,98.400,261.9
5470,09/03/18 14:00:00,101.1,5.54,7.55,-1.043,98.200,324.4
5471,09/03/18 14:15:00,102.5,5.54,8.05,-1.242,98.000,268.1
5472,09/03/18 14:30:00,102.5,5.03,7.05,-1.384,98.100,243.1
5473,09/03/18 14:45:00,108.1,5.54,7.05,-1.384,98.000,269.4
5474,09/03/18 15:00:00,106.7,5.03,6.54,-1.413,97.900,306.9
5475,09/03/18 15:15:00,106.7,5.03,6.54,-1.413,97.900,241.9
5476,09/03/18 15:30:00,102.5,4.03,6.04,-1.356,97.800,290.6
5477,09/03/18 15:45:00,102.5,4.03,5.54,-1.327,97.600,259.4
5478,09/03/18 16:00:00,98.3,4.03,5.54,-1.327,97.600,271.9
5479,09/03/18 16:15:00,95.5,4.03,5.54,-1.299,97.800,253.1
5480,09/03/18 16:30:00,94.1,4.03,5.54,-1.384,98.000,203.1
5481,09/03/18 16:45:00,101.1,4.53,6.04,-1.441,98.300,205.6
5482,09/03/18 17:00:00,101.1,4.53,6.04,-1.470,98.500,204.4
5483,09/03/18 17:15:00,98.3,4.53,6.04,-1.441,98.600,194.4
5484,09/03/18 17:30:00,95.5,4.53,6.04,-1.527,98.700,185.6
