Day (2012),Borehole 4 (m),Borehole 6 (m),Borehole 7 (m),FOXX Velocity (m/a),25N1 Velocity (m/a),FOXX Bed Separation (m),25N1 Bed Separation (m),Temperature (*C),Moulin 3 Dday,Moulin 3 (m),Moulin 4 Dday,Moulin 4 (m)
140,687.857594,686.198259,661.2804464,82.83811116,77.74160592,0.000517763,-0.017236834,-1.376600533,191.8333333,558.99238,192.5680556,NaN
140.0104167,687.857594,686.1931605,661.2713913,83.02845705,77.943214,0.000649173,-0.017143297,-1.587120556,191.84375,560.048559,192.5681134,NaN
140.0208333,687.857594,686.2084561,661.2648057,83.0444143,77.84216867,0.000723919,-0.017081368,-1.780360294,191.8541667,561.4205675,192.5681713,NaN
140.03125,687.888185,686.2441455,661.2598665,82.74380574,77.20751452,0.000727308,-0.016943817,-1.933400312,191.8645833,562.2300077,192.5682292,NaN
140.0416667,687.918776,686.2084562,661.2565737,82.51433696,77.25101395,0.00066287,-0.016876342,-2.107320373,191.875,561.9931936,192.568287,NaN
140.0520833,687.8932835,686.218653,661.2483416,82.12834224,76.76810811,0.000636792,-0.016820866,-2.272160376,191.8854167,560.8557764,192.5683449,NaN
140.0625,687.918776,686.208456,661.2425792,81.92695091,76.1437539,0.000605124,-0.016753591,-2.431880317,191.8958333,558.7451016,192.5684028,NaN
140.0729167,687.877988,686.1931606,661.234347,81.70846715,75.90026447,0.000582535,-0.016698729,-2.542440244,191.90625,556.1584394,192.5684606,NaN
140.0833333,687.918776,686.2084562,661.2285845,81.58243489,75.94647775,0.000553779,-0.016590067,-2.62492022,191.9166667,553.3411394,192.5685185,NaN
140.09375,687.9476675,686.2441455,661.2187059,81.70018182,76.25568463,0.000573745,-0.016461497,-2.709520227,191.9270833,550.2619339,192.5685764,NaN
140.1041667,687.942569,686.22885,661.2104737,81.71508903,75.61155055,0.000582064,-0.016325996,-2.800360142,191.9375,547.0926116,192.5686343,NaN
140.1145833,687.9340715,686.239047,661.2055343,81.5800433,75.39739239,0.000600088,-0.016265139,-2.864880187,191.9479167,544.2824373,192.5686921,NaN
140.125,687.918776,686.22885,661.2055343,81.19476063,75.67744577,0.000637478,-0.016158266,-2.935560163,191.9583333,542.1297357,192.56875,NaN
140.1354167,687.918776,686.22885,661.2063575,81.03885438,76.25093943,0.000655564,-0.016064901,-2.995080114,191.96875,540.7802803,192.5688079,NaN
140.1458333,687.918776,686.22885,661.2030646,80.73370705,76.33181803,0.000669962,-0.016029325,-3.022160029,191.9791667,539.8874789,192.5688657,NaN
140.15625,687.9417193,686.2339485,661.1989485,80.60598786,75.77581302,0.000671066,-0.016047639,-3.030279976,191.9895833,539.1114155,192.5689236,NaN
140.1666667,687.898382,686.1982592,661.1923626,80.80865476,75.4717131,0.000674692,-0.015994837,-3.029280146,192,538.2422615,192.5689815,NaN
140.1770833,687.9213252,686.2135545,661.1898929,80.67837683,75.33933181,0.000684073,-0.015908482,-3.055200044,192.0104167,537.4559294,192.5690394,NaN
140.1875,687.918776,686.22885,661.1849535,80.70611647,75.26960662,0.00069374,-0.015849767,-3.050840007,192.0208333,536.5247538,192.5690972,NaN
140.1979167,687.9570147,686.218653,661.1824838,80.77984835,75.24240965,0.000688096,-0.015830852,-3.021800009,192.03125,535.7601657,192.5691551,NaN
140.2083333,687.949367,686.218653,661.1783676,80.53079004,74.82679013,0.000678376,-0.015782765,-2.993199963,192.0416667,535.5351442,192.569213,NaN
140.21875,687.93917,686.218653,661.1750746,80.59072367,75.01186428,0.000649807,-0.01571802,-2.959279987,192.0520833,535.7826744,192.5692708,NaN
140.2291667,687.949367,686.239047,661.1742514,80.56579377,74.70599183,0.000651118,-0.015730164,-2.929239914,192.0625,535.5434809,192.5693287,NaN
140.2395833,687.9264238,686.2339485,661.1742514,80.37598185,74.51959055,0.000642772,-0.015728433,-2.880039855,192.0729167,534.8196573,192.5693866,NaN
140.25,687.928973,686.208456,661.1717817,80.08747888,74.47685463,0.000596414,-0.015655095,-2.817999837,192.0833333,533.4168727,192.5694444,NaN
140.2604167,687.9646625,686.2339485,661.1734281,79.69254152,74.08900822,0.000568642,-0.015558805,-2.750359912,192.09375,531.5975358,192.5695023,NaN
140.2708333,687.979958,686.2084562,661.1726049,79.38653084,74.01907748,0.000602375,-0.015453355,-2.690719889,192.1041667,529.5889231,192.5695602,NaN
140.28125,687.9850565,686.239047,661.1643725,79.3059837,74.13206075,0.000661637,-0.015470374,-2.627599884,192.1145833,527.5160382,192.5696181,NaN
140.2916667,687.959564,686.2492439,661.1577865,79.08022811,73.79492286,0.000759088,-0.015438623,-2.555159848,192.125,525.3868656,192.5696759,NaN
140.3020833,687.969761,686.2441455,661.15614,79.33471188,73.69382391,0.000842037,-0.015470732,-2.461839738,192.1354167,523.4231358,192.5697338,NaN
140.3125,687.979958,686.208456,661.1479075,79.41718619,73.60643938,0.00090437,-0.015532066,-2.343759775,192.1458333,522.4563696,192.5697917,NaN
140.3229167,688.010549,686.2441455,661.1421447,79.37915835,73.00831656,0.001003299,-0.01560917,-2.23147979,192.15625,522.7189342,192.5698495,NaN
140.3333333,687.93917,686.2543425,661.1380284,79.18036215,72.6146611,0.001020971,-0.015765116,-2.152119821,192.1666667,523.9229399,192.5699074,NaN
140.34375,687.979958,686.259441,661.1265027,78.75304967,71.51515043,0.001017192,-0.015940767,-2.071159784,192.1770833,525.0815524,192.5699653,NaN
140.3541667,688.04114,686.2543425,661.1215631,78.63811412,71.44411729,0.001033345,-0.016090481,-1.975039761,192.1875,525.0579476,192.5700231,NaN
140.3645833,687.9952535,686.259441,661.1083908,78.68841938,71.19401207,0.001026189,-0.016232548,-1.870959809,192.1979167,523.3629398,192.570081,NaN
140.375,687.990155,686.22885,661.1050977,79.17101052,70.57299269,0.001037555,-0.016305087,-1.768759815,192.2083333,520.5513979,192.5701389,NaN
140.3854167,688.04114,686.2288499,661.0902787,79.13854461,69.54630005,0.001101608,-0.016410743,-1.664599839,192.21875,517.2022403,192.5701968,NaN
140.3958333,687.969761,686.2084561,661.0771062,78.94045179,69.01193416,0.001179935,-0.016502448,-1.567999968,192.2291667,513.5205036,192.5702546,NaN
140.40625,688.0258445,686.2237515,661.0655801,78.99320972,69.1448062,0.001323813,-0.016549416,-1.503960005,192.2395833,509.7346989,192.5703125,NaN
140.4166667,688.020746,686.2492439,661.0491142,78.92757567,69.09855162,0.001456609,-0.016606575,-1.446080029,192.25,506.0477646,192.5703704,NaN
140.4270833,688.000352,686.2033575,661.0359413,78.75055717,69.02031626,0.0016045,-0.016699988,-1.384359883,192.2604167,502.6754378,192.5704282,NaN
140.4375,688.030943,686.249244,661.0277083,78.53499269,68.78244762,0.001749766,-0.016797739,-1.303639975,192.2708333,500.130482,192.5704861,NaN
140.4479167,688.0156475,686.2645394,661.0194751,78.48673873,68.83195162,0.001880633,-0.016907472,-1.263319927,192.28125,498.334086,192.570544,NaN
140.4583333,688.030943,686.2492439,661.0071254,78.84864786,69.28204627,0.00199767,-0.016972326,-1.228799907,192.2916667,497.1121234,192.5706019,NaN
140.46875,688.04114,686.239047,660.9972455,78.8435666,69.04012673,0.002158785,-0.017049671,-1.188279894,192.3020833,496.5749667,192.5706597,NaN
140.4791667,688.030943,686.2084562,660.9881889,79.15149636,69.35532719,0.002310829,-0.01709934,-1.136199882,192.3125,496.6222085,192.5707176,NaN
140.4895833,688.071731,686.2313992,660.9766623,79.59717826,69.98527826,0.002454387,-0.017100156,-1.085999931,192.3229167,497.4327054,192.5707755,NaN
140.5,688.081928,686.239047,660.9741923,79.94356468,70.14259478,0.0026284,-0.017131183,-1.039799954,192.3333333,498.838611,192.5708333,NaN
140.5104167,688.034342,686.2543425,660.975839,80.39886529,70.60321882,0.002756724,-0.017207266,-1.014439907,192.34375,500.5296543,192.5708912,NaN
140.5208333,688.044539,686.2594408,660.9725456,80.48423286,70.79802687,0.002819762,-0.017313121,-0.981599753,192.3541667,502.5072808,192.5709491,NaN
140.53125,688.0666325,686.218653,660.9684289,80.69173864,71.36394544,0.002893589,-0.017292234,-0.912519753,192.3645833,504.8212724,192.5710069,NaN
140.5416667,688.14311,686.2696378,660.9626656,81.24439721,72.13350277,0.002968418,-0.017223296,-0.820480094,192.375,507.2260673,192.5710648,NaN
140.5520833,688.0972235,686.22885,660.9527854,81.17051101,72.07681844,0.003020101,-0.017098276,-0.789440137,192.3854167,509.4764958,192.5711227,NaN
140.5625,688.122716,686.259441,660.9404352,81.14730729,72.11892412,0.003129623,-0.016985156,-0.765960186,192.3958333,511.8301013,192.5711806,NaN
140.5729167,688.092125,686.218653,660.9338484,81.26778367,72.44942298,0.003216556,-0.016829055,-0.761560171,192.40625,514.318534,192.5712384,NaN
140.5833333,688.092125,686.2288499,660.9272616,81.51287714,72.49710635,0.003365606,-0.016555137,-0.760520167,192.4166667,517.0890225,192.5712963,NaN
140.59375,688.1048712,686.2084559,660.9206747,82.02544266,73.31912479,0.003507273,-0.016357892,-0.760720209,192.4270833,519.5605619,192.5713542,NaN
140.6041667,688.14311,686.2390469,660.919028,82.33122074,73.66348561,0.003612483,-0.01618327,-0.769720258,192.4375,521.479921,192.571412,NaN
140.6145833,688.1380115,686.239047,660.9107944,82.43852885,74.10779031,0.003718799,-0.01596304,-0.789960257,192.4479167,523.3359911,192.5714699,NaN
140.625,688.132913,686.22885,660.9033841,81.88724331,74.56709743,0.003791931,-0.015855249,-0.806280294,192.4583333,525.1720581,192.5715278,NaN
140.6354167,688.14311,686.2339487,660.900914,81.75289783,75.21102269,0.003797553,-0.015738182,-0.822600366,192.46875,527.4080103,192.5715856,NaN
140.6458333,688.14311,686.259441,660.8959737,82.14811994,75.7718242,0.003735029,-0.015665748,-0.854040329,192.4791667,530.6726594,192.5716435,NaN
140.65625,688.132913,686.249244,660.8844465,82.51631284,75.95819581,0.003635626,-0.015603559,-0.877520249,192.4895833,534.654977,192.5717014,NaN
140.6666667,688.102322,686.249244,660.8795062,82.4202613,76.04249797,0.003534081,-0.015567196,-0.874160334,192.5,538.4785637,192.5717593,NaN
140.6770833,688.1686025,686.249244,660.8762127,82.36014092,75.92196858,0.00348591,-0.015615903,-0.889480309,192.5104167,541.6921031,192.5718171,NaN
140.6875,688.173701,686.310426,660.870449,82.55821946,76.25300204,0.003413193,-0.01563166,-0.900760285,192.5208333,544.6159019,192.571875,NaN
140.6979167,688.1584055,686.269638,660.8589216,82.49263012,76.44068013,0.003370222,-0.015621397,-0.911680285,192.53125,547.5159976,192.5719329,NaN
140.7083333,688.163504,686.2696379,660.8523345,82.0803606,75.98836728,0.003292385,-0.015696543,-0.910760339,192.5416667,550.4225573,192.5719907,NaN
140.71875,688.1482085,686.249244,660.8473942,81.804982,76.26549582,0.003204089,-0.015780036,-0.919240357,192.5520833,553.4945904,192.5720486,NaN
140.7291667,688.153307,686.259441,660.8432772,81.34000408,76.12708714,0.003133005,-0.015841337,-0.935280405,192.5625,556.9767187,192.5721065,NaN
140.7395833,688.1380115,686.2441455,660.8391602,81.00276091,75.60372592,0.002995662,-0.015874162,-0.966440422,192.5729167,560.5175165,192.5721644,NaN
140.75,688.204292,686.269638,660.840807,80.688885,75.55740615,0.002845989,-0.015936262,-1.001160446,192.5833333,563.9842221,192.5722222,NaN
140.7604167,688.183898,686.2543424,660.8383368,80.1192483,75.06095191,0.002726673,-0.015971272,-1.048960469,192.59375,567.5379518,192.5722801,NaN
140.7708333,688.224686,686.290032,660.8317496,80.165649,75.09614534,0.002650502,-0.016011126,-1.086680509,192.6041667,571.3282233,192.572338,NaN
140.78125,688.234883,686.2645395,660.8235156,80.01794836,74.64797675,0.002594928,-0.016125862,-1.129600587,192.6145833,574.6298375,192.5723958,NaN
140.7916667,688.183898,686.3002287,660.8202219,79.52224368,73.98609509,0.002519061,-0.016278073,-1.198920587,192.625,577.2175239,192.5724537,NaN
140.8020833,688.234883,686.2696381,660.8144581,79.40174719,74.75677303,0.002422935,-0.016391727,-1.290960246,192.6354167,579.4183533,192.5725116,NaN
140.8125,688.194095,686.290032,660.8111644,79.35671712,75.19729453,0.002298079,-0.016491498,-1.32964024,192.6458333,581.2950391,192.5725694,NaN
140.8229167,688.265474,686.3053275,660.8070474,79.23344016,75.55089492,0.002134521,-0.016588598,-1.3721603,192.65625,583.0299641,192.5726273,NaN
140.8333333,688.265474,686.290032,660.8045771,79.22982768,75.94597168,0.001963259,-0.016777999,-1.420360326,192.6666667,584.5819843,192.5726852,NaN
140.84375,688.234883,686.2747365,660.8021069,79.00572025,75.9876842,0.001752841,-0.016898903,-1.474400315,192.6770833,586.1376147,192.5727431,NaN
140.8541667,688.265474,686.2900318,660.7914025,78.88260842,76.66745758,0.001575716,-0.016975727,-1.526560363,192.6875,587.3334723,192.5728009,NaN
140.8645833,688.3113605,686.300229,660.7782277,78.66637814,76.39459281,0.001430702,-0.017052978,-1.590560309,192.6979167,588.5048456,192.5728588,NaN
140.875,688.296065,686.269638,660.7699934,79.06385807,76.06717028,0.001265583,-0.017128055,-1.645040333,192.7083333,589.6983494,192.5729167,NaN
140.8854167,688.3011635,686.2849335,660.7584654,79.37792533,75.95981461,0.001153296,-0.01715686,-1.710680368,192.71875,590.7047842,192.5729745,NaN
140.8958333,688.285868,686.2696382,660.7461138,79.22662303,75.73564116,0.001052135,-0.017072164,-1.793280302,192.7291667,591.6319861,192.5730324,NaN
140.90625,688.2705725,686.290032,660.7337621,78.70533229,75.88436066,0.000961666,-0.017045802,-1.866480315,192.7395833,592.5012759,192.5730903,NaN
140.9166667,688.265474,686.279835,660.7238808,78.70820284,76.09132944,0.00086099,-0.017053181,-1.947640315,192.75,593.2273658,192.5731481,NaN
140.9270833,688.24508,686.2645396,660.7115289,78.95182077,76.30248849,0.000684935,-0.016957183,-2.03076023,192.7604167,593.6651811,192.573206,NaN
140.9375,688.265474,686.269638,660.6975301,78.72893197,76.22655456,0.000556519,-0.016876347,-2.100520231,192.7708333,593.9031992,192.5732639,NaN
140.9479167,688.285868,686.2849335,660.6802373,78.68404521,75.8830567,0.000417932,-0.016779933,-2.166680279,192.78125,593.8363981,192.5733218,NaN
140.9583333,688.285868,686.269638,660.6662382,78.85623644,75.9473827,0.000343348,-0.016630955,-2.233160273,192.7916667,593.573283,192.5733796,NaN
140.96875,688.285868,686.2747365,660.6514155,79.14069229,75.79174405,0.000243287,-0.016516247,-2.297800267,192.8020833,593.5004831,192.5734375,NaN
140.9791667,688.255277,686.279835,660.6390632,79.24265498,75.82519074,9.85E-05,-0.016345597,-2.362400267,192.8125,593.4520572,192.5734954,NaN
140.9895833,688.3011635,686.2645396,660.6217698,79.21917681,75.86649043,3.89E-05,-0.016298431,-2.425120232,192.8229167,593.3463502,192.5735532,NaN
141,688.316459,686.290032,660.6077703,79.43297438,75.8222286,-3.51E-06,-0.016263795,-2.484200226,192.8333333,592.9575969,192.5736111,NaN
141.0104167,688.306262,686.2441455,660.6028293,79.82491645,76.1731359,-5.00E-05,-0.016237215,-2.541640238,192.84375,592.4365172,192.573669,NaN
141.0208333,688.316459,686.2696379,660.5962412,79.95599384,75.73784272,-0.000133194,-0.016202412,-2.595320246,192.8541667,592.0470342,192.5737269,NaN
141.03125,688.306262,686.2441455,660.5904766,79.95657306,75.60076256,-0.000267758,-0.016108254,-2.655000253,192.8645833,591.3285917,192.5737847,NaN
141.0416667,688.326656,686.249244,660.5822415,80.21325394,75.93670699,-0.000416641,-0.016060299,-2.712840277,192.875,590.5059701,192.5738426,NaN
141.0520833,688.34705,686.2339486,660.5764768,80.28902831,75.32355519,-0.000516322,-0.016042025,-2.772440283,192.8854167,589.6853809,192.5739005,NaN
141.0625,688.306262,686.239047,660.5674181,80.39904869,75.05182892,-0.000647564,-0.016044686,-2.833960283,192.8958333,588.9118176,192.5739583,NaN
141.0729167,688.3521485,686.2161038,660.550124,80.60461118,75.00281727,-0.000749018,-0.016124814,-2.899200283,192.90625,588.2603685,192.5740162,NaN
141.0833333,688.34705,686.22885,660.5229472,80.63798606,74.9064027,-0.000825707,-0.016193127,-2.958720229,192.9166667,587.5432452,192.5740741,NaN
141.09375,688.3725425,686.239047,660.503182,80.81311256,75.1180669,-0.00088665,-0.016260245,-3.010720217,192.9270833,586.698217,192.5741319,NaN
141.1041667,688.398035,686.249244,660.4924758,80.87762543,74.07726782,-0.000984198,-0.016417866,-3.057160217,192.9375,585.6332379,192.5741898,NaN
141.1145833,688.4235275,686.2135545,660.4792988,81.08280763,74.21596575,-0.001103096,-0.016648309,-3.101880211,192.9479167,584.2886347,192.5742477,NaN
141.125,688.44902,686.198259,660.4554153,80.8901717,74.71175203,-0.001206809,-0.016840075,-3.152360218,192.9583333,582.7283057,192.5743056,NaN
141.1354167,688.3827395,686.239047,660.4447087,81.00296452,75.1111391,-0.001329863,-0.017062076,-3.202840218,192.96875,580.9281187,192.5743634,NaN
141.1458333,688.398035,686.2288501,660.4298842,81.04765557,75.33206718,-0.001427364,-0.017393447,-3.249920183,192.9791667,578.8582516,192.5744213,NaN
141.15625,688.428626,686.2441455,660.410118,81.21095459,74.95170465,-0.001548285,-0.017679114,-3.291440177,192.9895833,576.6882875,192.5744792,NaN
141.1666667,688.459217,686.22885,660.401882,81.43505253,74.72611573,-0.001674841,-0.017898089,-3.331040177,193,574.4600955,192.574537,NaN
141.1770833,688.438823,686.2339486,660.3870571,81.38878837,74.51162149,-0.001782424,-0.018109367,-3.366800158,193.0104167,572.2075142,192.5745949,NaN
141.1875,688.418429,686.218653,660.3755266,81.4940904,74.25076261,-0.001917559,-0.018361268,-3.396880158,193.0208333,570.0010698,192.5746528,NaN
141.1979167,688.418429,686.239047,660.3689377,81.56487995,74.18130504,-0.002063267,-0.018653338,-3.423080159,193.03125,567.7813954,192.5747106,NaN
141.2083333,688.418429,686.2900318,660.3524652,81.60781747,74.39829696,-0.002251283,-0.018950578,-3.453120099,193.0416667,565.3752789,192.5747685,NaN
141.21875,688.4643155,686.2441455,660.3343454,81.48206522,74.42048251,-0.002447434,-0.019230892,-3.472000105,193.0520833,562.8150058,192.5748264,NaN
141.2291667,688.4847095,686.1880622,660.3228145,81.56539766,74.24166408,-0.002581737,-0.019598784,-3.491040117,193.0625,560.1399574,192.5748843,NaN
141.2395833,688.4923573,686.2543426,660.3071653,81.77160853,74.34583664,-0.00274131,-0.019930372,-3.510120147,193.0729167,557.5633925,192.5749421,NaN
141.25,688.500005,686.218653,660.2898687,81.70392286,74.34877767,-0.002937432,-0.020170048,-3.538760135,193.0833333,555.0424092,192.575,NaN
141.2604167,688.4541185,686.249244,660.2775139,81.68453393,74.31097776,-0.00308263,-0.020383818,-3.576880111,193.09375,552.4859916,192.5750579,NaN
141.2708333,688.469414,686.269638,660.265159,81.49533825,74.58189791,-0.003198028,-0.020581171,-3.611200074,193.1041667,549.7035903,192.5751157,NaN
141.28125,688.500005,686.279835,660.2593933,81.50480173,74.75079587,-0.003287933,-0.0208335,-3.636000044,193.1145833,546.519827,192.5751736,NaN
141.2916667,688.500005,686.2900319,660.2478619,81.39881984,74.45813597,-0.003303222,-0.021030411,-3.634280155,193.125,542.8490161,192.5752315,NaN
141.3020833,688.479611,686.259441,660.2313884,81.57859253,74.56611256,-0.003310717,-0.021248804,-3.654040132,193.1354167,539.0657926,192.5752894,NaN
141.3125,688.520399,686.290032,660.2182094,81.55692495,74.4499982,-0.003299438,-0.021408877,-3.670240126,193.1458333,535.9716998,192.5753472,NaN
141.3229167,688.4949065,686.2645395,660.2157384,81.54817266,74.18061526,-0.0032542,-0.021496283,-3.692240079,193.15625,533.6394139,192.5754051,NaN
141.3333333,688.479611,686.1982594,660.2058541,81.52215779,74.05402098,-0.003253093,-0.021560272,-3.703160043,193.1666667,531.6458831,192.575463,NaN
141.34375,688.5254975,686.2849335,660.2025593,81.20931787,73.5052088,-0.003204204,-0.021585227,-3.702760037,193.1770833,529.786296,192.5755208,NaN
141.3541667,688.500005,686.269638,660.1951461,81.15984281,73.95250005,-0.003095493,-0.0215044,-3.696600012,193.1875,527.794753,192.5755787,NaN
141.3645833,688.520399,686.2645394,660.1893802,81.15966361,74.03862181,-0.0029813,-0.021384461,-3.688640001,193.1979167,525.5750764,192.5756366,NaN
141.375,688.530596,686.290032,660.1869091,81.36556858,73.48871397,-0.00283906,-0.021218505,-3.677079958,193.2083333,523.6042291,192.5756944,NaN
141.3854167,688.520399,686.279835,660.1794958,81.00190462,72.82639573,-0.002700964,-0.021105985,-3.673359946,193.21875,521.8059887,192.5757523,NaN
141.3958333,688.510202,686.2696382,660.1778484,80.83572239,72.57895543,-0.00251857,-0.020973403,-3.669679944,193.2291667,520.0302865,192.5758102,NaN
141.40625,688.520399,686.2951305,660.1803195,81.01725522,72.84385961,-0.002323331,-0.020792675,-3.665519944,193.2395833,519.5779597,192.5758681,NaN
141.4166667,688.540793,686.3104258,660.1770246,80.84913055,72.95232863,-0.002131224,-0.020622366,-3.653639994,193.25,520.8621137,192.5759259,NaN
141.4270833,688.55099,686.2849334,660.1762009,80.84805508,73.10509965,-0.001953311,-0.02048739,-3.649519958,193.2604167,521.724686,192.5759838,NaN
141.4375,688.55099,686.269638,660.1729061,80.85189796,73.27817451,-0.001790196,-0.020346889,-3.634079976,193.2708333,520.5536992,192.5760417,NaN
141.4479167,688.5458915,686.3206229,660.158903,80.98055071,73.60335302,-0.00163208,-0.020194271,-3.615039988,193.28125,517.3640837,192.5760995,NaN
141.4583333,688.561187,686.320623,660.1465473,81.11896685,73.58838542,-0.001447966,-0.019988228,-3.601839988,193.2916667,513.4689024,192.5761574,NaN
141.46875,688.561187,686.3129752,660.141605,81.35843107,73.40130266,-0.00129096,-0.019776615,-3.58868,193.3020833,510.9528414,192.5762153,NaN
141.4791667,688.571384,686.300229,660.1333677,81.70711863,73.74622577,-0.001141129,-0.019574105,-3.586760048,193.3125,510.8081197,192.5762731,NaN
141.4895833,688.5662855,686.310426,660.1177169,81.67845705,73.7476054,-0.001020829,-0.01930394,-3.594080048,193.3229167,511.4233414,192.576331,NaN
141.5,688.55099,686.279835,660.1135982,81.77137393,73.82353085,-0.000863664,-0.019100469,-3.603280017,193.3333333,511.4894378,192.5763889,NaN
141.5104167,688.5866795,686.3053275,660.1045371,81.8595013,73.95365759,-0.000776152,-0.018928994,-3.595240078,193.34375,511.673526,192.5764468,NaN
141.5208333,688.55099,686.3410169,660.0954759,81.93418762,74.29522314,-0.000712282,-0.018788331,-3.583440109,193.3541667,512.2179997,192.5765046,NaN
141.53125,688.591778,686.3180737,660.0872385,82.2145966,74.79512415,-0.000665316,-0.018607001,-3.577240133,193.3645833,511.8823195,192.5765625,NaN
141.5416667,688.581581,686.3308199,660.0781772,82.37934815,75.03960336,-0.000633092,-0.018424025,-3.574760097,193.375,511.7988952,192.5766204,NaN
141.5520833,688.581581,686.3078768,660.0715872,82.09783639,74.51031794,-0.000605203,-0.018262119,-3.58364001,193.3854167,511.9529102,192.5766782,NaN
141.5625,688.581581,686.33082,660.0625259,82.05299314,74.4555016,-0.000558323,-0.01817015,-3.58280001,193.3958333,512.6775503,192.5767361,NaN
141.5729167,688.5866795,686.300229,660.055112,81.9415736,74.30986549,-0.000527983,-0.018029678,-3.581839997,193.40625,513.5761414,192.576794,NaN
141.5833333,688.642763,686.3614109,660.0501695,81.83571944,74.05109458,-0.000455405,-0.017854369,-3.571200068,193.4166667,514.1098267,192.5768519,NaN
141.59375,688.6070735,686.320623,660.0476982,82.05753438,74.00948426,-0.000410523,-0.017843154,-3.575240104,193.4270833,514.7928002,192.5769097,NaN
141.6041667,688.561187,686.310426,660.0394605,82.00047742,73.70414443,-0.000424796,-0.017857384,-3.590520018,193.4375,515.6843366,192.5769676,NaN
141.6145833,688.5764825,686.320623,660.0361654,81.81923751,73.3605082,-0.000415635,-0.017851476,-3.596240067,193.4479167,516.7708786,192.5770255,NaN
141.625,688.571384,686.33082,660.0320465,81.74150057,73.92704899,-0.000455933,-0.017894477,-3.613400079,193.4583333,519.133052,192.5770833,NaN
141.6354167,688.5662855,686.341017,660.0254563,81.82301111,74.40581422,-0.000513698,-0.01789632,-3.641760042,193.46875,522.4963126,192.5771412,NaN
141.6458333,688.571384,686.3104261,660.0205137,82.10357571,74.34655088,-0.000606804,-0.017884093,-3.64320003,193.4791667,525.8636775,192.5771991,NaN
141.65625,688.591778,686.3257215,660.0147472,82.2416106,74.07905916,-0.000709251,-0.01791043,-3.638920031,193.4895833,528.4661393,192.5772569,NaN
141.6666667,688.601975,686.33082,660.0122759,82.26890954,73.8726422,-0.000767617,-0.017971472,-3.640719994,193.5,530.5005323,192.5773148,NaN
141.6770833,688.6070735,686.3257215,660.004038,82.11615016,73.89558016,-0.000737638,-0.018093051,-3.644519938,193.5104167,532.0400856,192.5773727,NaN
141.6875,688.55099,686.3359185,659.9908574,82.13347833,74.07938329,-0.000701601,-0.018150728,-3.638679975,193.5208333,532.9901711,192.5774306,NaN
141.6979167,688.5866795,686.3461155,659.9801481,81.88241744,73.9775842,-0.000629571,-0.018185006,-3.64991995,193.53125,533.4123947,192.5774884,NaN
141.7083333,688.591778,686.3206231,659.9661435,81.63771594,73.84754083,-0.000592167,-0.018286005,-3.666639944,193.5416667,533.7727047,192.5775463,NaN
141.71875,688.591778,686.3435663,659.955434,81.24737601,74.17670776,-0.000490773,-0.018366409,-3.683279944,193.5520833,534.3549591,192.5776042,NaN
141.7291667,688.5968765,686.3308201,659.942253,80.61729379,73.90206642,-0.000403826,-0.018417965,-3.705559968,193.5625,535.2635406,192.577662,NaN
141.7395833,688.6070735,686.3359185,659.9298958,80.43575067,73.8576973,-0.000308364,-0.018457554,-3.723999877,193.5729167,536.3751301,192.5777199,NaN
141.75,688.622369,686.320623,659.9125954,80.27286609,73.85326706,-0.000218181,-0.018495294,-3.721479865,193.5833333,537.8507274,192.5777778,NaN
141.7604167,688.6172705,686.3614109,659.8977665,79.96981567,73.52676926,-9.95E-05,-0.018475,-3.722799816,193.59375,539.37433,192.5778356,NaN
141.7708333,688.622369,686.3410171,659.8821135,80.06743164,73.58914056,7.61E-05,-0.018480283,-3.72411973,193.6041667,540.5693644,192.5778935,NaN
141.78125,688.622369,686.3486648,659.8746989,79.95846888,72.99117709,0.000297951,-0.018481299,-3.708119724,193.6145833,541.6886356,192.5779514,NaN
141.7916667,688.642763,686.3104261,659.8541027,79.89437959,72.93466443,0.000469811,-0.018500676,-3.695879712,193.625,542.8390027,192.5780093,NaN
141.8020833,688.6274675,686.3563125,659.8409209,80.06165023,74.10145948,0.000607476,-0.018443235,-3.685639766,193.6354167,543.928859,192.5780671,NaN
141.8125,688.642763,686.371608,659.8244436,80.05414546,74.61525279,0.000699852,-0.01835284,-3.686639741,193.6458333,544.7956129,192.578125,NaN
141.8229167,688.622369,686.3308199,659.8112616,80.12336942,75.13295963,0.000786365,-0.018298446,-3.664639753,193.65625,545.4120048,192.5781829,NaN
141.8333333,688.632566,686.371608,659.7989035,80.28861278,75.59475465,0.000852051,-0.018308928,-3.644559771,193.6666667,546.2241008,192.5782407,NaN
141.84375,688.6886495,686.3665095,659.7857213,80.17805083,75.93886438,0.000889584,-0.018213903,-3.628159748,193.6770833,547.5558437,192.5782986,NaN
141.8541667,688.683551,686.3920019,659.7799541,80.23902165,76.52494353,0.000950103,-0.018050811,-3.606079894,193.6875,548.7718097,192.5783565,NaN
141.8645833,688.714142,686.371608,659.7783063,80.41853865,76.71695608,0.001001766,-0.0178933,-3.606920034,193.6979167,549.8402015,192.5784144,NaN
141.875,688.703945,686.361411,659.7766585,80.21821216,76.08449397,0.00107633,-0.017732639,-3.63828001,193.7083333,NaN,192.5784722,NaN
141.8854167,688.703945,686.361411,659.7783063,80.40197655,75.76326278,0.001192918,-0.017531257,-3.654400007,193.7118056,552.131087,192.5785301,NaN
