Day (2011),Borehole 4 (m),Borehole 6 (m),Borehole 7 (m),FOXX velocity (m/a),FOXX bed seperation (m),Temperature (*C),FOXX  Moulin Dday,FOXX moulin (m)
146.3333333,NaN,NaN,NaN,83.83195392,0.001658991,-2.913998719,201.1284722,579.001658
146.34375,NaN,NaN,NaN,83.81680318,0.001545133,-2.879999999,201.1319444,579.0051044
146.3541667,NaN,NaN,NaN,83.72366917,0.0013833,-2.851999359,201.1354167,577.9541432
146.3645833,NaN,NaN,NaN,84.03939717,0.00133043,-2.883989118,201.1388889,577.9572338
146.375,NaN,NaN,NaN,83.63944979,0.001226722,-2.969989438,201.1423611,576.9028435
146.3854167,NaN,NaN,NaN,83.87763237,0.00103238,-3.051989118,201.1458333,575.82769
146.3958333,NaN,NaN,NaN,83.86736923,0.00096874,-3.127987838,201.1493056,575.8263879
146.40625,NaN,NaN,NaN,83.73812777,0.000801668,-3.197985279,201.1527778,574.7768758
146.4166667,NaN,NaN,NaN,83.65572568,0.000641375,-3.257985919,201.15625,573.7141691
146.4270833,NaN,NaN,NaN,83.72881482,0.000635328,-3.311988158,201.1597222,573.7165844
146.4375,NaN,NaN,NaN,83.51391749,0.000593325,-3.359989438,201.1631944,572.6482849
146.4479167,NaN,NaN,NaN,83.43604522,0.000635442,-3.401989758,201.1666667,571.5919005
146.4583333,NaN,NaN,NaN,83.84839346,0.00069442,-3.451990719,201.1701389,571.5864434
146.46875,NaN,NaN,NaN,83.64173527,0.000713979,-3.507988159,201.1736111,570.518818
146.4791667,NaN,NaN,NaN,83.91200358,0.000711241,-3.555988159,201.1770833,570.52309
146.4895833,NaN,NaN,NaN,83.69099483,0.000837569,-3.595990719,201.1805556,569.4713485
146.5,NaN,NaN,NaN,83.68569068,0.000870431,-3.639990078,201.1840278,569.4715427
146.5104167,NaN,NaN,NaN,84.35311527,0.000865939,-3.687990078,201.1875,568.3986494
146.5208333,NaN,NaN,NaN,83.80508123,0.000867644,-3.749992319,201.1909722,567.3373434
146.53125,NaN,NaN,NaN,83.84970311,0.000854744,-3.825996797,201.1944444,567.3453167
146.5416667,NaN,NaN,NaN,83.91489757,0.000887149,-3.915996797,201.1979167,566.2754023
146.5520833,NaN,NaN,NaN,84.27589186,0.000919153,-4.019992319,201.2013889,565.2276396
146.5625,NaN,NaN,NaN,84.67875943,0.001033227,-4.131991039,201.2048611,565.2200628
146.5729167,NaN,NaN,NaN,84.66681997,0.00108683,-4.253991359,201.2083333,564.1616046
146.5833333,NaN,NaN,NaN,84.82631869,0.001175492,-4.375991678,201.2118056,563.0905013
146.59375,NaN,NaN,NaN,84.95083659,0.001293411,-4.497991039,201.2152778,563.0883898
146.6041667,NaN,NaN,NaN,85.21114492,0.001425784,-4.619990399,201.21875,562.0240918
146.6145833,NaN,NaN,NaN,85.04666353,0.001563287,-4.739991039,201.2222222,560.9511505
146.625,NaN,NaN,NaN,85.27264323,0.001682071,-4.804,201.2256944,559.879375
146.6354167,NaN,NaN,NaN,85.34819241,0.001777774,-4.812,201.2291667,559.8876677
146.6458333,NaN,NaN,NaN,85.31345473,0.001862852,-4.82200096,201.2326389,558.8180171
146.65625,NaN,NaN,NaN,85.40512353,0.001955255,-4.8360016,201.2361111,557.7514215
146.6666667,NaN,NaN,NaN,85.18476888,0.00203829,-4.85400096,201.2395833,556.6764368
146.6770833,NaN,NaN,NaN,84.80732065,0.002100331,-4.87400032,201.2430556,556.6947905
146.6875,NaN,NaN,NaN,85.28715671,0.00213446,-4.89200064,201.2465278,555.6270923
146.6979167,NaN,NaN,NaN,85.22126228,0.002160746,-4.90600032,201.25,554.5616883
146.7083333,NaN,NaN,NaN,84.7882013,0.002188841,-4.91600064,201.2534722,553.5072235
146.71875,NaN,NaN,NaN,84.7801066,0.002214918,-4.92600064,201.2569444,552.440725
146.7291667,NaN,NaN,NaN,84.84145076,0.002234394,-4.938,201.2604167,551.3736762
146.7395833,NaN,NaN,NaN,84.4041062,0.002248997,-4.95399936,201.2638889,550.3045455
146.75,NaN,NaN,NaN,84.73263594,0.002292594,-4.97399936,201.2673611,549.2497394
146.7604167,NaN,NaN,NaN,84.4509532,0.002332242,-4.99599968,201.2708333,549.24463
146.7708333,NaN,NaN,NaN,84.7587078,0.002360239,-5.020001599,201.2743056,548.1824623
146.78125,NaN,NaN,NaN,84.97705477,0.002412072,-5.050001599,201.2777778,547.1248537
146.7916667,NaN,NaN,NaN,85.20035344,0.002487237,-5.08599968,201.28125,547.1142027
146.8020833,NaN,NaN,NaN,84.31278335,0.002564713,-5.12,201.2847222,546.0510764
146.8125,NaN,NaN,NaN,83.2578302,0.0026048,-5.152,201.2881944,544.9708186
146.8229167,NaN,NaN,NaN,83.19542598,0.002606013,-5.18800064,201.2916667,544.9686301
146.8333333,NaN,NaN,NaN,82.9355925,0.002564079,-5.22600096,201.2951389,543.8969245
146.84375,NaN,NaN,NaN,82.68667399,0.002471805,-5.26400032,201.2986111,NaN
146.8541667,NaN,NaN,NaN,82.75947553,0.002347095,-5.30199968,201.3020833,NaN
146.8645833,NaN,NaN,NaN,82.78273508,0.002199524,-5.34,201.3055556,NaN
146.875,NaN,NaN,NaN,83.03717867,0.002036253,-5.38,201.3090278,NaN
146.8854167,NaN,NaN,NaN,83.51647675,0.001891718,-5.41799968,201.3125,NaN
146.8958333,NaN,NaN,NaN,83.56316933,0.001754202,-5.45400032,201.3159722,NaN
146.90625,NaN,NaN,NaN,83.18654274,0.001601174,-5.49199968,201.3194444,NaN
146.9166667,NaN,NaN,NaN,83.05610858,0.001442716,-5.52999904,201.3229167,NaN
146.9270833,NaN,NaN,NaN,83.36515425,0.001290497,-5.56799936,201.3263889,NaN
146.9375,NaN,NaN,NaN,83.12849112,0.001152365,-5.60799936,201.3298611,NaN
146.9479167,NaN,NaN,NaN,82.93921851,0.001032777,-5.64999968,201.3333333,NaN
146.9583333,NaN,NaN,NaN,82.94027645,0.000935941,-5.69600064,201.3368056,NaN
146.96875,NaN,NaN,NaN,83.11183781,0.00086793,-5.746,201.3402778,NaN
146.9791667,NaN,NaN,NaN,82.66827517,0.000811848,-5.79599936,201.34375,NaN
146.9895833,NaN,NaN,NaN,83.07663404,0.000773776,-5.844,201.3472222,NaN
147,NaN,NaN,NaN,82.54229908,0.000726377,-5.88800064,201.3506944,NaN
147.0104167,NaN,NaN,NaN,82.63241773,0.000686372,-5.92800064,201.3541667,NaN
147.0208333,NaN,NaN,NaN,82.89356301,0.000646286,-5.96600032,201.3576389,NaN
147.03125,NaN,NaN,NaN,82.80088086,0.000583371,-6.001998401,201.3611111,NaN
147.0416667,NaN,NaN,NaN,82.81325898,0.000488399,-6.031998401,201.3645833,NaN
147.0520833,NaN,NaN,NaN,83.11331514,0.000369299,-6.05600032,201.3680556,NaN
147.0625,NaN,NaN,NaN,83.91635704,0.000248577,-6.082,201.3715278,NaN
147.0729167,NaN,NaN,NaN,83.94030236,0.000129653,-6.11,201.375,NaN
147.0833333,NaN,NaN,NaN,83.98427689,2.27E-05,-6.13399936,201.3784722,NaN
147.09375,NaN,NaN,NaN,84.17428867,-6.15E-05,-6.15399872,201.3819444,NaN
147.1041667,NaN,NaN,NaN,84.28623101,-0.000125515,-6.17199872,201.3854167,NaN
147.1145833,NaN,NaN,NaN,84.2493364,-0.000181656,-6.18799936,201.3888889,NaN
147.125,NaN,NaN,NaN,84.21473618,-4.32E-05,-6.20199968,201.3923611,NaN
147.1354167,NaN,NaN,NaN,83.3714503,-1.80E-05,-6.21199936,201.3958333,NaN
147.1458333,NaN,NaN,NaN,83.22752568,3.23E-05,-6.22199968,201.3993056,NaN
147.15625,NaN,NaN,NaN,83.52848718,8.07E-05,-6.23399904,201.4027778,NaN
147.1666667,NaN,NaN,NaN,83.95379616,7.28E-05,-6.24399904,201.40625,NaN
147.1770833,NaN,NaN,NaN,84.05343087,-2.22E-05,-6.25199968,201.4097222,NaN
147.1875,NaN,NaN,NaN,84.20825401,-4.87E-05,-6.258,201.4131944,NaN
147.1979167,NaN,NaN,NaN,84.65951787,-0.000104411,-6.26800096,201.4166667,NaN
147.2083333,NaN,NaN,NaN,84.64676705,-0.00024354,-6.282,201.4201389,NaN
147.21875,NaN,NaN,NaN,84.77490009,-0.000382214,-6.291999361,201.4236111,NaN
147.2291667,NaN,NaN,NaN,84.87082325,-0.000539843,-6.298,201.4270833,NaN
147.2395833,NaN,NaN,NaN,85.13497924,-0.000811078,-6.30400032,201.4305556,NaN
147.25,NaN,NaN,NaN,85.21443523,-0.000985847,-6.31200032,201.4340278,NaN
147.2604167,NaN,NaN,NaN,84.96205529,-0.00123376,-6.32200064,201.4375,NaN
147.2708333,NaN,NaN,NaN,84.78577503,-0.00139537,-6.33400064,201.4409722,NaN
147.28125,NaN,NaN,NaN,84.6131013,-0.001502923,-6.34600064,201.4444444,NaN
147.2916667,NaN,NaN,NaN,84.3687371,-0.001589578,-6.35800064,201.4479167,NaN
147.3020833,NaN,NaN,NaN,84.63185112,-0.001670644,-6.37000064,201.4513889,NaN
147.3125,NaN,NaN,NaN,84.39349681,-0.001790582,-6.38200064,201.4548611,NaN
147.3229167,NaN,NaN,NaN,84.22708354,-0.001799871,-6.39400064,201.4583333,NaN
147.3333333,NaN,NaN,NaN,84.20061442,-0.001911536,-6.406,201.4618056,NaN
147.34375,NaN,NaN,NaN,83.85752209,-0.001912377,-6.416,201.4652778,NaN
147.3541667,NaN,NaN,NaN,83.15134403,-0.001981988,-6.42400064,201.46875,NaN
147.3645833,NaN,NaN,NaN,83.15890475,-0.001919138,-6.43200064,201.4722222,NaN
147.375,NaN,NaN,NaN,82.70244148,-0.00195504,-6.44000064,201.4756944,NaN
147.3854167,NaN,NaN,NaN,83.15154859,-0.002024176,-6.44800064,201.4791667,NaN
147.3958333,NaN,NaN,NaN,83.52007506,-0.00202778,-6.45800096,201.4826389,NaN
147.40625,NaN,NaN,NaN,83.91225187,-0.002097282,-6.47000096,201.4861111,NaN
147.4166667,NaN,NaN,NaN,83.99045345,-0.002096084,-6.48200096,201.4895833,NaN
147.4270833,NaN,NaN,NaN,83.71353914,-0.001977916,-6.49200128,201.4930556,NaN
147.4375,NaN,NaN,NaN,83.04083505,-0.001900228,-6.50000128,201.4965278,NaN
147.4479167,NaN,NaN,NaN,83.01618303,-0.001724685,-6.50400064,201.5,NaN
147.4583333,NaN,NaN,NaN,83.43701922,-0.001563304,-6.49800032,201.5034722,NaN
147.46875,NaN,NaN,NaN,83.01920597,-0.001432651,-6.48800096,201.5069444,NaN
147.4791667,NaN,NaN,NaN,83.2363861,-0.001289799,-6.48200032,201.5104167,NaN
147.4895833,NaN,NaN,NaN,83.01448548,-0.001014065,-6.47799968,201.5138889,NaN
147.5,NaN,NaN,NaN,83.16179061,-0.000873318,-6.472,201.5173611,NaN
147.5104167,NaN,NaN,NaN,83.48924304,-0.000760669,-6.46199968,201.5208333,NaN
147.5208333,NaN,NaN,NaN,83.08812796,-0.000685244,-6.448,201.5243056,NaN
147.53125,NaN,NaN,NaN,82.87094452,-0.000614495,-6.434,201.5277778,NaN
147.5416667,NaN,NaN,NaN,83.0220358,-0.000543621,-6.42199936,201.53125,NaN
147.5520833,NaN,NaN,NaN,83.36255223,-0.000526942,-6.40999936,201.5347222,NaN
147.5625,NaN,NaN,NaN,83.76100255,-0.000498463,-6.39799936,201.5381944,NaN
147.5729167,NaN,NaN,NaN,83.96453426,-0.000401182,-6.38599936,201.5416667,NaN
147.5833333,NaN,NaN,NaN,83.43044208,-0.000214373,-6.37399808,201.5451389,NaN
147.59375,NaN,NaN,NaN,84.07869796,-0.000186959,-6.35799872,201.5486111,NaN
147.6041667,NaN,NaN,NaN,84.62120529,-9.58E-05,-6.34,201.5520833,NaN
147.6145833,NaN,NaN,NaN,84.81264322,-5.64E-05,-6.32399936,201.5555556,NaN
147.625,NaN,NaN,NaN,85.1977276,3.38E-05,-6.30799936,201.5590278,NaN
147.6354167,NaN,NaN,NaN,85.18812554,0.000143306,-6.261994559,201.5625,NaN
147.6458333,NaN,NaN,NaN,84.82035958,0.000209444,-6.186000317,201.5659722,NaN
147.65625,NaN,NaN,NaN,84.54016348,0.00025344,-6.128000317,201.5694444,NaN
147.6666667,NaN,NaN,NaN,84.22912056,0.00031851,-6.087994559,201.5729167,NaN
147.6770833,NaN,NaN,NaN,84.57275027,0.000419224,-6.053993599,201.5763889,NaN
147.6875,NaN,NaN,NaN,85.52386896,0.000511057,-6.027993279,201.5798611,NaN
147.6979167,NaN,NaN,NaN,85.2760021,0.000476082,-5.999992639,201.5833333,NaN
147.7083333,NaN,NaN,NaN,84.9135312,0.000462572,-5.971995198,201.5868056,NaN
147.71875,NaN,NaN,NaN,85.17533883,0.000502214,-5.953994559,201.5902778,NaN
147.7291667,NaN,NaN,NaN,85.25571776,0.000484924,-5.939992639,201.59375,NaN
147.7395833,NaN,NaN,NaN,85.08070414,0.000436717,-5.927992639,201.5972222,NaN
147.75,NaN,NaN,NaN,85.57335558,0.000402737,-5.919992639,201.6006944,NaN
147.7604167,NaN,NaN,NaN,85.14420841,0.000424019,-5.911992639,201.6041667,NaN
147.7708333,NaN,NaN,NaN,85.53894403,0.000457485,-5.905993599,201.6076389,NaN
147.78125,NaN,NaN,NaN,86.11228601,0.000533933,-5.903992959,201.6111111,NaN
147.7916667,NaN,NaN,NaN,86.1218037,0.000590217,-5.901992319,201.6145833,NaN
147.8020833,NaN,NaN,NaN,85.22733285,0.000694966,-5.899992639,201.6180556,NaN
147.8125,NaN,NaN,NaN,84.38640173,0.000806079,-5.899992639,201.6215278,NaN
147.8229167,NaN,NaN,NaN,84.47558924,0.000885826,-5.899992639,201.625,NaN
147.8333333,NaN,NaN,NaN,84.12553388,0.000908562,-5.899993279,201.6284722,NaN
147.84375,NaN,NaN,NaN,83.70650409,0.000904967,-5.901994558,201.6319444,NaN
147.8541667,NaN,NaN,NaN,83.75821364,0.000900349,-5.909993918,201.6354167,NaN
147.8645833,NaN,NaN,NaN,83.58892547,0.000783227,-5.921992639,201.6388889,NaN
147.875,NaN,NaN,NaN,83.83011574,0.000760755,-5.933992639,201.6423611,NaN
147.8854167,NaN,NaN,NaN,83.96284452,0.000637311,-5.945992639,201.6458333,NaN
147.8958333,NaN,NaN,NaN,84.18808585,0.000495642,-5.987998719,201.6493056,NaN
147.90625,NaN,NaN,NaN,83.85929455,0.000433259,-6.063992961,201.6527778,NaN
147.9166667,NaN,NaN,NaN,83.84630059,0.000363507,-6.125991681,201.65625,NaN
147.9270833,NaN,NaN,NaN,83.50045857,0.00019887,-6.16799776,201.6597222,NaN
147.9375,NaN,NaN,NaN,83.18191611,-4.40E-07,-6.20199872,201.6631944,NaN
147.9479167,NaN,NaN,NaN,83.19024871,-0.000100245,-6.238,201.6666667,NaN
147.9583333,NaN,NaN,NaN,83.21225531,-0.000219505,-6.28600128,201.6701389,NaN
147.96875,NaN,NaN,NaN,83.22871981,-0.000240756,-6.339999361,201.6736111,NaN
147.9791667,NaN,NaN,NaN,82.77630189,-0.000205727,-6.389998721,201.6770833,NaN
147.9895833,NaN,NaN,NaN,82.83076432,-0.000204036,-6.43600032,201.6805556,NaN
148,NaN,NaN,NaN,82.144871,-0.000126901,-6.48000096,201.6840278,NaN
148.0104167,NaN,NaN,NaN,82.43824935,-3.62E-05,-6.52000096,201.6875,NaN
148.0208333,NaN,NaN,NaN,82.37263254,-1.25E-05,-6.5600016,201.6909722,NaN
148.03125,NaN,NaN,NaN,82.36936171,-8.17E-05,-6.60200096,201.6944444,NaN
148.0416667,NaN,NaN,NaN,82.21632217,-0.000130187,-6.64400032,201.6979167,NaN
148.0520833,NaN,NaN,NaN,82.44219316,-0.000191461,-6.68600064,201.7013889,NaN
148.0625,NaN,NaN,NaN,83.01657067,-0.000253991,-6.72800096,201.7048611,NaN
148.0729167,NaN,NaN,NaN,82.77353857,-0.000401152,-6.7720016,201.7083333,NaN
148.0833333,NaN,NaN,NaN,83.75529006,-0.000439142,-6.82000096,201.7118056,NaN
148.09375,NaN,NaN,NaN,83.57054217,-0.000454439,-6.866000321,201.7152778,NaN
148.1041667,NaN,NaN,NaN,83.5159386,-0.00049567,-6.90800096,201.71875,NaN
148.1145833,NaN,NaN,NaN,83.3624798,-0.000452809,-6.9480016,201.7222222,NaN
148.125,NaN,NaN,NaN,83.03969889,-0.000425399,-6.9880016,201.7256944,NaN
148.1354167,NaN,NaN,NaN,82.59598468,-0.000350432,-7.0280016,201.7291667,NaN
148.1458333,NaN,NaN,NaN,82.48392372,-0.000234791,-7.06800224,201.7326389,NaN
148.15625,NaN,NaN,NaN,82.82164443,-0.000116883,-7.11000096,201.7361111,NaN
148.1666667,NaN,NaN,NaN,83.12272722,-0.000127074,-7.150000321,201.7395833,NaN
148.1770833,NaN,NaN,NaN,83.31950951,-0.000149377,-7.18400192,201.7430556,NaN
148.1875,NaN,NaN,NaN,83.29540819,-8.92E-05,-7.2180016,201.7465278,NaN
148.1979167,NaN,NaN,NaN,83.34000266,-0.00011286,-7.25800224,201.75,NaN
148.2083333,NaN,NaN,NaN,83.34199898,-0.000131457,-7.2940016,201.7534722,NaN
148.21875,NaN,NaN,NaN,83.47159423,-0.000248408,-7.32400096,201.7569444,NaN
148.2291667,NaN,NaN,NaN,83.81618155,-0.000354768,-7.35400032,201.7604167,NaN
148.2395833,NaN,NaN,NaN,84.04488018,-0.000523533,-7.38600032,201.7638889,NaN
148.25,NaN,NaN,NaN,83.80659736,-0.000654429,-7.42000064,201.7673611,NaN
148.2604167,NaN,NaN,NaN,83.84660465,-0.000829611,-7.4580016,201.7708333,NaN
148.2708333,NaN,NaN,NaN,83.74869918,-0.000919686,-7.5020016,201.7743056,NaN
148.28125,NaN,NaN,NaN,83.26495338,-0.000998771,-7.54600096,201.7777778,NaN
148.2916667,NaN,NaN,NaN,83.19518997,-0.001060684,-7.58800096,201.78125,NaN
148.3020833,NaN,NaN,NaN,83.39921623,-0.00111344,-7.62400224,201.7847222,NaN
148.3125,NaN,NaN,NaN,83.27374467,-0.001179234,-7.65400256,201.7881944,NaN
148.3229167,NaN,NaN,NaN,83.29447742,-0.001216884,-7.6760016,201.7916667,NaN
148.3333333,NaN,NaN,NaN,83.36044014,-0.001295907,-7.68800032,201.7951389,NaN
148.34375,NaN,NaN,NaN,83.44263851,-0.001302823,-7.69400096,201.7986111,NaN
148.3541667,NaN,NaN,NaN,83.18856004,-0.00133025,-7.7000016,201.8020833,NaN
148.3645833,NaN,NaN,NaN,83.32553764,-0.001286848,-7.70200192,201.8055556,NaN
148.375,NaN,NaN,NaN,82.90477834,-0.001355024,-7.69800192,201.8090278,NaN
148.3854167,NaN,NaN,NaN,83.04625696,-0.00134067,-7.682,201.8125,NaN
148.3958333,NaN,NaN,NaN,83.04549831,-0.001358122,-7.653997441,201.8159722,NaN
148.40625,NaN,NaN,NaN,83.28652275,-0.001389821,-7.617996801,201.8194444,NaN
148.4166667,NaN,NaN,NaN,83.30990826,-0.001298066,-7.57199936,201.8229167,NaN
148.4270833,NaN,NaN,NaN,82.95753406,-0.00113097,-7.51800096,201.8263889,NaN
148.4375,NaN,NaN,NaN,82.44410995,-0.000994316,-7.46000064,201.8298611,NaN
148.4479167,NaN,NaN,NaN,82.79988955,-0.000780306,-7.4,201.8333333,NaN
148.4583333,NaN,NaN,NaN,82.98644714,-0.00060997,-7.331996801,201.8368056,NaN
148.46875,NaN,NaN,NaN,82.67756343,-0.000460558,-7.251996161,201.8402778,NaN
148.4791667,NaN,NaN,NaN,82.7329702,-0.000279052,-7.16199872,201.84375,NaN
148.4895833,NaN,NaN,NaN,82.71725589,-1.16E-05,-7.06799968,201.8472222,NaN
148.5,NaN,NaN,NaN,83.25016578,0.000154146,-6.96800032,201.8506944,NaN
148.5104167,NaN,NaN,NaN,83.07061655,0.00033144,-6.86600064,201.8541667,NaN
148.5208333,NaN,NaN,NaN,83.11249516,0.000502939,-6.75999904,201.8576389,NaN
148.53125,NaN,NaN,NaN,83.20700157,0.000712593,-6.64599904,201.8611111,NaN
148.5416667,NaN,NaN,NaN,83.79221627,0.000916304,-6.52999968,201.8645833,NaN
148.5520833,NaN,NaN,NaN,84.41908583,0.001068126,-6.41000032,201.8680556,NaN
148.5625,NaN,NaN,NaN,84.6025431,0.001190833,-6.28999968,201.8715278,NaN
148.5729167,NaN,NaN,NaN,84.715231,0.001439508,-6.176,201.875,NaN
148.5833333,NaN,NaN,NaN,84.57164457,0.001659642,-6.069999681,201.8784722,NaN
148.59375,NaN,NaN,NaN,84.71437986,0.001828081,-5.96600032,201.8819444,NaN
148.6041667,NaN,NaN,NaN,84.70222015,0.002033815,-5.8600016,201.8854167,NaN
148.6145833,NaN,NaN,NaN,84.78164482,0.002175689,-5.75400128,201.8888889,NaN
148.625,NaN,NaN,NaN,85.33140081,0.002353632,-5.65200032,201.8923611,NaN
148.6354167,NaN,NaN,NaN,85.46788675,0.002480622,-5.55800064,201.8958333,NaN
148.6458333,NaN,NaN,NaN,85.54522141,0.00259673,-5.4780032,201.8993056,NaN
148.65625,NaN,NaN,NaN,85.33539732,0.002606651,-5.412005759,201.9027778,NaN
148.6666667,NaN,NaN,NaN,84.86976637,0.002659896,-5.35600512,201.90625,NaN
148.6770833,NaN,NaN,NaN,85.20648029,0.002689472,-5.30800256,201.9097222,NaN
148.6875,NaN,NaN,NaN,85.93100889,0.00268516,-5.2660016,201.9131944,NaN
148.6979167,NaN,NaN,NaN,85.41105546,0.002626321,-5.23400224,201.9166667,NaN
148.7083333,NaN,NaN,NaN,85.20251493,0.002620897,-5.21000352,201.9201389,NaN
148.71875,NaN,NaN,NaN,85.62295072,0.002635518,-5.192006079,201.9236111,NaN
148.7291667,NaN,NaN,NaN,85.38303699,0.002600869,-5.18400544,201.9270833,NaN
148.7395833,NaN,NaN,NaN,85.25504392,0.00251782,-5.18600256,201.9305556,NaN
148.75,NaN,NaN,NaN,85.43718301,0.002448839,-5.19200224,201.9340278,NaN
148.7604167,NaN,NaN,NaN,85.02694936,0.002419149,-5.20000224,201.9375,NaN
148.7708333,NaN,NaN,NaN,85.05555051,0.002353359,-5.20600256,201.9409722,NaN
148.78125,NaN,NaN,NaN,85.30980685,0.002320336,-5.2120032,201.9444444,NaN
148.7916667,NaN,NaN,NaN,84.68269147,0.002239339,-5.22200256,201.9479167,NaN
148.8020833,NaN,NaN,NaN,83.42626344,0.002211013,-5.23400192,201.9513889,NaN
148.8125,NaN,NaN,NaN,83.01282561,0.002250858,-5.25000128,201.9548611,NaN
148.8229167,NaN,NaN,NaN,83.18755394,0.002192419,-5.2720016,201.9583333,NaN
148.8333333,NaN,NaN,NaN,83.13134827,0.002091111,-5.29400256,201.9618056,NaN
148.84375,NaN,NaN,NaN,83.28185849,0.001994863,-5.318003839,201.9652778,NaN
148.8541667,NaN,NaN,NaN,83.67812165,0.00183285,-5.35000256,201.96875,NaN
148.8645833,NaN,NaN,NaN,83.69349086,0.001650528,-5.38800096,201.9722222,NaN
148.875,NaN,NaN,NaN,83.97329186,0.00151034,-5.43000064,201.9756944,NaN
148.8854167,NaN,NaN,NaN,83.87477453,0.001273242,-5.47600096,201.9791667,NaN
148.8958333,NaN,NaN,NaN,83.65596294,0.00108112,-5.52200128,201.9826389,NaN
148.90625,NaN,NaN,NaN,83.16122964,0.001011933,-5.56800064,201.9861111,NaN
148.9166667,NaN,NaN,NaN,83.47276192,0.000921277,-5.614,201.9895833,NaN
148.9270833,NaN,NaN,NaN,83.24548224,0.000780338,-5.66000032,201.9930556,NaN
148.9375,NaN,NaN,NaN,82.88741556,0.000620043,-5.70800032,201.9965278,NaN
148.9479167,NaN,NaN,NaN,82.97636105,0.000610861,-5.76000096,202,NaN
148.9583333,NaN,NaN,NaN,82.97126733,0.000563095,-5.81199904,202.0034722,NaN
148.96875,NaN,NaN,NaN,82.50876369,0.000550041,-5.855998401,202.0069444,NaN
148.9791667,NaN,NaN,NaN,82.20157157,0.000572153,-5.89399968,202.0104167,NaN
148.9895833,NaN,NaN,NaN,81.98619525,0.000601583,-5.93399968,202.0138889,NaN
149,NaN,NaN,NaN,81.46779537,0.000647013,-5.976,202.0173611,NaN
149.0104167,NaN,NaN,NaN,82.06853698,0.000715236,-6.01800032,202.0208333,NaN
149.0208333,NaN,NaN,NaN,81.97911385,0.000774059,-6.06200096,202.0243056,NaN
149.03125,NaN,NaN,NaN,82.01037644,0.000805887,-6.10800032,202.0277778,NaN
149.0416667,NaN,NaN,NaN,81.91855907,0.000805803,-6.15399968,202.03125,NaN
149.0520833,NaN,NaN,NaN,82.44778405,0.000773311,-6.2,202.0347222,NaN
149.0625,NaN,NaN,NaN,82.72800128,0.000745099,-6.248,202.0381944,NaN
149.0729167,NaN,NaN,NaN,82.34840335,0.000720746,-6.29199936,202.0416667,NaN
149.0833333,NaN,NaN,NaN,82.51996015,0.00071694,-6.32999968,202.0451389,NaN
149.09375,NaN,NaN,NaN,82.18083345,0.000736027,-6.3679984,202.0486111,NaN
149.1041667,NaN,NaN,NaN,81.92954324,0.000764075,-6.40399776,202.0520833,NaN
149.1145833,NaN,NaN,NaN,81.93196884,0.000807489,-6.43799872,202.0555556,NaN
149.125,NaN,NaN,NaN,81.40847211,0.000863213,-6.47199904,202.0590278,NaN
149.1354167,NaN,NaN,NaN,81.44069239,0.000914594,-6.50199872,202.0625,NaN
149.1458333,NaN,NaN,NaN,81.84710953,0.000970544,-6.527999679,202.0659722,NaN
149.15625,NaN,NaN,NaN,82.58367622,0.0010309,-6.55599904,202.0694444,NaN
149.1666667,NaN,NaN,NaN,82.70071141,0.001064705,-6.58599776,202.0729167,NaN
149.1770833,NaN,NaN,NaN,82.82077472,0.001061649,-6.60799936,202.0763889,NaN
149.1875,NaN,NaN,NaN,83.10416909,0.001037588,-6.62199968,202.0798611,NaN
149.1979167,NaN,NaN,NaN,83.31537286,0.000965977,-6.64800192,202.0833333,NaN
149.2083333,NaN,NaN,NaN,83.52361248,0.000830617,-6.684008958,202.0868056,NaN
149.21875,NaN,NaN,NaN,83.86401608,0.000644841,-6.740010237,202.0902778,NaN
149.2291667,NaN,NaN,NaN,84.85592192,0.00041309,-6.82400256,202.09375,NaN
149.2395833,NaN,NaN,NaN,85.33715726,0.000169547,-6.91800032,202.0972222,NaN
149.25,NaN,NaN,NaN,85.13403214,-9.35E-05,-7.01400096,202.1006944,NaN
149.2604167,NaN,NaN,NaN,85.15791519,-0.000369652,-7.10600096,202.1041667,NaN
149.2708333,NaN,NaN,NaN,85.04283733,-0.000632704,-7.195999361,202.1076389,NaN
149.28125,NaN,NaN,NaN,84.7268481,-0.000881235,-7.279998721,202.1111111,NaN
149.2916667,NaN,NaN,NaN,85.08727592,-0.001095202,-7.358,202.1145833,NaN
149.3020833,NaN,NaN,NaN,85.32998968,-0.001280044,-7.42600192,202.1180556,NaN
149.3125,NaN,NaN,NaN,85.5018409,-0.001475848,-7.48400224,202.1215278,NaN
149.3229167,NaN,NaN,NaN,85.77699139,-0.001691804,-7.54400288,202.125,NaN
149.3333333,NaN,NaN,NaN,85.87897417,-0.00192305,-7.612000322,202.1284722,NaN
149.34375,NaN,NaN,NaN,85.77619417,-0.002144663,-7.673999682,202.1319444,NaN
149.3541667,NaN,NaN,NaN,85.76974498,-0.002353461,-7.724002881,202.1354167,NaN
149.3645833,NaN,NaN,NaN,85.53313731,-0.002534833,-7.760005441,202.1388889,NaN
149.375,NaN,NaN,NaN,85.5025846,-0.002715721,-7.782005761,202.1423611,NaN
149.3854167,NaN,NaN,NaN,85.41337309,-0.002909067,-7.790003841,202.1458333,NaN
149.3958333,NaN,NaN,NaN,85.22850273,-0.003113453,-7.788001601,202.1493056,NaN
149.40625,NaN,NaN,NaN,85.3381396,-0.003322071,-7.780000322,202.1527778,NaN
